JUDGE,AG_RTD_TEMP_GLASS_OUT,BUS_DEVELOP_TEMP_TANK2,DIELEC_FIRE_EXHAUST_HEAT2,PHOS_R_DRY_TEMP_WALL_MAX,PHOS_R_DRY_TEMP_HOOD_START,PHOS_FIRE_EXHAUST_HEAT3,BUS_DEVELOP_TEMP_TANK1,AG_EXPOSURE_TEMP_MASK,PHOS_FIRE_EXHAUST_HEAT2,TAT_6PHOS_4FIRE,TAT_3BUS_2FIRE,TAT_4DIELEC_FIRE,TAT_8AGING,TAT_1BLACK_1PRINT,TAT_1BLACK_2RTD,TAT_2AG_2RTD,TAT_6PHOS_1R_1DISPENSER
양품,46.5,30.686,2334,167.0,147.0,4468,23.486,23.703000000000003,4112.0,7020,6900,6480,9751,86,220,72,78
양품,44.4,30.590999999999998,2174,167.3,155.3,4488,23.5,23.436999999999998,4087.0,7114,6960,6480,10076,88,210,72,78
양품,37.7,31.320999999999998,2117,168.2,93.0,4449,23.401,23.351999999999997,4065.0,6836,6987,6537,9750,98,220,69,80
양품,43.7,31.043000000000003,2120,166.4,109.0,4447,23.313000000000002,23.6,4051.0,6835,6840,6600,9750,88,190,69,80
양품,43.6,31.4,2205,166.3,136.0,4715,23.444000000000003,23.587,4020.0,7235,6900,6447,10076,85,260,72,82
명점,46.8,31.4,2158,166.6,156.0,4445,23.5,23.421999999999997,4063.0,7144,6900,6480,10076,86,220,69,78
양품,40.0,30.88,2205,166.0,159.0,4470,23.5,23.636,4165.0,7115,6927,6480,9751,86,210,75,78
양품,44.6,30.8,2200,166.6,134.0,4476,23.403000000000002,23.348000000000003,4030.0,6960,6693,6600,10073,88,220,75,82
명점,46.5,31.4,2206,166.8,102.0,4456,23.448,23.358,4080.0,7260,6987,6420,10076,88,260,69,100
양품,43.4,30.941,2214,167.7,100.0,4451,23.381999999999998,23.654,4078.0,7110,7440,6513,9750,86,210,72,78
양품,44.9,30.8,2190,168.3,113.0,4429,23.386999999999997,23.38,3957.0,6840,6753,6447,10075,88,210,69,86
양품,43.5,30.919,2155,167.1,93.0,4465,23.416,23.414,4095.0,8970,7380,6600,9750,88,220,69,78
양품,45.4,31.1,2155,163.8,90.7,4473,23.378,23.354,4100.0,6750,7620,6600,10075,88,220,69,78
양품,45.3,31.146,2173,167.0,124.0,4454,23.4,23.668000000000003,4095.0,8970,7380,6540,9750,86,220,69,76
양품,45.3,31.058000000000003,2162,167.2,94.0,4456,23.362,23.397,3980.0,7140,7500,6453,10076,86,220,69,80
양품,46.3,30.526999999999997,2155,166.1,128.0,4458,23.404,23.484,4089.0,7114,6927,6453,10075,88,210,72,78
양품,44.4,31.316,2163,167.3,137.0,4474,23.5,23.754,4024.0,7200,7080,6540,10075,86,230,75,98
양품,38.9,30.894000000000002,2172,164.3,137.0,4454,23.378,23.67,4015.0,6750,7053,6480,10074,86,220,69,100
양품,44.1,30.753,2179,167.6,144.0,4465,23.399,23.406,4069.0,6986,7407,6513,10074,88,210,69,78
양품,45.0,31.4,2165,166.5,156.0,4446,23.5,23.796999999999997,4065.0,7140,6900,6447,10076,88,220,69,80
양품,45.9,31.4,2156,166.9,109.0,4430,23.5,23.709,4033.0,7145,6900,6453,9750,86,260,69,78
양품,39.2,30.8,2085,166.8,118.0,4413,23.395,23.359,4044.0,7050,6900,6573,10074,88,220,72,80
양품,44.0,30.862,2167,167.7,130.0,4450,23.38,23.611,4109.0,8970,7200,6567,10073,88,220,69,78
양품,44.6,31.136999999999997,2199,167.9,143.0,4475,23.5,23.715,4090.0,7080,7080,6453,10076,88,210,72,80
양품,46.0,30.945999999999998,2154,168.0,104.0,4483,23.5,23.482,4082.0,7110,6867,6420,10076,88,210,72,80
양품,44.5,30.752,2219,166.4,121.0,4460,23.405,23.636,4107.0,7166,6900,6447,10076,86,210,72,80
양품,44.3,31.4,2193,165.3,111.0,4439,23.5,23.412,3999.0,7045,6993,6513,10076,90,220,66,80
양품,39.4,30.0,2168,167.4,155.3,4463,22.811,22.784000000000002,4081.0,6934,6840,6480,9751,98,210,69,82
명점,45.2,30.718000000000004,2152,167.5,100.0,4506,23.449,23.605,3997.0,7140,6927,6453,9750,86,220,69,78
양품,45.6,31.1,2128,167.0,97.0,4461,23.427,23.674,3996.0,6835,6807,6513,10075,89,220,72,78
양품,39.3,30.0,2168,167.9,90.0,4441,22.805999999999997,23.25,3942.0,6990,6780,6480,10076,100,220,69,78
양품,44.3,30.8,2152,167.2,137.0,4478,23.485,23.644000000000002,4068.0,6930,6840,6507,9751,88,220,72,78
양품,43.5,30.919,2155,166.4,130.0,4470,23.416,23.414,4049.0,6930,7380,6600,9750,88,220,69,78
명점,45.5,31.254,2132,165.1,137.0,4403,23.070999999999998,23.565,4014.0,6780,6927,6747,9750,80,220,69,78
양품,44.6,30.8,2394,166.7,137.0,4446,23.401,23.375,4074.0,6960,6687,6600,10073,88,210,69,78
양품,39.5,30.8,2165,167.2,139.0,4480,23.445999999999998,23.345,4106.0,6960,6693,6540,9750,86,210,69,78
양품,43.6,30.773000000000003,2169,168.4,105.0,4486,23.399,23.631,4064.0,6960,7413,6507,10074,86,210,69,80
양품,45.9,30.919,2125,165.3,128.0,4459,23.416,23.5,4076.0,7290,6873,6447,10076,86,210,72,78
명점,44.9,31.066,2153,163.0,129.0,4436,23.4,23.408,4054.0,6930,6780,6627,10640,86,220,74,84
명점,46.5,30.918000000000003,2137,161.1,133.0,4452,23.4,24.214000000000002,4066.0,6870,6753,6660,10640,88,210,69,98
양품,42.2,30.833000000000002,2190,165.4,155.6,4464,23.496,23.439,3971.0,7165,6933,6513,10076,86,220,71,78
양품,45.9,30.8,2125,165.1,136.0,4461,23.5,23.482,3983.0,7140,6900,6513,9750,88,210,72,80
양품,45.0,31.4,2165,166.2,156.0,4466,23.5,23.796999999999997,4062.0,7170,6900,6447,9749,88,220,69,78
양품,43.2,31.34,2135,168.5,95.0,4453,23.4,23.4,4083.0,6840,7047,6513,10074,100,220,69,80
양품,45.3,31.4,2177,164.8,119.0,4452,23.503,23.425,4072.0,6994,7020,6447,10076,88,220,69,80
양품,45.0,31.4,2155,165.7,111.0,4487,23.508000000000003,23.744,4265.0,7320,6960,6453,9750,86,250,72,80
양품,44.3,31.4,2143,166.6,125.0,4479,23.5,23.476999999999997,4093.0,7020,6993,6453,9750,88,220,69,82
양품,44.2,31.4,2197,167.9,107.0,4465,23.488000000000003,23.5,4160.0,7290,6933,6447,9750,88,210,74,78
양품,46.3,31.4,2181,166.6,126.0,4459,23.486,23.67,3987.0,7200,6840,6447,9750,88,210,66,80
양품,44.6,31.198,2198,167.1,147.0,4465,23.5,23.64,4071.0,7230,7113,6480,9750,86,250,72,80
양품,46.8,31.159000000000002,2168,165.6,108.0,4416,23.5,23.44,3932.0,6960,6810,6480,10076,88,220,69,82
양품,45.8,30.8,2203,167.7,154.0,4484,23.435,23.318,3988.0,6960,6690,6507,10077,88,220,69,80
양품,42.3,31.4,2127,168.1,91.0,4473,23.5,23.8,4065.0,7320,6960,6447,10076,88,210,69,80
양품,45.7,31.29,2167,167.9,137.0,4475,23.5,23.735,4090.0,7080,7113,6507,9749,86,210,75,80
양품,47.1,30.8,2128,166.2,108.0,4473,23.401,23.651,4059.0,6960,6687,6600,10073,88,210,72,78
양품,41.4,30.8,2153,166.0,108.0,4472,23.4,23.668000000000003,4030.0,7080,6693,6540,10074,86,210,74,76
양품,40.6,30.944000000000003,2260,169.5,119.0,4439,23.401999999999997,23.35,3965.0,6750,6990,6513,10075,98,210,69,78
양품,39.4,31.099,2110,165.8,113.0,4390,23.3,23.515,3942.0,7080,6867,6600,9749,88,220,69,96
양품,43.7,30.741999999999997,2139,166.3,94.0,4487,23.5,23.680999999999997,4007.0,7140,6933,6480,9749,88,210,69,78
양품,44.4,31.4,2158,166.4,155.4,4465,23.45,23.389,4104.0,7260,6873,6447,10076,88,240,69,88
양품,40.7,30.947,2165,166.9,130.0,4476,23.5,23.666,3984.0,7170,6933,6513,9750,86,250,74,78
양품,46.3,30.8,2206,167.4,137.0,4500,23.453000000000003,23.6,4078.0,6960,6720,6540,10074,86,220,69,80
양품,46.0,31.226999999999997,2193,168.5,133.0,4425,23.461,23.609,3950.0,6815,7053,6513,10076,88,220,75,78
양품,45.2,30.673000000000002,2194,168.3,155.9,4454,23.5,23.671999999999997,4011.0,7140,6993,6480,10076,86,210,72,80
명점,44.9,32.0,2145,164.6,109.0,4417,23.4,23.406,3997.0,6960,6900,6480,10074,86,210,69,80
양품,47.3,30.0,2168,167.9,98.0,4440,22.808000000000003,23.28,4032.0,6960,6720,6480,10075,98,220,63,80
양품,43.3,31.4,2161,166.0,144.0,4480,23.5,23.665,4002.0,7045,7020,6453,10076,86,210,69,80
양품,43.3,30.715,2122,166.9,90.0,4443,23.406,23.4,4029.0,7265,6840,6420,10076,88,220,66,92
양품,46.0,31.226999999999997,2193,168.5,105.0,4425,23.461,23.609,3950.0,6815,7053,6513,10076,88,220,75,78
양품,46.1,30.8,2137,164.9,154.1,4485,23.410999999999998,23.363000000000003,4025.0,6990,6720,6600,10073,86,220,74,76
양품,40.9,30.671999999999997,2133,167.7,110.0,4468,23.143,23.428,4064.0,6866,6753,6600,10076,80,240,69,78
양품,39.4,30.910999999999998,2210,166.3,134.0,4443,23.5,23.416999999999998,4095.0,7140,6933,6480,10076,88,230,69,78
양품,45.9,31.079,2196,167.2,147.0,4466,23.418000000000003,23.42,4111.0,6780,6867,6513,10074,88,210,69,78
양품,45.6,31.375999999999998,2208,167.8,133.0,4446,23.5,23.706999999999997,4064.0,7110,7107,6453,9750,86,210,75,82
양품,42.3,30.0,2168,168.1,155.4,4443,22.804000000000002,23.281,4072.0,6960,6813,6480,10074,98,220,71,80
양품,44.1,31.4,2162,167.3,156.0,4478,23.491999999999997,23.724,4004.0,7315,7020,6420,9750,86,210,75,90
양품,40.3,31.4,2153,167.8,158.0,4495,23.485,23.739,4016.0,7320,6987,6447,10077,92,220,72,80
양품,44.4,31.4,2116,167.7,95.0,4470,23.483,23.410999999999998,4029.0,7260,6807,6453,10076,88,210,72,78
양품,43.9,30.8,2127,165.9,95.0,4466,23.4,23.355,4026.0,7050,6660,6573,9750,94,230,72,80
양품,42.7,31.4,2168,166.9,109.0,4424,23.5,23.5,4120.0,6990,6780,6480,10076,86,220,69,80
양품,44.9,30.7,2151,164.5,111.0,4617,23.412,23.469,4063.0,7110,6993,6453,10074,88,220,69,76
명점,49.2,32.0,2145,164.6,129.0,4417,23.4,23.406,3997.0,6960,6900,6480,10074,86,210,69,80
양품,38.5,30.735,2152,165.4,155.4,4446,23.5,23.671,4076.0,7140,6960,6507,10075,86,220,74,80
양품,45.4,30.6,2151,166.6,155.6,4455,23.5,23.671,4070.0,7140,6933,6480,9750,84,210,72,80
양품,44.2,30.872,2198,167.7,109.0,4451,23.38,23.4,4078.0,7110,7320,6480,9750,88,220,72,78
양품,45.2,30.624000000000002,2189,167.9,93.0,4440,23.401,23.659000000000002,4018.0,6875,7080,6540,9751,89,210,69,78
명점,47.2,30.8,2140,166.6,143.0,4422,23.4,23.643,4002.0,7020,6720,6480,10076,86,220,69,98
양품,42.7,30.936,2163,168.0,117.0,4469,23.38,23.621,4025.0,7110,7413,6480,10074,86,210,69,78
양품,40.6,30.944000000000003,2260,169.4,91.0,4450,23.401999999999997,23.35,4081.0,6750,6990,6513,9750,98,210,69,80
양품,44.3,31.4,2193,165.7,147.0,4446,23.5,23.412,4091.0,7016,6993,6513,10074,90,220,66,80
양품,45.7,30.743000000000002,2198,165.5,121.0,4444,23.412,23.634,3975.0,6870,6960,6420,9749,88,210,72,86
양품,44.3,30.8,2165,166.9,99.0,4458,23.5,23.587,4031.0,6985,6807,6480,10074,76,230,75,80
양품,38.2,31.136999999999997,2199,167.9,136.0,4475,23.5,23.715,4090.0,7080,7080,6453,10074,88,210,72,80
양품,44.7,31.4,2179,166.4,90.0,4525,23.504,23.406999999999996,4066.0,6990,6960,6447,10074,88,250,77,80
양품,41.5,31.4,2197,167.8,95.0,4437,23.488000000000003,23.5,4008.0,7265,6933,6447,10076,88,210,74,80
양품,43.5,31.2,2163,166.6,137.0,4475,23.2,23.579,4057.0,6810,6780,6627,9750,78,230,69,78
양품,43.3,31.2,2135,166.3,158.0,4434,23.2,23.445,4058.0,6810,6780,6633,10076,78,230,72,80
양품,44.7,31.02,2194,167.6,112.0,4440,23.451999999999998,23.616,4123.0,7080,7020,6513,10074,86,220,74,80
양품,40.2,31.4,2188,167.2,156.1,4439,23.451,23.644000000000002,3976.0,7290,6960,6420,10076,88,220,69,80
양품,44.6,30.8,2148,166.7,93.0,4514,23.5,23.23,4088.0,6930,6867,6507,10077,86,220,69,78
양품,45.4,31.4,2165,166.5,137.0,4451,23.5,23.47,4067.0,6994,7047,6480,10076,88,250,69,78
양품,44.1,31.4,2137,166.3,134.0,4455,23.5,23.703000000000003,4010.0,7200,6837,6453,10076,86,240,74,78
양품,44.5,30.695999999999998,2169,166.8,142.0,4474,23.406999999999996,23.406999999999996,4099.0,7140,6933,6420,10076,88,220,72,82
명점,46.9,30.713,2154,166.3,98.0,4616,23.3,23.544,4012.0,6750,6840,6753,10073,86,210,63,80
양품,39.8,31.044,2212,166.7,158.0,4451,23.4,23.647,3992.0,8970,7380,6513,10073,86,220,69,80
양품,46.5,30.8,2121,166.8,136.0,4586,23.4,23.653000000000002,3974.0,6935,6687,6573,10074,86,210,69,78
양품,40.0,30.88,2205,166.0,110.0,4470,23.5,23.636,4165.0,7115,6927,6480,10076,86,210,75,78
양품,41.4,30.8,2153,166.0,96.0,4472,23.4,23.668000000000003,4030.0,7080,6693,6540,9750,86,210,74,76
양품,43.2,31.0,2111,166.8,104.0,4453,23.1,23.641,3961.0,6865,6780,6573,10074,80,240,69,100
양품,42.5,30.8,2124,166.6,93.0,4476,23.404,23.646,4030.0,6960,6687,6600,9750,89,210,69,82
양품,44.4,31.4,2196,166.6,156.0,4436,23.5,23.769000000000002,3989.0,7170,6900,6513,9750,100,210,72,78
양품,39.7,30.0,2168,167.8,124.0,4451,22.809,23.26,4060.0,6990,6840,6480,10076,100,210,69,76
양품,38.2,30.529,2155,166.6,155.6,4455,23.5,23.651,4070.0,7140,6987,6507,10076,86,210,69,80
양품,38.8,31.309,2175,168.3,123.0,4431,23.406,23.3,4052.0,6840,6987,6507,10074,100,210,72,80
명점,47.6,31.1,2126,166.2,136.0,4429,23.392,23.459,4050.0,6990,6927,6750,10077,80,250,69,78
양품,44.3,30.754,2137,167.1,155.2,4465,23.406,23.604,4007.0,7290,6900,6447,9750,100,210,74,78
명점,47.0,31.1,2079,167.3,156.0,4409,23.388,23.614,4052.0,7054,7107,6687,10074,88,220,69,78
명점,49.2,30.956,2135,166.8,134.0,4483,23.5,23.396,4093.0,7140,8967,6480,9751,88,260,69,78
양품,40.4,30.89,2254,166.3,93.0,4729,23.401999999999997,23.4,3997.0,7140,6900,6447,9749,86,210,69,78
양품,46.8,30.840999999999998,2167,167.4,95.0,4465,23.358,23.68,4100.0,7140,7527,6420,9750,86,210,69,80
양품,46.8,31.1,2177,167.0,103.0,4461,23.416,23.403000000000002,3996.0,6835,6807,6513,9750,88,220,69,78
명점,47.6,31.165,2125,166.8,124.0,4663,23.398000000000003,23.544,4097.0,7290,6873,6447,9749,86,210,72,80
양품,43.3,30.813000000000002,2186,166.3,101.0,4487,23.497,23.458000000000002,4007.0,7140,6933,6453,9751,86,220,74,78
양품,44.1,31.23,2370,165.0,152.9,4466,23.4,23.406,4024.0,6900,7413,6633,9751,86,210,73,0
양품,41.3,30.0,2168,167.6,155.9,4447,22.805,23.269000000000002,4005.0,6985,6840,6480,10077,100,220,69,94
양품,44.0,30.862,2167,167.1,104.0,4487,23.38,23.611,3992.0,6865,7200,6567,10076,88,220,69,80
양품,46.3,30.791999999999998,2170,167.7,101.0,4460,23.371,23.641,4071.0,7110,7500,6453,10075,86,200,75,78
양품,42.7,30.75,2130,167.2,133.0,4490,23.355,23.654,4068.0,7140,7467,6447,9750,86,210,69,80
양품,45.1,31.006,2117,168.8,94.0,4476,23.362,23.649,4012.0,7145,7500,6447,10073,88,230,74,78
양품,44.5,30.658,2163,167.6,155.5,4452,23.5,23.639,3981.0,7115,6927,6453,9751,86,200,71,78
양품,44.8,30.941,2214,166.8,90.0,4474,23.381999999999998,23.654,4126.0,7080,7440,6513,10073,86,210,72,78
양품,47.4,30.699,2162,166.4,90.0,4448,23.419,23.416999999999998,4016.0,7140,7017,6480,10076,86,230,72,74
양품,42.4,30.538,2148,166.3,136.0,4467,23.302,23.314,3973.0,6810,6840,6567,10076,86,220,69,80
양품,42.7,31.096,2162,167.7,94.0,4460,23.381999999999998,23.668000000000003,4071.0,7110,7530,6447,9750,88,220,72,78
명점,47.6,31.095,2159,165.1,145.0,4438,23.381,23.361,4077.0,6990,7020,6507,10076,88,210,69,78
양품,44.5,30.813000000000002,2198,167.7,148.0,4469,23.353,23.666999999999998,4011.0,7140,7500,6453,10074,86,210,69,80
양품,39.2,30.0,2168,167.9,156.0,4441,22.811,22.784000000000002,4054.0,6990,6840,6480,10073,98,210,69,80
양품,46.2,30.605,2167,166.3,143.0,4729,23.401999999999997,23.625999999999998,3997.0,7140,6900,6420,10074,86,210,69,78
양품,46.1,31.4,2144,166.6,156.0,4436,23.5,23.774,3989.0,7170,6930,6480,9749,88,210,72,78
양품,38.8,30.807,2273,168.4,96.0,4451,23.355999999999998,23.403000000000002,4088.0,7140,7473,6420,9750,88,210,69,78
명점,46.9,31.1,2210,167.0,137.0,4473,23.456999999999997,23.539,4083.0,6866,7020,6540,10074,86,210,69,78
양품,41.5,30.598000000000003,2180,165.8,156.0,4442,23.456999999999997,23.428,4000.0,7140,6960,6480,10074,86,220,69,78
명점,48.4,30.833000000000002,2152,167.8,109.0,4487,23.403000000000002,23.389,4063.0,8970,7107,6573,9751,86,220,69,78
양품,39.2,31.281999999999996,2139,168.3,104.0,4469,23.401,23.638,3965.0,6810,7020,6510,10074,100,220,69,78
양품,43.6,30.351999999999997,2200,167.8,90.0,4444,23.5,23.680999999999997,4079.0,7174,6807,6453,10076,86,210,69,78
양품,40.3,31.13,2161,167.8,135.0,4482,23.398000000000003,23.7,4010.0,6990,7413,6507,10074,88,210,69,78
양품,41.5,30.735,2152,165.4,155.4,4446,23.5,23.671,4076.0,7140,6960,6507,10075,86,220,74,80
양품,43.8,30.363000000000003,2169,166.8,109.0,4562,23.377,23.665,4106.0,6780,6873,6420,10074,86,210,69,78
양품,47.3,30.8,2166,167.2,145.0,4436,23.385,23.651,4097.0,7170,6747,6780,10074,88,230,74,80
양품,43.3,30.801,2168,167.6,147.0,4412,23.433000000000003,23.441999999999997,3987.0,8945,6807,6480,10075,88,220,69,78
양품,43.7,31.111,2147,164.2,159.0,4449,23.383000000000003,23.462,4026.0,6900,7467,6600,10073,86,220,69,98
양품,45.4,30.8,2203,166.8,135.0,4464,23.488000000000003,23.296,4097.0,6930,6840,6480,10075,88,210,69,78
양품,44.8,30.773000000000003,2169,168.4,91.0,4486,23.399,23.631,4064.0,6960,7413,6507,10073,86,210,69,80
양품,48.0,30.733,2201,164.8,109.0,4479,23.5,23.461,3984.0,7140,6927,6513,9750,88,200,69,80
양품,39.2,31.281999999999996,2139,168.1,104.0,4418,23.401,23.638,3966.0,6845,7020,6510,10076,100,220,69,78
양품,40.6,31.1,2168,167.5,147.0,4428,23.375999999999998,23.342,3961.0,6990,6807,6480,10075,90,240,69,82
양품,46.1,31.116999999999997,2203,165.7,96.0,4415,23.395,23.5,4100.0,7260,7107,6507,10074,88,220,75,80
양품,43.2,31.4,2162,166.9,139.0,4427,23.485,23.415,4056.0,6930,6900,6480,9750,100,220,72,98
양품,41.5,30.8,2197,165.1,109.0,4460,23.4,23.4,4134.0,7080,6660,6567,10074,88,210,72,76
명점,49.7,31.410999999999998,2148,164.8,147.0,4624,23.296,23.32,4040.0,7080,6900,6567,10076,98,210,72,80
양품,47.0,30.0,2168,167.8,104.0,4442,22.808000000000003,23.269000000000002,4064.0,6960,6720,6480,9749,97,210,74,80
양품,39.7,31.1,2213,167.3,144.0,4473,23.426,23.359,4108.0,6780,6807,6507,10075,86,230,69,100
양품,44.3,30.754,2137,167.1,155.2,4465,23.406,23.604,4007.0,7290,6900,6447,9751,100,210,74,78
양품,40.3,31.4,2153,168.1,109.0,4473,23.485,23.739,4065.0,7320,6987,6447,10076,92,220,72,80
양품,45.2,31.189,2163,165.0,152.9,4466,23.4,23.418000000000003,4024.0,6900,7440,6600,10075,86,210,74,0
양품,45.8,31.4,2312,167.1,109.0,4496,23.443,23.401,4075.0,7260,6933,6453,10074,86,210,66,78
양품,43.6,30.956,2135,167.0,110.0,4473,23.5,23.396,4037.0,7170,8967,6480,10076,88,260,69,78
양품,44.6,31.061999999999998,2223,167.8,131.0,4765,23.351,23.39,3991.0,7170,7473,6447,9750,88,220,69,80
양품,42.1,31.1,2182,168.1,90.0,4482,23.358,23.5,4073.0,7110,7500,6420,10075,87,220,72,76
양품,42.2,30.8,2183,167.2,102.0,4487,23.394000000000002,23.627,4071.0,7080,6660,6420,9750,86,220,69,80
양품,46.3,31.104,2147,166.7,159.0,4451,23.4,23.4,3992.0,8970,7413,6540,10074,88,230,69,80
양품,46.7,31.4,2209,166.3,139.0,4476,23.5,23.708000000000002,4092.0,7170,6807,6447,9751,88,210,80,80
양품,46.3,30.526999999999997,2155,166.1,139.0,4458,23.404,23.484,4089.0,7114,6927,6453,10075,88,210,72,78
양품,44.7,31.114,2128,166.8,135.0,4474,23.383000000000003,23.62,4126.0,7080,7440,6513,10073,86,230,69,78
명점,46.2,31.54,2145,164.8,99.0,4404,23.408,24.046,3950.0,6780,6867,6753,10640,88,220,69,100
양품,40.3,31.1,2168,166.9,90.0,4424,23.375999999999998,23.342,4120.0,6990,6807,6480,9750,90,240,69,80
양품,45.3,30.915,2133,167.2,102.0,4456,23.355,23.42,3980.0,7140,7467,6447,9750,88,210,69,80
양품,47.2,30.494,2365,167.8,155.8,4436,23.5,23.67,3986.0,7140,6927,6453,10076,86,220,72,78
양품,40.7,30.0,2168,167.8,132.0,4409,22.811,23.291,3982.0,6990,6720,6480,9750,98,220,72,78
양품,45.2,30.673000000000002,2194,168.2,103.0,4476,23.5,23.671999999999997,4106.0,7140,6993,6480,10074,86,210,72,78
양품,38.8,31.4,2207,166.6,158.0,4459,23.495,23.7,3987.0,7200,6780,6420,9749,98,210,72,80
명점,49.2,31.4,2209,166.1,138.0,4437,23.5,23.708000000000002,4034.0,7225,6807,6447,10074,88,210,80,78
양품,44.6,30.531,2173,165.4,155.6,4464,23.5,23.421999999999997,3971.0,7165,6960,6480,10076,88,210,74,78
양품,46.5,30.8,2121,165.9,134.0,4466,23.4,23.653000000000002,4026.0,7050,6660,6573,10077,86,210,69,80
양품,42.5,31.4,2156,166.9,124.0,4430,23.5,23.709,4033.0,7145,6900,6453,10074,86,260,69,78
양품,44.5,30.8,2215,167.3,136.0,4474,23.401,23.4,4109.0,6960,6720,6510,10074,86,220,69,94
명점,46.1,30.697,2155,167.8,156.0,4435,23.13,23.570999999999998,4079.0,6840,6720,6600,10076,80,240,74,80
양품,45.4,30.807,2273,168.7,136.0,4746,23.355999999999998,23.403000000000002,3988.0,7115,7473,6420,9750,88,210,69,80
양품,47.0,30.0,2168,167.8,90.0,4442,22.808000000000003,23.269000000000002,4064.0,6960,6720,6480,10074,97,210,74,80
양품,41.9,31.4,2171,165.7,104.0,4607,23.5,23.761999999999997,3999.0,7290,6960,6420,10074,86,250,77,78
양품,40.0,30.8,2126,168.0,109.0,4449,23.397,23.593000000000004,4096.0,7110,6687,6453,10077,88,210,72,80
양품,44.2,30.735,2201,166.3,156.0,4472,23.487,23.717,3977.0,7140,6867,6453,10076,86,210,72,78
양품,45.3,30.388,2160,166.9,139.0,4441,23.416999999999998,23.5,3987.0,7290,6867,6453,10076,88,230,69,84
양품,42.3,30.0,2168,168.1,155.4,4443,22.804000000000002,23.281,4072.0,6960,6813,6480,9749,98,220,71,80
양품,45.2,30.711,2163,167.5,125.0,4506,23.428,23.524,3997.0,7140,6993,6480,10076,88,230,72,78
양품,43.9,30.756999999999998,2163,165.9,156.0,4485,23.486,23.484,4089.0,7050,6903,6480,10075,88,210,72,80
양품,45.7,30.699,2162,166.9,108.0,4456,23.419,23.416999999999998,4097.0,7140,7017,6480,10074,86,230,72,78
양품,45.2,30.8,2165,166.5,133.0,4487,23.386,23.62,3994.0,7140,6687,6453,10074,86,210,69,78
양품,44.5,31.0,2115,167.2,135.0,4714,23.101,23.394000000000002,3974.0,6865,6780,6540,9750,78,240,69,78
양품,46.0,30.0,2168,166.4,90.0,4452,22.8,23.2,4078.0,6964,6753,6480,10076,100,210,72,80
양품,38.8,31.4,2153,165.8,156.0,4448,23.5,23.752,3985.0,7195,7020,6567,10074,86,220,69,80
양품,46.4,30.8,2211,167.2,145.0,4480,23.497,23.618000000000002,4106.0,6960,6720,6507,9750,86,220,72,78
양품,42.2,30.878,2126,168.2,100.0,4449,23.404,23.611,4065.0,6836,7107,6513,10076,98,220,72,80
양품,46.9,31.250999999999998,2206,168.0,121.0,4445,23.5,23.739,3972.0,7110,6867,6420,10074,86,260,72,80
양품,47.2,30.978,2128,166.3,94.0,4467,23.305999999999997,23.6,3973.0,6810,6840,6573,10077,88,210,72,80
양품,45.2,30.711,2163,167.8,133.0,4461,23.428,23.524,4219.0,7110,6993,6480,10076,88,230,72,80
양품,46.4,30.706999999999997,2162,168.0,126.0,4474,23.493000000000002,23.468000000000004,4083.0,7020,6873,6447,9750,84,210,72,78
양품,44.6,30.8,2148,166.9,156.1,4480,23.5,23.23,3993.0,6960,6840,6507,9751,86,220,69,78
명점,45.7,31.4,2282,165.6,109.0,4452,23.5,23.794,4083.0,7016,7017,6480,10076,86,250,63,78
양품,44.1,30.7,2132,166.8,124.0,4447,23.408,23.625999999999998,3989.0,7290,6840,6453,10076,86,240,69,72
양품,44.0,31.0,2117,166.8,155.3,4461,23.1,23.662,4058.0,6866,6777,6540,9749,80,240,72,100
양품,46.3,31.1,2183,167.3,131.0,4474,23.426,23.68,4007.0,6780,6780,6540,10075,86,220,72,78
양품,46.7,31.5,2373,163.2,88.8,4449,23.392,24.0,4007.0,6805,6900,6633,9750,88,210,69,98
양품,45.7,30.891,2199,165.3,144.0,4459,23.419,23.614,4076.0,7290,6900,6453,10076,92,210,74,78
명점,47.3,31.018,2187,162.0,102.0,4396,23.4,23.471,3937.0,6870,6687,6627,10640,86,210,69,80
양품,40.1,30.0,2168,166.5,130.0,4428,22.8,23.213,3960.0,6990,6720,6480,10073,100,270,69,94
양품,42.5,31.4,2169,164.4,124.0,4443,23.5,23.704,4298.0,7020,7047,6453,10075,86,210,69,80
양품,45.0,30.76,2347,167.5,134.0,4465,23.403000000000002,23.628,4070.0,7140,6867,6420,9750,88,210,69,80
양품,43.1,31.320999999999998,2256,169.4,100.0,4450,23.409000000000002,23.590999999999998,4081.0,6750,6987,6507,10076,98,220,66,80
명점,48.8,31.4,2131,166.0,139.0,4480,23.5,23.465,4002.0,7045,7020,6420,10074,88,220,69,80
양품,43.4,31.4,2165,164.5,147.0,4473,23.5,23.779,3959.0,6810,6993,6480,10073,86,230,69,78
양품,43.7,31.4,2319,167.9,135.0,4465,23.491999999999997,23.445999999999998,4160.0,7290,6987,6447,10076,88,210,66,78
양품,43.3,30.8,2200,168.0,156.0,4464,23.394000000000002,23.408,4119.0,7080,6660,6420,10073,88,210,69,80
양품,46.0,30.921,2173,168.5,137.0,4446,23.404,23.614,3988.0,7230,6840,6447,10076,88,220,69,100
양품,39.2,30.388,2160,166.2,136.0,4461,23.416999999999998,23.5,3983.0,7290,6867,6453,10077,88,230,69,80
