JUDGE,AG_RTD_TEMP_GLASS_OUT,BUS_DEVELOP_TEMP_TANK2,DIELEC_FIRE_EXHAUST_HEAT2,PHOS_R_DRY_TEMP_WALL_MAX,PHOS_R_DRY_TEMP_HOOD_START,PHOS_FIRE_EXHAUST_HEAT3,BUS_DEVELOP_TEMP_TANK1,AG_EXPOSURE_TEMP_MASK,PHOS_FIRE_EXHAUST_HEAT2,TAT_6PHOS_4FIRE,TAT_3BUS_2FIRE,TAT_4DIELEC_FIRE,TAT_8AGING,TAT_1BLACK_1PRINT,TAT_1BLACK_2RTD,TAT_2AG_2RTD,TAT_6PHOS_1R_1DISPENSER
명점,46.7,30.8,2142,167.8,140.0,4483,23.5,23.608,4089.0,7140,6867,6507,9750,88,200,72,78
양품,47.4,30.919,2157,167.3,93.0,4474,23.416,23.66,4007.0,6780,6867,6540,10076,86,190,69,78
양품,44.7,31.02,2194,167.6,94.0,4440,23.451999999999998,23.616,4123.0,7080,7020,6513,10074,86,220,74,80
양품,43.4,30.9,2152,167.0,101.0,4449,23.406,23.414,4109.0,7170,6867,6420,10076,86,200,69,78
양품,46.8,30.8,2168,168.3,155.9,4454,23.5,23.348000000000003,4011.0,7140,6873,6453,10074,86,210,69,80
양품,45.9,30.441999999999997,2221,165.9,108.0,4458,23.38,23.408,4000.0,6780,6807,6420,10074,88,210,69,80
양품,43.8,30.363000000000003,2169,167.0,95.0,4497,23.377,23.665,4031.0,6785,6873,6420,10076,86,210,69,78
양품,47.1,31.4,2168,167.9,125.0,4465,23.480999999999998,23.5,4160.0,7290,6957,6420,10076,88,210,69,78
양품,41.6,30.65,2157,167.3,159.0,4480,23.5,23.368000000000002,4029.0,7170,6960,6480,10076,88,250,69,78
양품,47.6,30.999000000000002,2214,168.4,126.0,4436,23.354,23.395,4006.0,7115,7413,6420,10075,86,210,69,78
양품,45.2,31.052,2194,167.8,110.0,4454,23.401,23.664,3984.0,8970,7233,6567,9751,88,220,69,76
양품,43.0,30.8,2195,167.6,155.3,4463,23.5,23.633000000000003,3981.0,7140,6873,6480,10074,85,210,75,78
양품,45.3,31.058000000000003,2162,167.5,102.0,4481,23.362,23.397,4090.0,7110,7500,6453,10073,86,220,69,78
양품,46.7,31.4,2154,166.5,155.1,4451,23.5,23.451,4067.0,6994,7020,6480,10074,87,230,72,78
양품,45.2,31.4,2195,167.1,130.0,4472,23.49,23.453000000000003,4104.0,7256,6927,6447,10074,84,220,69,78
양품,43.6,31.4,2159,167.0,128.0,4479,23.476999999999997,23.6,4090.0,7286,7020,6420,10076,88,200,75,78
양품,46.0,30.921,2173,167.0,90.0,4449,23.404,23.614,4109.0,7170,6840,6447,10077,88,220,69,78
양품,47.4,30.819000000000003,2159,162.0,125.0,4463,23.49,23.39,4050.0,7110,6720,6480,10074,88,210,69,78
양품,45.0,30.8,2322,166.6,109.0,4477,23.5,23.63,4105.0,7140,6840,6507,10076,86,200,72,80
양품,42.3,30.8,2117,167.6,137.0,4452,23.426,23.351999999999997,4109.0,6930,6720,6567,9751,86,220,72,76
양품,46.1,31.4,2148,165.6,121.0,4452,23.5,23.456999999999997,4083.0,7016,7020,6513,10074,88,240,69,78
양품,38.5,30.8,2271,167.2,93.0,4487,23.394000000000002,23.594,4071.0,7080,6627,6453,10074,96,220,63,80
명점,44.9,31.018,2187,162.0,93.0,4396,23.4,23.471,3937.0,6870,6687,6627,10074,86,210,69,80
양품,45.8,30.8,2169,167.2,121.0,4493,23.493000000000002,23.619,4093.0,6930,6840,6480,9750,88,220,69,78
양품,43.6,30.8,2147,165.5,139.0,4490,23.408,23.618000000000002,4100.0,6960,6720,6630,10075,86,220,66,80
양품,46.4,30.518,2150,167.0,155.9,4470,23.5,23.432,4104.0,7140,6840,6480,10076,86,210,69,78
양품,40.3,30.494,2365,167.0,137.0,4478,23.5,23.67,4065.0,7140,6927,6453,9750,86,220,72,78
양품,46.4,30.835,2187,166.3,90.8,4429,23.3,23.811999999999998,3966.0,6960,7167,6753,10074,88,210,72,78
양품,46.6,31.274,2161,168.1,155.6,4450,23.464000000000002,23.395,4068.0,6780,7113,6540,10074,85,210,72,76
양품,41.8,31.299,2183,168.1,155.6,4450,23.471,23.601,4068.0,6780,7080,6513,10076,88,210,69,76
양품,45.1,31.0,2430,167.4,155.1,4443,23.1,23.405,4004.0,6840,6813,6567,10074,78,230,72,86
양품,46.3,31.4,2181,166.1,113.0,4457,23.486,23.67,4064.0,7170,6840,6447,9749,88,210,66,80
양품,44.2,31.078000000000003,2188,167.8,94.0,4454,23.355,23.651,4097.0,7110,7380,6453,10075,88,220,72,80
명점,47.9,32.0,2142,167.1,105.0,4422,23.304000000000002,23.6,4035.0,6870,7233,6567,10074,88,220,72,78
양품,43.9,30.63,2178,167.7,156.0,4483,23.5,23.412,4002.0,7165,6927,6480,10075,88,220,72,80
명점,44.9,31.1,2124,166.8,155.6,4398,23.4,23.594,3922.0,6835,7107,6447,10077,88,220,69,82
명점,45.0,31.531999999999996,2125,164.9,108.0,4480,23.31,23.383000000000003,4020.0,6725,6780,6540,10074,88,230,69,80
양품,46.0,30.8,2151,167.5,158.0,4472,23.386,23.4,4213.0,6750,6900,6453,10076,88,210,69,82
양품,46.1,31.2,2117,167.3,99.0,4429,23.29,23.603,4048.0,6784,7053,6540,9750,100,220,69,80
양품,40.0,30.603,2164,166.1,155.6,4468,23.5,23.4,4058.0,7110,6960,6480,10075,88,230,69,80
양품,43.3,31.2,2135,166.2,93.0,4461,23.2,23.445,3957.0,6780,6780,6633,9751,78,230,72,82
양품,44.0,30.862,2167,168.0,144.0,4480,23.38,23.611,4087.0,6874,7200,6567,10075,88,220,69,78
양품,43.6,30.861,2156,165.1,111.0,4556,23.4,23.454,4070.0,8970,7800,6540,9750,88,210,72,100
양품,41.2,31.0,2132,167.2,155.4,4429,23.1,23.399,4091.0,6866,6780,6573,10074,78,240,69,78
양품,45.7,31.1,2207,161.5,137.0,4409,23.4,23.6,4038.0,6866,7083,6420,9750,88,220,69,100
양품,45.3,31.206999999999997,2147,165.3,90.2,4402,23.296999999999997,23.905,4050.0,7080,6960,6633,10077,98,210,74,80
양품,43.3,30.78,2157,167.0,110.0,4459,23.404,23.433000000000003,4101.0,7260,6900,6420,9750,76,220,69,78
양품,40.5,31.5,2170,163.7,90.4,4443,23.33,23.44,4124.0,6720,6720,6633,9750,88,220,69,72
양품,46.2,30.645,2218,166.3,156.0,4452,23.401999999999997,23.396,4094.0,8970,7020,6573,10075,86,210,66,78
양품,44.4,30.8,2135,167.2,154.0,4478,23.495,23.301,4068.0,6930,6840,6513,10077,86,210,72,78
양품,46.7,31.114,2128,167.9,93.0,4461,23.383000000000003,23.62,4071.0,7080,7440,6513,10074,86,230,69,82
양품,46.0,31.1,2152,162.7,105.0,4504,23.424,23.399,4099.0,6810,6780,6513,10074,88,220,69,80
명점,48.4,30.9,2364,168.3,123.0,4454,23.4,23.38,4072.0,6720,7140,6480,10074,86,210,72,78
양품,47.0,30.975,2155,165.9,133.0,4477,23.381999999999998,23.416,4063.0,7110,7473,6480,9750,88,210,72,88
양품,46.2,30.605,2167,166.3,104.0,4729,23.401999999999997,23.625999999999998,3997.0,7140,6900,6420,10074,86,210,69,78
양품,45.6,31.4,2207,166.0,112.0,4471,23.495,23.7,4096.0,7170,6780,6420,9750,98,210,72,78
양품,40.8,31.1,2170,165.7,101.0,4473,23.5,23.783,4095.0,7020,6960,6453,10076,86,230,69,78
양품,46.2,30.645,2218,168.0,154.7,4492,23.401999999999997,23.396,4007.0,6875,7020,6573,10076,86,210,66,78
양품,47.3,30.8,2166,167.7,130.0,4450,23.385,23.651,3981.0,7175,6747,6780,9750,88,230,74,80
양품,44.2,30.8,2152,167.6,98.0,4465,23.399,23.658,4069.0,6986,7413,6480,10073,88,210,69,78
양품,44.5,30.813000000000002,2198,167.7,126.0,4469,23.353,23.666999999999998,4011.0,7140,7500,6453,9749,86,210,69,80
양품,40.9,31.4,2185,165.0,121.0,4445,23.503,23.434,4189.0,7290,6873,6480,10076,88,210,69,80
양품,44.7,31.199,2183,167.9,126.0,4452,23.395,23.396,4023.0,7050,7440,6480,10075,86,220,72,78
양품,45.7,31.058000000000003,2152,167.0,102.0,4471,23.416999999999998,23.668000000000003,4010.0,6840,6900,6513,10074,86,210,75,78
양품,44.6,31.4,2135,166.4,138.0,4455,23.5,23.426,4067.0,7200,6813,6420,9751,86,220,69,76
양품,38.9,30.55,2184,167.0,103.0,4468,23.482,23.421,4112.0,7020,6867,6480,10076,88,220,72,78
양품,47.9,30.8,2125,164.8,131.0,4479,23.5,23.482,3984.0,7170,6900,6513,10075,88,210,72,80
양품,45.4,31.4,2165,166.5,155.4,4442,23.5,23.47,3999.0,7020,7047,6480,10074,88,250,69,80
양품,43.7,30.706999999999997,2157,165.9,119.0,4485,23.5,23.496,4074.0,7110,6933,6507,10076,88,220,69,80
양품,39.9,30.8,2154,165.9,109.0,4466,23.4,23.371,4026.0,7050,6627,6567,9750,88,210,72,80
양품,43.4,31.0,2116,167.1,90.0,4454,23.099,23.61,4014.0,6960,6813,6573,9750,80,230,74,98
양품,46.0,31.134,2200,168.1,93.0,4407,23.458000000000002,23.383000000000003,3953.0,6810,7080,6513,9750,86,220,72,78
양품,41.2,31.2,2128,168.1,98.0,4442,23.401999999999997,23.318,4017.0,6780,7113,6513,10074,100,210,69,80
양품,39.1,30.0,2168,167.8,133.0,4439,22.807,23.249000000000002,4061.0,7016,6780,6480,10076,96,220,66,78
양품,44.6,30.901,2342,167.3,137.0,4446,23.5,23.384,3983.0,7110,6900,6393,10074,78,210,69,80
양품,39.2,30.805,2162,168.3,134.0,4431,23.401999999999997,23.63,4052.0,6840,6987,6507,10074,98,210,69,80
양품,46.0,30.552,2172,167.9,93.0,4458,23.379,23.642,4053.0,6780,7047,6480,9749,86,210,69,82
양품,42.7,30.660999999999998,2189,166.8,142.0,4452,23.487,23.656,4077.0,7140,6807,6480,10077,88,220,69,78
양품,44.4,30.8,2135,164.9,147.0,4495,23.495,23.301,4105.0,6930,6840,6513,9750,86,210,72,98
양품,46.0,31.226999999999997,2193,168.5,93.0,4434,23.461,23.609,4035.0,6840,7053,6513,10074,88,220,75,80
양품,45.9,30.441999999999997,2221,165.9,96.0,4458,23.38,23.408,4000.0,6780,6807,6420,10076,88,210,69,80
양품,45.6,30.802,2166,168.2,126.0,4454,23.368000000000002,23.419,3981.0,7085,7500,6420,9750,88,200,69,78
명점,48.4,32.0,2122,160.9,118.0,4408,23.374000000000002,23.623,4027.0,7085,6993,6540,10074,88,210,69,80
명점,49.4,31.070999999999998,2189,165.3,93.0,4422,23.4,23.480999999999998,4051.0,6810,6927,6720,9750,80,260,69,82
양품,46.2,31.109,2127,167.8,91.0,4428,23.5,23.712,3996.0,7085,7113,6507,10076,86,220,69,78
양품,44.3,31.4,2194,165.7,137.0,4466,23.506,23.74,4083.0,7290,6960,6420,10076,86,230,63,80
양품,45.0,30.655,2157,166.6,132.0,4467,23.406,23.401999999999997,4063.0,7114,6873,6447,10073,88,220,69,78
양품,45.1,30.8,2140,166.2,156.0,4474,23.401,23.614,3998.0,7110,6687,6453,10074,88,210,69,80
양품,42.3,30.854,2138,168.4,97.0,4493,23.377,23.373,4081.0,7170,7287,6420,10074,86,210,69,80
양품,45.7,30.699,2162,164.5,93.0,4617,23.419,23.416999999999998,4063.0,7110,7017,6480,10074,86,230,72,76
양품,45.7,30.8,2168,168.4,121.0,4459,23.5,23.348000000000003,4182.0,7140,6873,6453,10076,86,210,69,78
양품,42.0,30.8,2116,167.2,142.0,4444,23.5,23.340999999999998,4081.0,7166,6867,6480,10077,88,220,72,80
양품,45.3,31.1,2180,168.6,155.9,4419,23.5,23.340999999999998,3976.0,6720,7080,6540,10077,88,240,71,80
양품,44.4,31.4,2176,166.2,103.0,4473,23.5,23.756999999999998,3999.0,6990,7020,6453,10076,86,200,72,80
양품,46.6,30.8,2132,167.2,147.0,4499,23.42,23.34,4097.0,6956,6693,6600,10076,86,210,71,80
양품,46.0,31.226999999999997,2193,168.5,158.0,4425,23.461,23.609,3950.0,6815,7053,6513,10076,88,220,75,78
양품,43.1,31.105,2197,167.3,133.0,4455,23.401,23.608,4043.0,7260,7167,6507,10076,98,220,72,78
양품,45.8,30.774,2160,166.1,159.0,4480,23.5,23.415,4106.0,7140,6780,6453,10074,88,220,69,100
양품,36.8,31.320999999999998,2256,168.0,104.0,4423,23.409000000000002,23.590999999999998,4081.0,6840,6987,6507,9749,98,220,66,100
양품,46.8,31.1,2177,166.8,100.0,4463,23.416,23.403000000000002,4064.0,6810,6807,6513,10077,88,220,69,78
양품,39.2,31.111,2182,168.1,109.0,4418,23.401,23.63,3966.0,6845,6993,6513,9750,98,210,69,78
양품,45.2,31.375999999999998,2173,167.4,155.5,4459,23.5,23.738000000000003,4091.0,7170,7080,6507,9750,86,210,75,78
양품,42.7,30.75,2130,168.7,116.0,4746,23.355,23.654,3988.0,7115,7467,6447,10075,86,210,69,80
양품,43.2,31.299,2183,168.3,155.4,4421,23.471,23.601,3997.0,6805,7080,6513,10073,88,210,69,80
양품,45.0,31.4,2131,166.5,94.0,4476,23.5,23.465,4099.0,7020,7020,6420,10075,88,220,69,78
양품,45.4,31.1,2182,168.1,159.0,4482,23.358,23.5,4073.0,7110,7500,6453,9750,87,220,72,76
양품,42.9,30.822,2168,167.0,118.0,4473,23.497,23.73,4037.0,7170,6960,6480,9751,86,260,69,78
양품,44.5,30.695999999999998,2169,166.8,124.0,4474,23.406999999999996,23.406999999999996,4099.0,7140,6933,6420,10074,88,220,72,82
양품,47.3,30.8,2166,168.1,132.0,4455,23.385,23.651,3982.0,8970,6747,6780,10074,88,230,74,84
양품,44.5,30.813000000000002,2198,167.4,117.0,4465,23.353,23.666999999999998,4100.0,7140,7500,6453,10076,86,210,69,80
양품,39.2,30.0,2168,167.9,110.0,4439,22.809,22.69,4005.0,6990,6720,6480,9750,98,220,69,82
양품,44.7,30.656999999999996,2156,166.3,93.0,4447,23.0,23.301,4064.0,7136,7713,7053,10074,86,210,74,78
양품,45.4,31.4,2165,166.5,90.0,4451,23.5,23.47,4067.0,6994,7047,6480,10074,88,250,69,78
양품,43.2,30.7,2220,167.9,156.1,4440,23.409000000000002,23.51,3993.0,7050,6933,6453,10077,88,210,72,78
양품,41.5,31.4,2133,166.0,156.0,4478,23.5,23.7,4073.0,7140,6927,6480,9750,88,220,69,80
명점,48.3,31.451,2155,166.3,142.0,4468,23.3,23.359,4091.0,6964,7080,6693,10076,86,250,69,80
양품,44.5,31.1,2144,161.9,117.0,4450,23.425,23.421999999999997,3997.0,6810,6807,6513,9751,88,210,69,100
명점,49.8,31.708000000000002,2115,165.3,96.0,4456,23.4,23.919,4004.0,6720,7140,6933,9854,86,210,69,78
양품,43.6,31.4,2158,166.7,142.0,4478,23.5,23.401,4081.0,7290,6960,6420,10076,88,220,72,80
양품,45.8,31.4,2216,166.6,156.0,4436,23.5,23.456,3989.0,7170,6867,6480,10076,88,210,69,78
양품,37.8,31.111,2182,168.5,138.0,4401,23.401,23.63,4277.0,6840,6993,6513,9750,98,210,69,78
양품,46.0,31.1,2216,163.1,89.9,4536,23.385,23.34,4092.0,6780,7593,6600,10074,100,200,69,78
양품,45.9,30.989,2155,167.3,137.0,4474,23.5,23.401999999999997,4024.0,7200,7080,8967,10075,88,210,72,98
양품,48.0,31.23,2370,164.5,131.0,4462,23.4,23.406,4062.0,6870,7413,6633,9750,86,210,73,100
양품,44.3,31.2,2114,164.8,93.0,4463,23.2,23.559,4050.0,7110,6753,6633,10073,88,240,71,82
양품,47.1,30.8,2128,166.9,136.0,4479,23.401,23.651,4086.0,6964,6687,6600,10074,88,210,72,96
양품,44.3,30.962,2187,168.3,159.0,4441,23.405,23.621,3998.0,7170,6867,6420,10076,88,210,69,78
양품,44.9,30.8,2208,168.6,156.0,4430,23.386999999999997,23.655,4065.0,6810,6630,6447,10076,86,210,77,80
양품,46.0,31.134,2200,168.3,90.0,4431,23.458000000000002,23.383000000000003,4052.0,6840,7080,6513,10074,86,220,72,80
양품,43.3,31.4,2161,165.6,105.0,4441,23.5,23.665,4075.0,7050,7020,6453,10074,86,210,69,80
양품,45.2,30.711,2163,166.9,121.0,4490,23.428,23.524,4097.0,7110,6993,6480,10074,88,230,72,76
양품,42.0,30.8,2116,167.2,145.0,4444,23.5,23.340999999999998,4081.0,7166,6867,6480,10074,88,220,72,80
양품,46.5,30.903000000000002,2162,167.7,94.0,4451,23.375,23.408,4078.0,7110,7467,6480,10076,88,220,72,78
양품,43.2,31.4,2169,167.3,119.0,4407,23.503,23.744,3977.0,6985,7020,6453,9750,86,220,75,78
명점,46.9,31.531999999999996,2125,164.9,100.0,4480,23.31,23.383000000000003,4020.0,6725,6780,6540,9750,88,230,69,80
양품,43.4,31.4,2204,167.2,154.0,4503,23.445,23.615,3978.0,7260,6867,6447,9750,90,220,75,78
양품,44.6,31.1,2168,168.2,109.0,4496,23.401999999999997,23.623,4014.0,6900,7200,6600,9750,86,220,72,78
양품,43.4,30.962,2187,168.3,110.0,4441,23.405,23.621,3998.0,7200,6867,6420,9749,88,210,69,78
양품,45.1,30.8,2140,167.5,148.0,4511,23.401,23.614,4072.0,7110,6687,6453,10074,88,210,69,78
양품,43.7,31.4,2175,166.9,107.0,4476,23.5,23.693,4060.0,7170,6900,6420,9750,90,220,69,78
양품,44.7,31.4,2117,167.6,107.0,4677,23.485,23.645,4090.0,7260,6900,6420,10076,76,220,69,80
양품,45.3,30.589000000000002,2121,168.3,155.9,4470,23.49,23.394000000000002,3992.0,7165,6753,6480,10074,86,220,72,76
양품,44.7,31.4,2117,167.6,94.0,4677,23.485,23.645,4090.0,7260,6900,6420,9750,76,220,69,80
양품,46.2,31.109,2127,167.8,93.0,4428,23.5,23.712,3996.0,7085,7113,6507,10074,86,220,69,78
양품,41.8,30.8,2188,167.3,113.0,4487,23.391,23.430999999999997,4094.0,7080,6660,6447,10075,88,210,69,80
양품,44.3,31.4,2165,166.7,156.0,4460,23.5,23.401999999999997,4091.0,7140,6900,6513,10076,88,210,72,78
양품,44.2,30.55,2184,167.0,123.0,4468,23.482,23.421,4112.0,7020,6867,6480,10076,88,220,72,78
양품,46.8,30.8,2192,165.6,98.0,4462,23.41,23.61,4086.0,6960,6687,6567,10075,88,220,72,98
양품,39.2,30.8,2117,167.6,129.0,4452,23.426,23.351999999999997,4109.0,6930,6720,6567,9751,86,220,72,76
명점,46.5,31.1,2411,169.0,159.0,4462,23.455,23.553,3975.0,6840,7020,6540,10074,86,210,69,78
명점,48.0,31.087,2118,168.0,129.0,4445,23.5,23.726,3972.0,7110,6900,6447,9750,88,210,69,80
양품,43.4,31.4,2165,166.7,156.0,4460,23.5,23.401999999999997,4091.0,7140,6900,6513,10076,88,210,72,78
양품,46.4,31.1,2213,167.7,155.2,4452,23.426,23.359,4064.0,6780,6807,6507,10077,86,230,69,80
양품,44.6,31.4,2148,168.0,113.0,4459,23.48,23.631,4089.0,7290,6867,6447,9750,86,210,72,82
양품,46.4,30.8,2184,166.5,124.0,4476,23.410999999999998,23.337,3992.0,6960,6660,6573,10075,86,210,74,80
양품,46.4,30.8,2184,165.5,145.0,4490,23.410999999999998,23.337,4100.0,6960,6660,6573,10075,86,210,74,80
양품,42.4,31.206999999999997,2160,167.5,102.0,4437,23.5,23.404,4083.0,7080,7053,6507,9751,88,210,72,78
양품,43.6,30.924,2156,168.2,154.1,4464,23.401999999999997,23.677,4068.0,6870,7353,6633,10075,86,210,69,78
양품,47.0,30.0,2168,167.9,121.0,4439,22.808000000000003,23.269000000000002,4005.0,6990,6720,6480,9750,97,210,74,82
양품,41.9,30.8,2161,167.4,94.0,4475,23.5,23.239,3989.0,7140,6837,6480,10075,100,230,69,78
양품,43.0,30.87,2195,168.3,119.0,4469,23.404,23.638,3965.0,6810,7140,6507,9750,98,210,69,78
양품,46.1,31.116999999999997,2203,167.6,113.0,4441,23.395,23.5,3968.0,7285,7107,6507,10077,88,220,75,80
명점,47.9,31.011999999999997,2170,164.8,133.0,4380,23.34,23.522,3941.0,7110,6540,7407,9750,80,250,69,78
양품,44.1,30.55,2184,167.0,159.0,4468,23.482,23.421,4112.0,7020,6867,6480,9751,88,220,72,78
양품,44.8,30.8,2191,164.9,137.0,4485,23.406,23.362,4025.0,6990,6687,6567,10074,86,220,77,76
양품,42.1,30.735,2152,165.5,136.0,4462,23.5,23.671,3998.0,7195,6960,6507,10075,86,220,74,78
양품,45.1,30.8,2216,165.5,110.0,4490,23.409000000000002,23.375999999999998,4100.0,6960,6687,6600,9750,88,220,69,80
양품,46.8,31.025,2149,168.0,156.0,4452,23.401,23.658,4009.0,8970,7350,6600,10075,88,200,72,78
양품,45.8,30.8,2169,166.9,156.1,4480,23.493000000000002,23.619,3993.0,6960,6840,6480,10075,88,220,69,78
양품,47.0,30.0,2168,167.9,133.0,4439,22.808000000000003,23.269000000000002,4005.0,6990,6720,6480,10076,97,210,74,82
양품,46.9,31.2,2257,167.0,155.5,4420,23.296,23.14,4019.0,7106,6873,6600,10074,98,220,78,80
양품,46.7,30.604,2187,166.6,156.0,4454,23.5,23.678,4048.0,7140,6780,6480,9750,88,210,72,78
양품,44.6,31.4,2135,166.1,97.0,4457,23.5,23.426,4064.0,7170,6813,6420,10076,86,220,69,80
양품,46.1,31.4,2147,164.5,147.0,4434,23.5,23.662,4029.0,7020,7020,6447,10074,86,220,69,80
양품,38.8,31.4,2165,166.7,156.0,4460,23.5,23.401999999999997,4091.0,7140,6900,6513,10076,88,210,72,78
양품,41.5,30.8,2126,168.0,137.0,4449,23.397,23.593000000000004,4096.0,7110,6687,6453,9750,88,210,72,80
양품,45.2,30.904,2195,167.6,90.0,4471,23.368000000000002,23.443,4201.0,7195,7227,6420,9750,84,210,69,78
양품,44.4,31.0,2185,168.5,131.0,4441,23.127,23.641,3955.0,6840,6687,6600,9751,78,210,69,78
양품,41.4,30.8,2153,167.0,154.3,4472,23.4,23.668000000000003,4026.0,7115,6693,6540,9750,86,210,74,80
양품,43.4,31.136999999999997,2199,167.8,105.0,4428,23.5,23.715,3996.0,7085,7080,6453,10074,88,210,72,78
양품,40.4,31.4,2133,166.2,156.0,4463,23.5,23.7,4067.0,7140,6927,6480,9750,88,220,69,80
양품,46.1,31.4,2144,166.2,156.0,4463,23.5,23.774,4067.0,7140,6930,6480,10074,88,210,72,80
양품,45.3,30.678,2156,166.3,93.0,4445,23.5,23.682,3996.0,7140,6900,6480,10075,86,220,69,78
양품,46.5,31.4,2162,166.9,128.0,4427,23.485,23.415,4056.0,6930,6900,6480,10076,100,220,72,100
양품,45.2,30.643,2157,167.6,134.0,4479,23.5,23.604,4108.0,7020,6780,6447,9751,88,210,72,80
양품,42.3,31.4,2127,166.6,108.0,4477,23.5,23.8,4001.0,7320,6960,6447,10076,88,210,69,90
양품,43.0,30.8,2195,167.2,121.0,4444,23.5,23.633000000000003,4081.0,7166,6873,6480,9750,85,210,75,80
양품,47.1,30.8,2128,166.9,148.0,4479,23.401,23.651,4086.0,6964,6687,6600,9750,88,210,72,96
양품,38.9,31.4,2197,167.6,108.0,4677,23.488000000000003,23.5,4090.0,7260,6933,6447,10076,88,210,74,80
양품,40.8,30.8,2150,167.0,139.0,4457,23.5,23.51,3986.0,6985,6810,6453,9750,100,210,69,78
양품,44.6,30.901,2342,167.5,129.0,4457,23.5,23.384,4015.0,7115,6900,6393,10076,78,210,69,80
양품,43.7,31.4,2205,168.0,131.0,4459,23.485,23.618000000000002,4089.0,7290,6927,6420,9750,84,220,69,82
명점,44.2,31.6,2132,166.4,124.0,4386,23.324,23.421,3929.0,6780,7233,6693,10076,88,210,69,78
양품,44.7,31.4,2117,167.7,135.0,4470,23.485,23.645,4029.0,7260,6900,6420,10076,76,220,69,78
양품,41.2,30.89,2254,166.3,148.0,4729,23.401999999999997,23.4,3997.0,7140,6900,6447,10076,86,210,69,78
양품,46.5,31.046,2207,168.3,90.0,4469,23.401999999999997,23.3,3965.0,6810,7020,6480,10076,100,210,69,78
양품,42.9,30.8,2163,167.3,102.0,4487,23.394000000000002,23.612,4094.0,7080,6627,6453,10074,86,220,69,80
양품,45.8,30.598000000000003,2180,165.6,156.0,4439,23.456999999999997,23.428,4018.0,7140,6960,6480,10075,86,220,69,78
양품,46.1,30.5,2128,167.3,137.0,4470,23.483,23.7,4108.0,7140,6900,6480,10074,88,210,78,80
양품,44.7,30.699,2166,166.4,137.0,4448,23.416999999999998,23.668000000000003,4016.0,7140,6987,6453,10074,86,210,72,74
명점,46.5,31.2,2030,167.0,131.0,4448,23.451999999999998,23.375,4035.5,6990,6720,6840,10074,88,220,72,78
양품,45.1,31.0,2430,167.1,102.0,4443,23.1,23.405,4022.0,6840,6813,6567,10074,78,230,72,80
양품,41.5,31.0,2151,167.1,155.2,4439,23.1,23.6,4066.0,6866,6783,6567,10074,80,230,69,80
양품,46.6,31.274,2161,168.6,155.9,4419,23.464000000000002,23.395,3976.0,6720,7113,6540,10074,85,210,72,80
양품,40.9,30.671999999999997,2133,167.1,158.0,4443,23.143,23.428,4004.0,6865,6753,6600,10077,80,240,69,78
양품,44.4,31.0,2116,167.4,139.0,4426,23.114,23.533,3969.0,6815,6813,6633,10076,94,220,69,88
양품,43.5,31.2,2144,166.6,154.0,4475,23.2,23.564,4057.0,6810,6780,6633,9750,100,230,69,78
양품,40.7,31.4,2272,165.5,144.0,4430,23.47,23.434,4056.0,6900,6987,6453,9751,86,210,72,78
양품,40.3,30.8,2200,166.2,156.0,4474,23.398000000000003,23.354,3998.0,7110,6660,6420,10074,86,210,69,80
양품,44.6,30.721,2190,167.9,147.0,4491,23.358,23.421,4098.0,7170,7473,6420,9749,87,210,66,80
양품,43.4,30.691,2220,166.4,148.0,4495,23.375999999999998,23.424,4115.0,6750,7137,6420,10074,86,210,69,80
양품,44.7,31.2,2142,164.3,100.0,4463,23.2,23.56,4050.0,7110,6753,6627,10073,78,240,69,100
양품,44.5,31.034000000000002,2183,168.2,141.0,4474,23.357,23.645,4075.0,7140,7413,6420,9750,88,210,75,78
양품,45.8,31.079,2196,167.6,155.2,4481,23.418000000000003,23.42,4026.0,6810,6867,6513,9751,88,210,69,78
양품,44.4,31.1,2180,168.6,156.0,4433,23.5,23.340999999999998,4074.0,6750,7080,6540,10074,88,240,71,82
명점,46.1,30.878,2117,167.9,109.0,4448,23.5,23.761,4298.0,7080,6867,6453,9749,100,210,72,80
양품,46.3,31.4,2192,166.8,147.0,4456,23.448,23.406999999999996,4080.0,7260,6960,6420,10074,86,220,69,100
양품,45.4,31.4,2148,166.8,158.0,4663,23.441,23.4,4097.0,7290,6873,6480,10075,98,210,69,80
양품,44.9,31.4,2138,166.9,143.0,4472,23.434,23.689,4211.0,7290,6900,6447,9750,88,200,66,80
양품,39.4,31.099,2110,166.1,155.2,4410,23.3,23.515,3952.0,7110,6867,6600,10076,88,220,69,78
양품,39.0,30.8,2200,166.2,156.0,4474,23.398000000000003,23.354,3998.0,7110,6660,6420,10077,86,210,69,80
양품,44.3,31.002,2184,166.6,155.2,4469,23.415,23.678,4072.0,6870,6960,6540,10073,88,220,69,100
양품,43.2,31.0,2179,167.1,100.0,4466,23.1,23.564,4077.0,6990,6840,6540,9749,80,230,69,82
양품,45.9,31.4,2156,166.5,135.0,4457,23.5,23.709,4076.0,7170,6900,6453,10074,86,260,69,80
양품,45.0,30.726,2168,168.0,154.7,4492,23.401999999999997,23.662,4007.0,6875,7113,6567,10074,87,210,69,78
양품,45.0,30.655,2157,166.6,130.0,4467,23.406,23.401999999999997,4063.0,7114,6873,6447,10074,88,220,69,78
