LOT,JUDGE,BLACK_RTD_TEMP_GLASS_START,BLACK_RTD_TEMP_GLASS_END,BLACK_RTD_TEMP_WALL_START,BLACK_RTD_TEMP_WALL_MAX,BLACK_RTD_PRES_START,BLACK_RTD_PRES_END,BLACK_RTD_TEMP_GLASS_OUT,BLACK_RTD_TEMP_HOOD_START,BLACK_RTD_TEMP_HOOD_MAX,AG_RTD_TEMP_GLASS_START,AG_RTD_TEMP_GLASS_END,AG_RTD_TEMP_WALL_START,AG_RTD_TEMP_WALL_MAX,AG_RTD_PRES_START,AG_RTD_PRES_END,AG_RTD_TEMP_GLASS_OUT,AG_RTD_TEMP_HOOD_START,AG_RTD_TEMP_HOOD_MAX,AG_EXPOSURE_TEMP_MASK,BUS_DEVELOP_TEMP_OVEN1,BUS_DEVELOP_TEMP_OVEN2,BUS_DEVELOP_TEMP_OVEN3,BUS_DEVELOP_TEMP_TANK1,BUS_DEVELOP_TEMP_TANK2,BUS_DEVELOP_TEMP_TANK3,BUS_DEVELOP_PRES2,BUS_DEVELOP_PRES3,BUS_FIRE_TEMP_KEEP_CH01,BUS_FIRE_TEMP_KEEP_CH02,BUS_FIRE_TEMP_KEEP_CH03,BUS_FIRE_TEMP_ANEAL_CH01,BUS_FIRE_TEMP_ANEAL_CH02,BUS_FIRE_TEMP_ANEAL_CH03,DIELEC_FIRE_TEMP_KEEP_CH01,DIELEC_FIRE_TEMP_ANEAL_CH01,DIELEC_FIRE_TEMP_ANEAL_CH02,DIELEC_FIRE_TEMP_ANEAL_CH03,DIELEC_FIRE_EXHAUST_HEAT1,DIELEC_FIRE_EXHAUST_HEAT2,DIELEC_FIRE_EXHAUST_HEAT3,DIELEC_FIRE_EXHAUST_HEAT4,DIELEC_FIRE_EXHAUST_HEAT5,DIELEC_FIRE_EXHAUST_HEAT6,DIELEC_FIRE_EXHAUST_HEAT7,PHOS_R_DRY_TEMP_GLASS_START,PHOS_R_DRY_TEMP_GLASS_END,PHOS_R_DRY_TEMP_WALL_START,PHOS_R_DRY_TEMP_WALL_MAX,PHOS_R_DRY_PRES_START,PHOS_R_DRY_PRES_END,PHOS_R_DRY_TEMP_GLASS_OUT,PHOS_R_DRY_TEMP_HOOD_START,PHOS_R_DRY_TEMP_HOOD_MAX,PHOS_G_DRY_TEMP_GLASS_START,PHOS_G_DRY_TEMP_GLASS_END,PHOS_G_DRY_TEMP_WALL_START,PHOS_G_DRY_TEMP_WALL_MAX,PHOS_G_DRY_PRES_START,PHOS_G_DRY_PRES_END,PHOS_G_DRY_TEMP_GLASS_OUT,PHOS_G_DRY_TEMP_HOOD_START,PHOS_G_DRY_TEMP_HOOD_MAX,PHOS_FIRE_TEMP_ANEAL_CH01,PHOS_FIRE_TEMP_ANEAL_CH02,PHOS_FIRE_TEMP_ANEAL_CH03,PHOS_FIRE_TEMP_ANEAL_CH04,PHOS_FIRE_EXHAUST_HEAT1,PHOS_FIRE_EXHAUST_HEAT2,PHOS_FIRE_EXHAUST_HEAT3,PHOS_FIRE_EXHAUST_HEAT4,TAT_1BLACK_1PRINT,TAT_1BLACK_2RTD,TAT_2AG_1PRINT,TAT_2AG_2RTD,TAT_2AG_3EXPOSURE,TAT_3BUS_1DEVELOP,TAT_3BUS_2FIRE,TAT_4DIELEC_FIRE,TAT_5MGO,TAT_6PHOS_1R_1DISPENSER,TAT_6PHOS_1R_2DRY,TAT_6PHOS_2G_1DISPENSER,TAT_6PHOS_2G_2DRY,TAT_6PHOS_3B_1DISPENSER,TAT_6PHOS_4FIRE,TAT_8AGING
101,0.1,0.636189313102054,5.53870591003844,1.07814411691671,0.762889244910424,17.5907990303544,17.5232807550713,0.661318459793132,1.67095150958023,1.46517467972432,0.789986675437263,0.55011960422018,1.25592281023284,0.756028403810614,40.6119748350163,38.9480909605809,1.88006158913674,0.676270733702974,0.904302580939997,0.216946385566864,0.620611775843634,1.01361414204192,1.58909670716947,0.128187557898573,0.354797139963552,0.780380062601078,0.003006571749387,0.043293368885705,4.88175982073767,3.12671005842782,2.96426080250427,2.33733991852638,3.62011921874056,3.23468049345477,2.45806941788834,2.12503869933802,3.33206116074532,1.84676103375328,81.1161610220021,63.3722502777294,453.943710282743,134.092456320649,320.181572664144,91.2833068269503,131.440560911127,0.584244901786193,0.264773985047424,3.52494867450503,1.26015872016186,2.14660073997055,1.19776106922348,1.06695582703414,19.2998609212333,3.81148347966897,0.808442296869987,0.896117356036288,2.68829822907003,2.15553144014966,2.95490671328395,2.40907822511782,2.22613661093076,1.42107261194531,1.28123090486412,1.04629672756119,1.6511558949638,1.356271980176,1.3168942730211,227.074176380643,48.7286795483555,58.9687472979946,44.4681731247488,5.5656370515399,13.7266548230652,2.45806941788834,2.27746396354874,18.7493157769894,24.3863637478429,264.972267665088,89.2128737464793,5.1041778553404,7.55610593110666,34.203531673606,7.44382471017349,33.3725383480111,4.92469609000874,627.332900795943,219.896746104548
102,0.05,1.02541390872687,5.77653146702012,0.640949131736429,0.478236893511771,34.1100448239919,24.778808326981,0.767960388232844,0.999091692752128,1.20131506888778,0.988672688107914,0.571240570577478,0.933851673108969,1.0250032092376,37.7765072498769,37.5616304085348,3.18210043177376,0.735043858340584,0.936679465480394,0.140914634479625,0.777610300180861,1.2427456561137,1.22638608585508,0.086122602327026,0.311671128122678,0.948921903502796,0.004158377720116,0.030461839803442,4.56992456461983,2.47088307248534,2.86310468216804,2.3902213066444,3.11025468579766,2.68082862288194,2.51887610693843,2.15882521659107,3.93733813368213,2.34576886733271,110.4730974634,36.3032186480831,493.514941383157,121.199313876814,310.556275093581,105.254628601811,132.570249500525,0.982625377027759,0.409878030638384,3.84069620881697,1.62003086390353,1.52414773424018,2.5390839624599,1.62787397675942,23.9542898037074,2.91031993177093,1.53755616072013,0.967416527066865,3.88715496014895,3.17431716652326,2.24020675737519,3.10860859041807,2.0796254723539,1.02649121307799,0.993809788006157,1.23437604097225,1.53811230854065,1.4964871146156,1.4473205733718,222.506836086587,68.1889017054056,62.2587765954158,43.7836787663599,4.61119918185463,9.40324691963254,3.38883616103166,2.38415824271708,25.0159948832742,17.8355056883144,205.687831945709,67.6235711007712,44.2956573848712,4.78044261328879,67.1700708727677,5.76742211865378,31.8235265504196,2.4192212753172,462.337524804234,158.942359628296
103,0.15,1.50091200345166,6.35630437150062,0.611211049776117,0.62194516597019,19.544940791067,36.5775524345911,0.728571060002857,0.813633824272318,1.1436207505343,1.39109952725779,0.771515937687137,1.72690779322921,0.915063989709552,36.6345289382341,36.4105117846626,3.27934524915537,3.50387379609302,3.57100531326522,0.158331231749672,0.785858047647684,1.43779383266975,1.51845872342216,0.053720916244097,0.367363093009168,0.940513660047977,0.003483419372731,0.027831967610154,5.26557839078233,3.15561321090563,3.75429578511139,1.53811230854063,1.68272961207925,1.05630936457281,3.04829546848036,2.18306882018964,4.54075115510987,3.39465524177732,94.7765238531368,40.1929556540761,440.580224488715,189.885949148984,294.850613379939,89.6751300382019,141.586908404622,0.623466539852611,0.434650494801948,3.74130219379071,1.73158734600428,1.38586852873834,2.01536205445233,1.52262757654067,20.5243340811263,4.0952814953695,0.893897439071701,0.720745228364735,1.95364032675306,1.54728965069825,2.19661821419822,3.03202208018623,1.56503741337489,0.986474317429183,0.942505060715156,1.53811230854063,1.57279503131409,1.55173926187425,1.20852236875841,253.57517311648,59.239811471323,26.2808215044234,51.0030700830327,5.48586700915227,12.5236618152662,3.51837282965024,2.85574213785046,21.7797588310073,22.6274169979695,264.137045768609,72.912636981383,4.10391340834064,4.41409226526993,71.3979765303722,6.56225250159858,20.9316557043707,5.96392664715383,611.876103299903,204.075443995855
104,0,1.97294863485836,3.77239279084523,1.24641591436364,0.889396602078886,23.252238715082,42.3826711733637,0.836282500745192,1.24007639832561,1.25399362039844,1.26052411822685,0.725476250110011,1.56289205607661,1.09413508258687,29.2034834800306,28.6243896740267,2.59685538579584,3.23905444292166,3.30267435493372,0.215452424837645,0.993836027722885,1.61509675366035,1.6566208504378,0.217521511337928,0.396761558383024,1.48591416129494,0.003543340677651,0.0670328081496,4.57078825402774,3.28433282498337,2.7505980211009,2.1095023109729,1.58529426124514,1.23117402250218,2.7620549177055,2.31925577899916,3.8151360602074,3.07108758379965,64.1167520601039,22.7239729661963,445.106480459865,94.9099434644288,256.250468548994,89.392260939018,146.101478792185,0.642261628933256,0.321632349773855,3.63823265365276,1.5257353705845,1.6188039769501,1.81173804310725,1.26884738412881,21.7142416278737,3.57877882730085,1.05475115548645,0.929218687081275,2.50882127911223,2.29461612429939,2.74695525225562,2.51278834428169,1.78646224936914,1.32366119055007,1.2512730359623,1.39548142984872,1.2977713690461,1.07115284672759,1.29777136904611,239.233666879102,75.1196238990642,69.44022419925,44.7567695555949,5.71493887244557,13.9453821823042,3.5377661700124,1.8144159564879,107.907318906941,15.2715766256002,286.353641315658,70.2747240628184,5.10417785534042,2.47938871923155,35.1380360712913,8.21039136191384,32.7836207499063,5.78200475158646,731.668351314849,209.838904375413
105,0.1,1.04492507915765,4.75869287669806,0.608081538853743,0.519387290848301,23.2227995954973,23.6197570066382,0.851793772916279,1.35611674703137,1.2766217755838,1.00231311422497,0.410391340834061,1.59468690211887,0.928085182115931,30.9114741939317,28.6282598695397,2.77168009090439,2.63456777639541,2.7961392556241,0.135144367252209,0.761177500220614,1.39553001061472,1.81034780316409,0.080780062026794,0.324571717806711,0.911590287701431,0.003932322201287,0.026257029134069,3.54334067765078,1.98414770248165,2.02289526747133,1.87504385913617,3.4012381646441,2.59351417761187,2.43656358531092,2.37309480370434,4.25842817554972,2.53605578553952,71.1757646512084,57.1748012216644,502.063895598118,176.866765197928,263.090858830177,93.1210869894959,142.046128534286,0.528553139289354,0.184319516629481,2.47328356217951,0.857413491109653,1.4897544834813,1.20651738923495,1.09778485093727,22.5702476492255,2.99817488342141,1.11303284105329,1.00413618283787,2.70583677105234,2.32727534389805,2.10475026647119,3.45415082107554,1.81898612592724,1.43280181903555,1.30685439933171,1.4179302929938,1.84319516629483,1.43270079882276,1.73129096949434,225.678478499601,62.1575407205035,16.5287628091155,49.223784099281,5.73332823337187,19.1599912097551,3.13889018268358,2.26181110477515,18.144159564879,23.539440587191,158.371349083495,87.6325462251026,5.10417785534041,18.5685075782684,42.1789421144573,18.2554966488106,39.3262668347492,19.5140974682408,161.130381989245,159.119708329758
106,0,0.77355978233237,4.11741807191684,0.751769841598372,0.550860570762742,26.5400486851574,25.1928644868469,0.46453145607613,0.840723372741404,0.952710813802824,0.509901951359278,0.654920646056894,0.882743927821237,0.651637613207961,25.821591842161,22.5923432535054,1.90763010868956,1.86361279014149,1.91318830063437,0.130775460437466,0.642297313923766,1.52994686096231,1.45564521414859,0.118060912021585,0.269687850749908,0.953215139741065,0.002326053807587,0.031414838934223,5.31606304663415,3.21632349773858,3.69174042538491,1.96012888942485,2.16430370473181,2.11261872914562,2.12503869933801,1.98613615900453,3.6110211414793,2.58538401911899,61.6281506080494,45.1819712530981,454.903028995712,159.418177329807,250.035844798722,145.634184824421,136.216584506942,0.538492046561994,0.215211034739596,2.20391995269672,0.885794320904902,2.24810446470144,1.60440183967667,1.38544121795948,21.2220956105957,2.45176628061013,0.737420825366499,0.774919350642379,2.76403119031834,1.80888887092835,2.68492869649515,2.54773377110346,1.69903997660598,1.06448653300423,0.981191542006585,1.03109548284184,1.09904264559756,1.03998987849326,1.23969435961577,228.294454367023,49.0729585735148,79.1839297890809,46.2004784664219,3.4504004344271,13.56271980176,2.94287721724666,3.067658115858,19.39614720288,17.7218271601643,245.098106028887,98.8073484375691,38.9973008512667,5.08454831611888,76.640582900761,7.38419364517709,26.4505496908357,3.54668117659609,456.17876228283,158.856439658745
107,0,1.18689234991738,5.749258787721,1.17453487123316,0.661559384117137,21.8286214280768,26.4331983802223,0.633840978451939,1.38278894382256,1.43575886163796,0.933959689576796,0.848114523878725,1.12015036584615,1.02717462940741,35.6071162149675,40.0182765263617,2.67869000016035,1.63858803859723,1.57597087870504,0.130497047982565,0.623435557805972,1.22114693714772,1.64279109412833,0.128400529229566,0.24875226643888,1.03936250985909,0.004237123596766,0.027886780284211,4.66979844788394,3.00486934259746,3.41992784028389,1.86378223259219,2.23737523746384,1.15723000589758,2.2685234912624,1.72867119301712,2.99707459706144,1.77540045725628,83.7923149625527,31.4127399938007,451.214566249054,109.045540140628,299.337856020223,118.316826128109,131.893142996862,0.934084910424658,0.383657376386976,2.88386314978133,1.04716269395082,1.97914566009166,1.59010095674192,1.16819448833364,21.346157055841,2.70704085219239,0.880822316484076,0.915812999630603,3.40610047823552,2.710182229906,2.67045783139142,2.56633627401886,1.52991610059304,1.5750058015302,1.4546155618405,1.58391032884585,1.69622904775745,1.16729306492208,1.04853002087607,177.184213783382,31.7113258495211,32.7207750948386,30.5036667338621,5.64028948699231,15.7465302963627,3.69051257157264,2.00729663131334,18.0499631465176,16.5462315279878,264.037577070506,564.927848210911,6.06976978666885,3.00875914272767,55.5929757016876,7.2789048723246,31.7266283643318,3.88127910428767,754.505752015557,121.807944891113
108,0,1.34336576513895,6.76418587313475,1.33907863060664,0.752032334131285,25.2217507426886,34.2792264851623,0.597010094245967,1.60377022898183,1.51771122695362,1.4786551500034,0.801314709186033,0.854954600210475,0.772879101323846,32.8653953350072,28.3941172558127,2.2523613340109,1.9583559162565,2.06807818237635,0.136163639941451,0.850880070713169,1.34154840919384,1.38375774043383,0.170104696862658,0.349070265132967,1.3084445808106,0.003150187964317,0.034363191751763,4.14570164209429,2.27746396354876,2.39517057957534,2.44087991036882,2.01246117974979,1.29269200955949,2.64127162356955,2.62578309121399,4.08173079903483,2.65320064906719,63.0432391299813,64.840289619146,463.046649917695,187.141747220206,337.248370133785,88.8445567446756,204.590193724971,0.906395405757856,0.294645192517514,3.0131466329369,1.13159179919262,1.7312833694295,2.2508477934933,1.21746068779069,22.4888855589647,2.37625866924413,0.737902432574929,0.898697888467998,3.41850998628288,2.74825782135365,2.5850735508217,3.27604945017623,1.46333253406844,1.29039977485559,1.21204481417931,1.75544266422132,1.48678388335007,1.19097483291276,1.20852236875842,224.760802679321,57.3677885044799,33.7177136017006,37.5534356126812,4.16090830164963,8.75093979915421,1.89944590258373,2.53397960362331,19.5087025115514,16.7959894962427,198.660322370147,63.5940041860949,5.9824304161612,18.6930890691552,62.9019914336247,19.3719819381117,31.4657708763365,19.5733438500856,454.885234224842,133.585336415578
109,0.05,1.73884414119507,5.76395332170004,1.06547493734262,0.470274276073913,25.2838262219359,32.6829019358344,0.452013041265054,0.895882393597451,1.04674935420392,1.23479169349157,0.794719414239026,1.50598804776133,1.0171554763938,28.1790604415481,39.5233212300362,2.16561647962932,2.81408113450536,2.925477918671,0.105844473788569,1.2935094286882,1.49844632167701,1.63546313736636,0.199841147440978,0.345665075957699,1.25465816166459,0.003947017528264,0.034762767438741,5.21737986268765,3.18714523309529,3.43166370576633,2.56032481491994,3.55816333461372,2.99956137144292,2.3305748105067,1.84319516629483,3.94001068660052,3.27510546234371,64.0128276618301,43.4214354050115,450.601305859299,112.243681688313,253.717595804967,95.3920442451212,168.405556852936,0.594182321833078,0.237254027751292,2.37850019085447,0.69757097356319,2.05899183301466,1.97837652741093,1.33278497495796,24.3538584428142,1.46901327427631,0.727124835441473,0.988606142638794,3.37016320079607,2.42606460624696,2.78950570984595,3.42164549518749,1.60095366315798,1.26627302285923,1.15028600562505,1.03109548284184,1.31689427302111,1.1180339887499,1.15165784392487,251.421139671437,47.3958414786961,24.0407548703621,39.9123711200055,4.47537119895334,10.5006265477226,2.68328157299975,2.07427856830932,23.2467315189854,16.7445199205119,216.627323688451,62.7287393213199,5.02624689950035,7.59154654516248,63.5062367430409,8.20462000787875,34.3227713271954,1.99736668746891,616.420078483736,165.954464268143
110,0.1,0.521611874259416,5.09371129303989,1.01390334845093,0.518499860427328,25.3907235443432,35.4187639833078,0.725766382595158,1.31285145670347,1.46412359271232,0.95282129544455,1.53125335660212,1.00224747442935,0.925430198681444,30.592646175184,34.154020723466,1.96752583076737,1.25085234098489,1.35820120980501,0.115625746085787,0.978614939595755,1.44604973343898,1.90941122021809,0.158646943341431,0.282077868121926,1.12236541919757,0.007020833658702,0.059720929946579,5.61389254204995,3.45306881056927,3.55816333461373,2.83771590878075,3.64005494464025,2.53605578553951,2.712543960352,1.98082917247457,4.01936103851033,2.53397960362333,78.722697857065,41.4541915854115,459.882648074484,130.441719190078,277.89367050234,89.0520250072661,141.392734124346,0.700300687299091,0.256494588021286,2.5205001592207,1.08147073347753,1.53151971308859,1.90591875896888,1.52945638777484,22.7306540068461,2.9935017340197,1.24742893479686,0.786464440257451,2.14826123080725,1.87521226868629,2.91459124154025,2.87312410195995,1.93730007457476,1.1380847253633,1.12549404356721,1.8202082009311,1.59851905146442,1.49031964074119,1.26074330623268,229.793150692668,59.0800304671552,24.4107396554532,45.6633850786612,4.69153773466541,13.5724178507659,3.34978396789688,2.30045762037858,43.9300879987617,16.1623343806388,176.049477196192,97.979912012079,6.06976978666883,6.24415516176612,75.1318840439929,7.42400090744096,33.4972111957807,2.77393886776642,632.381819622824,119.41938483213
