JUDGE,PANEL_ID,DIELEC_FIRE_TEMP_KEEP_CH01,DIELEC_FIRE_TEMP_ANEAL_CH01,DIELEC_FIRE_TEMP_ANEAL_CH02,DIELEC_FIRE_TEMP_ANEAL_CH03,DIELEC_FIRE_EXHAUST_HEAT1,DIELEC_FIRE_EXHAUST_HEAT2,DIELEC_FIRE_EXHAUST_HEAT3,DIELEC_FIRE_EXHAUST_HEAT4,DIELEC_FIRE_EXHAUST_HEAT5,DIELEC_FIRE_EXHAUST_HEAT6,DIELEC_FIRE_EXHAUST_HEAT7
양품,PNL-01,572,573,559,537,2127,2149,2302,3236,3788,3023,2927
양품,PNL-02,574,572,556,536,2118,2147,2306,3328,3815,3058,2966
양품,PNL-03,575,576,557,532,2116,2172,2313,3261,3920,3063,2883
양품,PNL-04,574,575,558,535,2161,2150,2288,3339,3956,3102,2954
양품,PNL-05,570,574,551,531,2031,2162,3188,3507,3261,3203,3247
양품,PNL-06,572,573,551,531,1999,2209,3163,3459,3316,3125,3217
양품,PNL-07,573,575,556,534,2144,2177,2309,3354,3847,3125,3183
양품,PNL-08,571,573,552,533,2028,2191,3238,3408,3267,3576,3163
양품,PNL-09,572,569,549,532,2032,2179,3141,3548,3344,3125,3136
양품,PNL-10,569,573,552,533,2023,2152,3238,3379,3315,3206,3166
양품,PNL-11,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
명점,PNL-12,576,568,548,528,2023,2135,3133,3397,3307,3149,3121
양품,PNL-13,571,575,551,531,2035,2169,3318,3567,3331,3209,3412
양품,PNL-14,575,574,559,536,2133,2167,2544,3292,3949,3040,3233
양품,PNL-15,572,573,554,533,2030,2157,3186,3510,3388,3203,3242
양품,PNL-16,572,573,559,537,2146,2117,2268,3287,3833,3035,2902
양품,PNL-17,575,576,555,532,2135,2115,2255,3220,3767,3005,2935
양품,PNL-18,574,577,558,535,2126,2172,2272,3388,3911,3052,2952
양품,PNL-19,570,574,553,535,2033,2220,3249,3412,3330,3202,3155
양품,PNL-20,570,572,548,532,2011,2173,3246,3448,3355,3167,3148
양품,PNL-01,574,573,559,538,2318,2167,2334,3377,3909,3093,2880
명점,PNL-02,572,573,554,535,2047,2156,3011,3373,3357,3109,3089
양품,PNL-03,569,575,552,533,2006,2269,3167,3449,3374,3128,3225
양품,PNL-04,575,569,556,530,2115,2167,2324,3279,3914,3088,2951
양품,PNL-05,573,577,557,538,2147,2118,2271,3367,3932,3145,2889
명점,PNL-06,573,577,559,537,2176,2119,2251,3307,3800,3089,3231
양품,PNL-07,569,575,553,534,2001,2322,3246,3525,3335,3226,3486
양품,PNL-08,569,575,554,535,1990,2172,3187,3517,3331,3164,3122
양품,PNL-09,574,573,560,538,2173,2132,2351,3330,3908,3101,2906
양품,PNL-10,573,575,560,538,2104,2148,2291,3283,3826,3043,2860
양품,PNL-11,570,572,553,535,2044,2197,3232,3272,3281,3124,2992
양품,PNL-12,569,572,552,532,2003,2238,3207,3410,3273,3134,3251
양품,PNL-13,571,568,547,530,2019,2151,3162,3428,3342,3267,3164
양품,PNL-14,573,575,557,535,2147,2165,2337,3275,3835,3048,2891
양품,PNL-15,573,574,549,528,1996,2195,3242,3592,3256,3167,3210
양품,PNL-16,569,572,552,534,1999,2195,3266,3418,3336,3207,3261
양품,PNL-17,574,576,557,535,2116,2160,2336,3259,3804,3440,2950
양품,PNL-18,574,577,558,536,2121,2180,2330,3345,4314,3020,2889
양품,PNL-19,575,577,557,534,2157,2148,2275,3347,3830,3108,2886
명점,PNL-20,568,573,552,533,2029,2155,3313,3399,3313,3196,3157
양품,PNL-01,572,569,549,532,2032,2179,3141,3548,3344,3125,3136
양품,PNL-02,568,572,553,535,2031,2152,3313,3533,3343,3234,3231
양품,PNL-03,569,572,553,535,2029,2163,3170,3496,3273,3141,3156
양품,PNL-04,573,575,557,537,2116,2184,2336,3324,3917,3132,3001
양품,PNL-05,576,576,558,535,2179,2165,2328,3262,3906,3483,2880
양품,PNL-06,574,578,559,537,2162,2161,2316,3258,3831,3047,3195
양품,PNL-07,573,576,558,536,2108,2133,2282,3327,3801,3057,2966
양품,PNL-08,569,570,553,534,1990,2189,3206,3510,3307,3119,3119
양품,PNL-09,577,574,555,533,2110,2140,2290,3310,4134,3073,2972
양품,PNL-10,572,572,555,536,2027,2319,3172,3555,3296,3205,3148
양품,PNL-11,574,576,553,532,2114,2163,2328,3372,3896,3125,2961
양품,PNL-12,570,572,552,534,2094,2165,3327,3528,3339,3202,3238
양품,PNL-13,573,575,558,536,2166,2132,2290,3331,3971,3030,2960
양품,PNL-14,573,572,558,534,2114,2172,2264,3382,3831,3002,2941
양품,PNL-15,572,574,553,532,2133,2169,2324,3277,3925,3037,2980
양품,PNL-16,573,572,551,533,2055,2208,3241,3434,3285,3138,3392
양품,PNL-17,575,575,555,530,2106,2134,2281,3311,3950,3102,2943
양품,PNL-18,570,572,548,532,2011,2173,3246,3448,3355,3167,3148
양품,PNL-19,568,575,552,535,2031,2158,3243,3498,3257,3225,3170
양품,PNL-20,573,576,557,535,2178,2183,2276,3361,3836,3099,2916
양품,PNL-01,574,577,557,537,2118,2156,2331,3331,3818,3052,2978
양품,PNL-02,569,575,553,534,2001,2322,3246,3525,3335,3226,3486
양품,PNL-03,572,571,553,534,1998,2162,3230,3494,3527,3232,3235
양품,PNL-04,568,573,551,531,2109,2173,3631,3439,3340,3313,3151
양품,PNL-05,569,571,554,533,2026,2173,3223,3502,3260,3186,3202
양품,PNL-06,571,571,551,533,2014,2373,3224,3393,3304,3154,3149
양품,PNL-07,570,571,551,535,2012,2162,3231,3947,3358,3198,3215
양품,PNL-08,569,573,552,532,2028,2206,3251,3423,3580,3210,3160
양품,PNL-09,573,576,559,537,2113,2135,2287,3357,3862,3048,2970
양품,PNL-10,569,574,553,532,2017,2200,3172,3520,3285,3222,3312
양품,PNL-11,572,575,554,533,2127,2135,2290,3254,4297,3037,2953
양품,PNL-12,569,574,552,533,2009,2165,3177,3396,3271,3151,3214
양품,PNL-13,572,572,557,537,2167,2170,2284,3258,3813,3032,2995
양품,PNL-14,572,577,559,535,2138,2163,2320,3311,3862,3075,2875
양품,PNL-15,575,578,560,537,2146,2166,2330,3256,3898,3076,2898
양품,PNL-16,572,575,556,535,2102,2173,2317,3345,3962,3105,2949
명점,PNL-17,569,574,552,535,2139,2173,3011,3180,3143,3035,2973
양품,PNL-18,574,571,547,528,1930,2055,2960,3282,3424,3246,3001
양품,PNL-19,568,573,554,535,2031,2160,3129,3386,3258,3092,3117
양품,PNL-20,571,570,551,533,2023,2194,3233,3486,3363,3230,3177
양품,PNL-01,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-02,572,570,551,532,2003,2166,3177,3429,3329,3197,3175
양품,PNL-03,573,571,559,535,2110,2178,2320,3284,3868,3036,2951
명점,PNL-04,569,571,552,535,2021,2129,3352,3436,3200,3177,3137
양품,PNL-05,573,576,555,532,2109,2163,2326,3316,3856,3137,2974
양품,PNL-06,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-07,568,570,550,536,2013,2168,3223,3507,3267,3127,3217
양품,PNL-08,573,576,559,537,2113,2135,2287,3357,3862,3048,2970
양품,PNL-09,575,575,555,530,2106,2134,2281,3311,3950,3102,2943
양품,PNL-10,572,575,554,535,2032,2163,3286,3544,3350,3223,3205
양품,PNL-11,570,572,553,533,1995,2172,3233,3509,3427,3187,3205
양품,PNL-12,574,573,559,537,2143,2125,2281,3356,3835,3025,2883
양품,PNL-13,570,573,551,531,2049,2164,3633,3443,3340,3219,3197
양품,PNL-14,571,575,553,534,2023,2196,3271,3423,3339,3127,3174
양품,PNL-15,568,572,555,536,2016,2256,3421,3525,3318,3113,3123
양품,PNL-16,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-17,575,574,555,531,2156,2151,2336,3292,3906,3076,2885
양품,PNL-18,573,574,558,536,2187,2149,2278,3366,3864,3116,3255
양품,PNL-19,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-20,567,575,551,532,2041,2189,3225,3443,3338,3157,3304
명점,PNL-01,575,575,556,535,2116,2137,2309,3239,3801,2999,2935
양품,PNL-02,570,573,552,535,2020,2150,3271,3512,3325,3207,3173
양품,PNL-03,571,575,559,538,2114,2168,2329,3326,3825,3165,2947
양품,PNL-04,572,574,559,538,2142,2142,2261,3297,3812,3019,2917
양품,PNL-05,568,571,545,528,2034,2216,3202,3429,3280,3130,3217
양품,PNL-06,569,575,554,534,2023,2158,3235,3519,3416,3203,3220
양품,PNL-07,572,569,551,531,2002,2193,3242,3511,3272,3196,3171
양품,PNL-08,569,575,553,534,2026,2196,3222,3431,3263,3204,3181
양품,PNL-09,577,573,558,536,2163,2139,2284,3327,3911,3097,2885
양품,PNL-10,570,574,553,535,2033,2220,3249,3412,3330,3202,3155
양품,PNL-11,570,573,548,529,2025,2194,3237,3508,3368,3196,3153
양품,PNL-12,572,575,553,534,1991,2195,3235,3434,3265,3577,3229
양품,PNL-13,576,573,550,527,2124,2183,2332,3269,3868,3089,2942
양품,PNL-14,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-15,576,572,555,534,2104,2185,2369,3280,3850,3037,2886
양품,PNL-16,572,573,559,538,2141,2132,2320,3591,3958,3085,2884
양품,PNL-17,572,576,559,539,2109,2172,2300,3714,3842,3049,2967
양품,PNL-18,570,569,546,533,1995,2199,3210,3505,3336,3127,3132
양품,PNL-19,575,576,557,532,2116,2172,2313,3261,3920,3063,2883
양품,PNL-20,572,575,559,538,2154,2148,2308,3254,3906,3036,2930
양품,PNL-01,573,571,559,537,2357,2121,2357,3260,3928,3117,2892
양품,PNL-02,574,577,558,536,2121,2180,2330,3345,4314,3020,2889
양품,PNL-03,573,572,555,535,2159,2192,2328,3266,4288,3104,2882
명점,PNL-04,577,571,558,533,2095,2172,2295,3305,3800,3361,2934
양품,PNL-05,569,574,553,532,2017,2200,3172,3520,3285,3222,3312
양품,PNL-06,571,572,552,535,1981,2151,3159,3464,3331,3199,3119
양품,PNL-07,569,569,554,535,2182,2200,3251,3711,3257,3605,3181
양품,PNL-08,568,573,553,534,2029,2237,3184,3521,3276,3142,3220
양품,PNL-09,570,574,552,533,2026,2192,3247,3396,3606,3218,3176
양품,PNL-10,571,573,556,538,1985,2181,3155,3376,3208,3082,3162
양품,PNL-11,569,573,553,533,2056,2163,3258,3432,3345,3206,3170
양품,PNL-12,569,573,553,533,2056,2163,3258,3432,3345,3206,3170
양품,PNL-13,568,569,546,527,2048,2155,3172,3419,3322,3163,3229
양품,PNL-14,572,573,551,532,2018,2205,3165,3460,3583,3132,3146
양품,PNL-15,574,575,558,538,2106,2122,2329,3311,3915,3101,2973
명점,PNL-16,570,570,553,534,2018,2154,3240,3417,3334,3150,3147
양품,PNL-17,573,574,559,538,2152,2203,2337,3092,3673,2861,2791
양품,PNL-18,574,573,560,538,2173,2132,2351,3330,3908,3101,2906
양품,PNL-19,573,576,554,531,2151,2165,2290,3329,3829,3109,2903
양품,PNL-20,574,572,558,537,2115,2155,2331,3333,3842,3018,2965
양품,PNL-01,568,574,552,531,2027,2196,3271,3522,3277,3133,3605
양품,PNL-02,572,571,549,532,2099,2188,3421,3458,3365,3213,3145
양품,PNL-03,575,571,544,526,2002,2214,3288,3515,3331,3197,3239
양품,PNL-04,572,574,559,538,2214,2162,2379,3256,3790,3046,2956
양품,PNL-05,570,571,554,535,2021,2132,3085,3405,3275,3095,3092
양품,PNL-06,575,574,553,531,2161,2125,2298,3242,3830,3023,2897
명점,PNL-07,567,571,551,535,1997,2190,3248,3748,3243,3410,3221
양품,PNL-08,571,571,551,533,2014,2373,3224,3393,3304,3154,3149
양품,PNL-09,568,575,552,535,2031,2158,3243,3498,3257,3225,3170
양품,PNL-10,570,573,552,535,2020,2150,3271,3512,3325,3207,3173
양품,PNL-11,572,575,554,533,2127,2135,2290,3254,4297,3037,2953
양품,PNL-12,571,570,552,533,1998,2187,3263,3426,3340,3220,3238
양품,PNL-13,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
명점,PNL-14,573,573,558,537,2146,2144,2327,3311,3542,3101,2896
양품,PNL-15,570,572,553,534,2004,2199,3653,3520,3269,3127,3327
양품,PNL-16,569,575,552,533,2006,2269,3167,3449,3374,3128,3225
양품,PNL-17,575,574,555,531,2156,2151,2336,3292,3906,3076,2885
명점,PNL-18,574,574,559,536,2154,2138,2279,3258,3845,3016,2888
양품,PNL-19,570,575,553,534,2003,2207,3167,3489,3764,3131,3225
양품,PNL-20,572,572,558,536,2104,2169,2325,3337,3838,3159,3005
양품,PNL-01,569,574,552,534,2063,2148,3354,3422,3333,3134,3162
양품,PNL-02,573,574,553,533,2158,2152,2337,3350,3840,3123,2912
양품,PNL-03,569,573,550,531,2028,2197,3261,3516,3491,3197,3164
양품,PNL-04,575,573,558,536,2129,2183,2324,3284,3856,3042,2941
양품,PNL-05,571,575,559,538,2114,2168,2329,3326,3825,3165,2947
양품,PNL-06,570,571,552,534,2046,2187,3222,3546,3436,3201,3160
양품,PNL-07,569,570,552,534,2017,2200,3168,3639,3283,3148,3215
양품,PNL-08,569,573,549,531,2026,2173,3193,3478,3362,3216,3168
양품,PNL-09,571,575,553,534,2034,2183,3182,3508,3273,3181,3217
양품,PNL-10,569,573,550,531,2028,2197,3261,3516,3491,3197,3164
양품,PNL-11,569,571,553,534,2040,2267,3187,3527,3271,3150,3168
양품,PNL-12,572,576,558,536,2111,2143,2293,3300,3979,3045,2961
명점,PNL-13,570,573,551,532,2076,2198,3255,3416,3239,3212,3196
명점,PNL-14,572,576,559,539,2109,2172,2300,3714,3842,3049,2967
양품,PNL-15,573,572,556,537,2293,2131,2306,3346,3837,3131,2952
양품,PNL-16,573,574,559,538,2152,2203,2337,3092,3673,2861,2791
양품,PNL-17,568,574,552,531,2027,2196,3271,3522,3277,3133,3605
양품,PNL-18,575,578,560,537,2138,2155,2280,3263,3767,3052,2836
양품,PNL-19,572,573,551,534,2012,2158,3236,3423,3324,3229,3328
양품,PNL-20,569,570,553,534,1990,2189,3206,3510,3307,3119,3119
양품,PNL-01,569,574,551,535,2016,2192,3244,3415,3305,3184,3120
양품,PNL-02,570,573,549,529,2019,2160,3150,3531,3343,3151,3181
양품,PNL-03,574,577,558,536,2160,2122,2350,3318,3898,3096,2910
양품,PNL-04,573,576,557,535,2122,2128,2295,3274,3797,3057,2957
양품,PNL-05,570,572,551,532,2039,2232,3282,3511,3351,3217,3192
양품,PNL-06,573,576,556,536,2127,2161,2334,3350,3861,3073,2959
양품,PNL-07,568,572,547,528,2031,2184,3195,3450,3305,3151,3156
명점,PNL-08,572,573,547,529,2002,2181,3207,3475,3336,3168,3138
양품,PNL-09,570,570,553,534,2039,2172,3179,3502,3373,3199,3144
양품,PNL-10,574,577,558,536,2160,2122,2350,3318,3898,3096,2910
양품,PNL-11,573,571,559,537,2159,2165,2283,3368,3837,3033,2961
양품,PNL-12,575,572,559,536,2113,2174,2325,3235,4087,3041,2964
양품,PNL-13,575,572,559,537,2132,2219,2319,3342,3924,3102,2973
양품,PNL-14,567,573,549,533,2013,2198,3241,3567,3311,3211,3209
양품,PNL-15,575,575,555,531,2164,2190,2351,3329,3908,3093,2891
명점,PNL-16,573,573,550,531,1964,2091,2992,3153,3043,2968,3051
양품,PNL-17,570,569,549,533,1996,2189,3236,3464,3258,3173,3109
양품,PNL-18,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-19,573,577,558,537,2102,2154,2437,3324,3790,3049,2954
양품,PNL-20,573,574,549,529,2096,2197,3298,3433,3342,3118,3394
양품,PNL-01,572,571,553,534,1998,2162,3230,3494,3527,3232,3235
양품,PNL-02,571,574,551,532,2038,2202,3231,3511,3369,3202,3141
양품,PNL-03,566,571,553,535,2022,2218,3230,3477,3324,3197,3155
양품,PNL-04,568,570,555,536,2003,2210,3216,3526,3241,3202,3214
양품,PNL-05,573,575,559,537,2113,2168,2330,3255,3898,3044,2945
양품,PNL-06,569,572,552,535,2069,2167,3251,3458,3376,3143,3229
양품,PNL-07,567,573,553,533,2014,2153,3200,3555,3268,3231,3209
양품,PNL-08,570,574,551,531,2018,2151,3202,3422,3342,3166,3265
양품,PNL-09,576,571,551,533,1931,2085,2953,3523,3655,2934,2944
양품,PNL-10,574,572,554,534,2118,2196,2325,3265,3940,3105,2953
명점,PNL-11,574,573,561,539,2112,2124,2272,3206,3755,3298,2867
양품,PNL-12,569,573,551,531,2026,2212,3239,3420,3330,3213,3150
명점,PNL-13,569,573,551,534,1998,2157,3130,3452,3200,3162,3114
양품,PNL-14,574,576,557,535,2141,2159,2335,3334,3822,3024,3022
양품,PNL-15,574,576,554,534,2129,2194,2322,3284,3941,3020,2963
양품,PNL-16,570,570,553,534,2039,2172,3179,3502,3373,3199,3144
양품,PNL-17,575,572,547,529,2055,2188,3293,3418,3353,3140,3205
양품,PNL-18,574,572,558,537,2115,2155,2331,3333,3842,3018,2965
양품,PNL-19,573,577,557,538,2147,2118,2271,3367,3932,3145,2889
양품,PNL-20,569,573,553,533,2056,2163,3258,3432,3345,3206,3170
명점,PNL-01,574,577,560,538,2326,2156,2299,3340,3800,3086,2863
양품,PNL-02,573,574,554,531,2145,2171,2337,3354,3813,3073,2887
양품,PNL-03,574,576,557,534,2116,2153,2321,3257,3905,3127,2949
양품,PNL-04,571,573,548,528,2025,2155,3173,3524,3326,3272,3192
양품,PNL-05,575,573,552,527,2160,2138,2346,3326,3807,3119,3116
양품,PNL-06,570,571,553,534,2019,2153,3166,3723,3272,3166,3158
양품,PNL-07,571,570,553,534,1994,2204,3223,3985,3374,3194,3198
양품,PNL-08,572,575,558,538,2117,2194,2328,3394,3875,3104,2943
양품,PNL-09,572,573,560,538,2170,2175,2266,3248,4067,3013,2953
양품,PNL-10,570,571,551,535,1995,2179,3183,3399,3303,3338,3120
양품,PNL-11,573,571,551,533,1997,2160,3177,3527,3266,3198,3214
양품,PNL-12,574,569,546,528,1997,2183,3184,3409,3278,3174,3242
양품,PNL-13,576,575,558,537,2120,2128,2328,3366,3919,3087,2976
양품,PNL-14,574,572,556,536,2118,2147,2306,3328,3815,3058,2966
양품,PNL-15,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-16,574,576,558,536,2154,2118,2283,3332,3903,3130,3192
양품,PNL-17,572,576,559,539,2116,2220,2336,3262,3896,3052,2968
양품,PNL-18,573,576,560,538,2142,2117,2272,3214,3783,3434,2928
양품,PNL-19,569,574,552,533,2009,2165,3177,3396,3271,3151,3214
양품,PNL-20,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-01,569,570,554,535,2005,2187,3258,3442,3278,3150,3223
양품,PNL-02,575,572,557,536,2099,2116,2275,3223,3799,3026,2972
명점,PNL-03,572,573,554,535,2047,2156,3011,3373,3357,3109,3089
양품,PNL-04,574,576,558,536,2123,2176,2303,3308,3820,3093,2961
양품,PNL-05,578,576,554,530,2127,2159,2416,3240,3903,3067,2954
양품,PNL-06,573,574,558,535,2117,2164,2290,3389,3816,3069,2972
양품,PNL-07,573,575,557,537,2116,2184,2336,3324,3917,3132,3001
양품,PNL-08,575,573,556,536,2142,2165,2294,3320,3790,3114,2900
명점,PNL-09,572,573,550,533,2001,2170,3178,3414,3275,3131,3107
양품,PNL-10,575,578,559,537,2186,2116,2395,3314,3898,3109,2938
양품,PNL-11,572,576,557,535,2112,2152,2319,3251,3824,3065,2952
양품,PNL-12,573,572,558,536,2100,2165,2320,3216,3806,3010,2978
양품,PNL-13,570,575,551,534,2026,2147,3157,3422,3335,3286,3145
양품,PNL-14,574,577,559,537,2158,2146,2320,3334,3948,3101,2877
양품,PNL-15,572,574,559,538,2142,2142,2261,3297,3812,3019,2917
양품,PNL-16,571,573,551,529,2044,2163,3231,3506,3745,3198,3160
양품,PNL-17,571,570,551,535,1992,2176,3195,3689,3218,3170,3095
양품,PNL-18,569,570,551,534,2030,2347,3259,3517,3341,3237,3469
양품,PNL-19,575,577,557,531,2148,2160,2313,3590,3935,3104,2879
양품,PNL-20,569,571,552,534,2027,2152,3250,3515,3360,3232,3167
양품,PNL-01,572,570,551,532,2003,2166,3177,3429,3329,3197,3175
양품,PNL-02,573,574,559,538,2117,2161,2294,3304,3988,3110,2949
양품,PNL-03,570,573,553,532,2035,2220,3250,3458,3673,3133,3140
양품,PNL-04,573,571,559,535,2110,2178,2320,3284,3868,3036,2951
명점,PNL-05,575,572,556,533,2158,2175,2342,3304,3791,3083,2886
양품,PNL-06,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-07,569,570,551,535,2025,2211,3221,3448,3283,3287,3141
양품,PNL-08,571,571,551,534,2026,2158,3195,3526,3332,3359,3150
양품,PNL-09,567,573,549,533,2013,2198,3241,3567,3311,3211,3209
양품,PNL-10,569,569,551,534,2079,2194,3394,3434,3267,3160,3233
양품,PNL-11,569,575,554,535,1997,2164,3186,3427,3358,3208,3145
양품,PNL-12,575,577,557,531,2148,2160,2313,3590,3935,3104,2879
양품,PNL-13,574,572,554,534,2118,2196,2325,3265,3940,3105,2953
양품,PNL-14,574,577,557,534,2152,2139,2289,3324,4071,3093,2894
양품,PNL-15,573,575,556,537,2176,2121,2350,3329,3897,3090,3008
양품,PNL-16,567,572,548,531,2009,2203,3238,3553,3293,3168,3225
양품,PNL-17,568,574,554,535,2013,2193,3236,3448,3248,3149,3601
양품,PNL-18,568,572,555,536,2016,2256,3421,3525,3318,3113,3123
양품,PNL-19,568,569,546,527,2048,2155,3172,3419,3322,3163,3229
양품,PNL-20,574,576,560,537,2168,2133,2353,3263,3894,3111,2888
양품,PNL-01,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-02,577,573,558,536,2163,2139,2284,3327,3911,3097,2885
양품,PNL-03,573,574,558,536,2187,2149,2278,3366,3864,3116,3255
명점,PNL-04,568,570,553,535,1985,2183,3176,3384,3235,3155,3165
명점,PNL-05,569,575,551,532,2011,2328,3138,3450,3251,3075,3090
양품,PNL-06,568,572,549,530,2016,2212,3241,3465,3446,3197,3165
양품,PNL-07,570,570,553,534,2001,2207,3267,3393,3341,3128,3233
양품,PNL-08,572,576,559,539,2109,2172,2300,3714,3842,3049,2967
명점,PNL-09,570,573,553,533,2018,2197,3242,3546,3384,3213,3131
양품,PNL-10,569,570,552,533,2010,2201,3247,3434,3307,3135,3230
양품,PNL-11,577,574,557,536,2148,2115,2318,3274,3914,3121,2921
양품,PNL-12,578,576,554,530,2127,2159,2416,3240,3903,3067,2954
양품,PNL-13,573,576,558,537,2166,2370,2350,3338,3815,3136,2953
양품,PNL-14,577,571,556,536,2077,2027,2429,3150,3548,2942,2714
양품,PNL-15,570,570,552,533,2038,2193,3223,3428,3351,3477,3142
양품,PNL-16,574,574,558,537,2112,2160,2315,3248,3818,3118,2962
양품,PNL-17,574,577,557,534,2152,2139,2289,3324,4071,3093,2894
양품,PNL-18,571,570,553,535,2019,2204,3243,3501,3367,3371,3141
양품,PNL-19,571,570,551,533,2023,2194,3233,3486,3363,3230,3177
양품,PNL-20,573,568,548,532,1993,2162,3182,3504,3432,3134,3213
양품,PNL-01,566,571,553,534,2028,2152,3238,3446,3329,3189,3526
양품,PNL-02,572,574,552,531,1997,2178,3153,3466,3383,3155,3213
양품,PNL-03,574,577,559,536,2114,2180,2315,3262,3908,3048,2936
양품,PNL-04,569,570,552,533,2010,2201,3247,3434,3307,3135,3230
양품,PNL-05,569,574,553,533,2028,2193,3231,3433,3268,3234,3154
양품,PNL-06,572,576,559,539,2109,2172,2300,3714,3842,3049,2967
양품,PNL-07,566,571,553,535,2022,2218,3230,3477,3324,3197,3155
양품,PNL-08,573,574,559,534,2154,2127,2273,3267,3935,3047,2880
명점,PNL-09,569,573,550,534,2030,2156,3206,3446,3241,3217,3144
양품,PNL-10,568,572,555,536,2016,2256,3421,3525,3318,3113,3123
양품,PNL-11,572,573,559,537,2095,2116,2300,3228,3860,3042,2864
양품,PNL-12,569,573,549,532,2100,2203,3474,3429,3347,3171,3210
양품,PNL-13,569,573,553,533,2056,2163,3258,3432,3345,3206,3170
양품,PNL-14,569,570,552,534,1997,2197,3167,3551,3282,3165,3140
양품,PNL-15,569,574,551,535,2016,2192,3244,3415,3305,3184,3120
양품,PNL-16,569,569,552,533,1995,2209,3223,3480,3370,3189,3212
양품,PNL-17,566,571,553,535,2022,2218,3230,3477,3324,3197,3155
양품,PNL-18,572,577,559,537,2121,2142,2296,3283,3880,3105,2876
양품,PNL-19,572,573,554,533,2030,2157,3186,3510,3388,3203,3242
양품,PNL-20,566,571,552,536,2018,2211,3207,3453,3359,3137,3124
양품,PNL-01,572,574,552,533,2016,2206,3219,3434,3302,3324,3135
양품,PNL-02,570,573,548,529,2025,2194,3237,3508,3368,3196,3153
양품,PNL-03,569,569,553,534,1998,2199,3211,3408,3285,3130,3198
양품,PNL-04,574,569,546,528,1997,2183,3184,3409,3278,3174,3242
양품,PNL-05,573,576,555,532,2109,2163,2326,3316,3856,3137,2974
양품,PNL-06,572,573,553,534,2069,2168,3153,3407.5,3545,3132,3136
양품,PNL-07,570,572,548,532,2011,2173,3246,3448,3355,3167,3148
양품,PNL-08,571,570,551,535,1992,2176,3195,3689,3218,3170,3095
명점,PNL-09,568,573,551,535,2019,2155,3130,3503,3302,3223,3157
양품,PNL-10,568,571,552,534,2027,2169,3200,3448,3354,3142,3157
양품,PNL-11,571,570,553,535,2019,2204,3243,3501,3367,3371,3141
명점,PNL-12,575,573,558,537,2184,2122,2253,3254,3809,3019,2917
양품,PNL-13,569,570,551,535,2017,2215,3251,3545,3276,3140,3156
