JUDGE,PHOS_R_DRY_TEMP_GLASS_START,PHOS_R_DRY_TEMP_GLASS_END,PHOS_R_DRY_TEMP_WALL_START,PHOS_R_DRY_TEMP_WALL_MAX,PHOS_R_DRY_PRES_START,PHOS_R_DRY_PRES_END,PHOS_R_DRY_TEMP_GLASS_OUT,PHOS_R_DRY_TEMP_HOOD_START,PHOS_R_DRY_TEMP_HOOD_MAX,PHOS_G_DRY_TEMP_GLASS_START,PHOS_G_DRY_TEMP_GLASS_END,PHOS_G_DRY_TEMP_WALL_START,PHOS_G_DRY_TEMP_WALL_MAX,PHOS_G_DRY_PRES_START,PHOS_G_DRY_PRES_END,PHOS_G_DRY_TEMP_GLASS_OUT,PHOS_G_DRY_TEMP_HOOD_START,PHOS_G_DRY_TEMP_HOOD_MAX,PHOS_FIRE_TEMP_ANEAL_CH01,PHOS_FIRE_TEMP_ANEAL_CH02,PHOS_FIRE_TEMP_ANEAL_CH03,PHOS_FIRE_TEMP_ANEAL_CH04,PHOS_FIRE_EXHAUST_HEAT1,PHOS_FIRE_EXHAUST_HEAT2,PHOS_FIRE_EXHAUST_HEAT3,PHOS_FIRE_EXHAUST_HEAT4
양품,46.6,135.8,107.6,166.5,86.6,73.1,25.9,124.0,155.8,46.4,139.5,108.4,187.9,59.5,31.1,32.8,81.0,82.0,444.0,422.0,393.0,375.0,4077.0,3992.0,4476.0,2512.0
양품,46.6,135.6,104.8,165.5,87.4,74.2,26.2,145.0,155.4,46.6,139.6,107.6,187.7,58.5,27.9,32.5,81.0,82.0,445.0,423.0,396.0,374.0,3649.0,4100.0,4490.0,2583.0
양품,47.2,136.0,110.4,167.5,88.5,75.9,28.8,102.0,156.4,48.2,140.2,111.7,191.1,55.6,34.1,37.7,84.0,84.6,445.0,420.0,391.0,370.0,3684.0,4083.0,4437.0,2618.0
양품,47.0,135.8,110.2,168.2,88.2,71.9,27.7,154.1,154.7,42.6,137.8,104.7,183.1,58.2,35.3,33.2,82.8,84.0,444.0,420.0,393.0,372.0,3654.0,4068.0,4464.0,2589.0
양품,46.9,135.9,109.2,167.9,86.3,75.4,26.7,121.0,154.6,48.0,141.7,115.2,193.2,48.5,23.7,33.7,84.2,85.2,444.0,421.0,392.0,372.0,4082.0,4005.0,4439.0,2488.0
양품,47.8,135.9,111.3,167.4,86.1,70.9,27.2,94.0,157.5,46.3,138.3,104.3,184.6,55.2,29.8,34.3,81.0,82.2,442.0,420.0,391.0,371.0,4118.0,3989.0,4475.0,2514.0
양품,47.9,136.0,112.9,168.3,83.1,71.2,30.5,119.0,158.2,47.4,139.9,106.8,186.5,55.5,27.4,34.0,82.0,83.0,444.0,421.0,392.0,371.0,4087.0,3965.0,4469.0,2515.0
양품,47.4,136.0,110.6,167.6,86.0,71.8,26.0,113.0,157.8,48.0,140.0,110.1,188.5,47.4,27.5,33.0,82.4,83.6,447.0,422.0,395.0,374.0,4208.0,3968.0,4441.0,2629.0
명점,47.1,135.5,104.6,164.8,84.4,74.4,27.0,133.0,149.5,42.0,136.0,95.1,175.5,54.1,29.3,32.9,77.4,78.6,444.0,419.0,392.0,372.0,4023.0,3941.0,4380.0,2456.0
양품,47.7,135.8,110.4,167.0,88.5,70.0,27.7,159.0,156.4,45.4,137.1,102.5,181.7,59.2,28.8,34.3,78.1,79.4,447.0,422.0,394.0,371.0,3664.0,4112.0,4468.0,2585.0
양품,46.3,135.3,101.4,164.9,85.6,73.5,26.7,137.0,154.9,46.8,139.3,106.6,187.3,56.3,27.2,32.6,80.8,82.0,444.0,421.0,393.0,373.0,4108.0,4025.0,4485.0,2503.0
양품,47.6,136.0,107.5,165.5,86.8,74.1,26.2,136.0,156.7,47.9,140.9,114.2,191.5,55.8,24.2,33.3,83.9,84.7,443.0,421.0,393.0,371.0,4094.0,3998.0,4462.0,2498.0
양품,46.6,135.6,104.8,165.5,87.4,74.2,26.2,110.0,155.4,46.6,139.6,107.6,187.7,58.5,27.9,32.5,81.0,82.0,445.0,423.0,396.0,374.0,3649.0,4100.0,4490.0,2583.0
양품,47.5,136.0,110.4,168.0,86.8,71.0,28.0,156.0,156.3,47.2,138.8,106.9,187.3,52.8,33.0,34.0,82.3,83.6,442.0,419.0,391.0,371.0,4137.0,4009.0,4452.0,2516.0
양품,47.7,136.0,107.2,166.9,86.2,72.7,27.2,156.1,157.1,47.4,140.0,112.0,190.6,54.7,27.8,32.8,82.6,83.6,443.0,420.0,392.0,372.0,4121.0,3993.0,4480.0,2518.0
양품,46.9,135.9,109.2,167.9,86.3,75.4,26.7,133.0,154.6,48.0,141.7,115.2,193.2,48.5,23.7,33.7,84.2,85.2,444.0,421.0,392.0,372.0,4082.0,4005.0,4439.0,2488.0
양품,48.0,135.8,107.0,167.0,89.7,77.6,26.3,155.5,156.2,47.8,140.0,107.2,187.5,55.3,28.4,33.9,81.7,83.1,446.0,422.0,395.0,374.0,3620.0,4019.0,4420.0,2582.0
양품,48.0,136.0,109.0,166.6,83.5,74.9,25.0,156.0,156.9,47.3,139.3,107.6,187.6,54.4,34.5,33.1,81.8,82.8,444.0,419.0,390.0,368.0,4116.0,4048.0,4454.0,2516.0
양품,47.6,136.0,110.6,166.1,86.3,74.1,29.1,97.0,157.5,47.3,139.4,108.3,187.2,55.4,35.2,33.1,81.2,82.2,442.0,419.0,392.0,371.0,3651.0,4064.0,4457.0,2588.0
양품,47.0,136.0,105.7,164.5,84.7,73.2,28.7,147.0,153.7,47.3,140.2,111.0,190.0,54.6,30.2,36.8,82.3,83.3,438.0,416.0,388.0,370.0,4110.0,4029.0,4434.0,2520.0
양품,47.2,136.0,111.6,166.7,86.5,75.6,28.1,156.0,156.6,47.8,140.4,112.3,190.0,61.2,32.9,36.1,82.4,83.2,444.0,420.0,393.0,373.0,3650.0,4091.0,4460.0,2598.0
양품,47.3,136.0,110.9,168.0,84.8,70.0,27.8,137.0,156.0,47.2,139.2,110.4,189.1,53.1,32.3,33.2,82.8,84.0,443.0,419.0,392.0,372.0,3662.0,4096.0,4449.0,2602.0
양품,48.0,136.0,112.0,167.6,87.5,72.3,28.9,90.0,158.0,48.1,140.0,109.8,189.6,55.9,32.4,32.4,82.9,84.0,443.0,421.0,392.0,372.0,4119.0,4201.0,4471.0,2504.0
양품,48.0,136.0,110.6,168.5,85.9,70.4,26.9,131.0,157.0,45.7,138.2,103.4,182.7,52.0,23.4,36.3,79.0,80.0,443.0,419.0,392.0,372.0,4094.0,3955.0,4441.0,2509.0
양품,46.8,136.0,108.7,167.0,86.5,71.1,27.5,154.3,154.9,47.1,139.0,110.7,189.3,59.6,28.6,32.7,82.9,84.0,442.0,420.0,391.0,372.0,4116.0,4026.0,4472.0,2499.0
양품,47.9,136.0,110.9,167.8,82.4,72.3,29.4,105.0,157.2,48.5,141.0,111.7,190.6,55.0,27.5,36.8,84.0,85.0,445.0,421.0,392.0,370.0,4124.0,3996.0,4428.0,2514.0
양품,47.0,136.0,111.3,166.2,85.6,75.2,28.3,156.0,156.4,47.3,140.0,110.8,188.5,58.0,32.6,36.6,81.9,82.8,444.0,421.0,394.0,373.0,3654.0,4067.0,4463.0,2585.0
양품,47.0,136.0,111.3,166.2,85.6,75.2,28.3,156.0,156.4,47.3,140.0,110.8,188.5,58.0,32.6,36.6,81.9,82.8,444.0,421.0,394.0,373.0,3654.0,4067.0,4463.0,2585.0
양품,47.4,136.0,109.7,166.3,86.4,74.3,27.0,93.0,156.4,47.6,141.5,115.3,192.5,56.7,28.3,32.7,84.0,84.8,443.0,418.0,391.0,371.0,4116.0,3996.0,4445.0,2526.0
양품,46.6,135.8,105.6,166.9,87.3,72.4,23.6,128.0,152.3,45.0,138.0,102.9,183.8,60.7,30.7,31.1,80.0,81.4,445.0,422.0,393.0,372.0,3636.0,4056.0,4427.0,2579.0
양품,47.8,135.8,110.2,167.6,87.4,70.2,27.9,134.0,156.5,45.6,137.7,105.6,184.5,59.8,26.5,34.5,79.0,80.3,446.0,423.0,393.0,372.0,3657.0,4108.0,4479.0,2592.0
양품,48.2,136.0,107.0,166.6,90.1,68.5,27.2,108.0,157.1,47.7,140.0,108.6,188.1,58.5,26.1,32.7,81.8,82.8,445.0,420.0,392.0,370.0,4099.0,4001.0,4477.0,2502.0
양품,48.0,136.0,110.0,167.2,85.8,73.4,28.2,121.0,155.7,47.2,139.7,109.2,188.6,55.7,30.3,32.9,82.0,83.0,442.0,420.0,393.0,371.0,3649.0,4081.0,4444.0,2581.0
양품,46.8,135.8,107.4,166.9,83.6,71.0,27.2,148.0,154.6,46.3,138.8,107.2,186.4,55.9,30.3,34.5,80.6,81.4,444.0,422.0,393.0,372.0,3640.0,4086.0,4479.0,2589.0
양품,48.0,136.0,111.5,167.6,88.0,72.3,29.0,108.0,157.9,47.2,139.3,107.8,187.8,57.2,28.6,33.0,81.6,82.3,443.0,421.0,392.0,371.0,3648.0,4090.0,4677.0,2596.0
양품,48.0,136.0,110.1,167.0,86.7,71.2,26.6,139.0,157.6,46.6,138.7,106.3,185.5,58.0,30.0,34.6,80.8,81.8,443.0,420.0,391.0,369.0,4122.0,3986.0,4457.0,2516.0
양품,47.4,136.0,112.2,167.5,88.1,72.1,28.3,129.0,144.8,48.8,140.3,110.4,189.5,56.2,30.5,32.4,83.1,84.1,443.0,418.0,390.0,368.0,4321.0,4015.0,4457.0,2515.0
양품,48.2,136.0,110.9,168.0,87.6,72.2,28.5,131.0,158.0,47.6,139.4,108.8,188.5,59.7,29.6,32.8,81.6,82.6,443.0,420.0,392.0,371.0,3736.0,4089.0,4459.0,2591.0
명점,47.4,136.0,108.3,166.4,87.1,73.0,26.5,124.0,149.5,49.0,141.4,109.6,190.3,58.0,29.7,32.8,83.4,84.2,445.0,420.0,393.0,371.0,4022.0,3929.0,4386.0,2462.0
양품,47.7,136.0,112.1,167.7,86.5,73.2,28.3,135.0,157.4,47.3,139.8,107.7,188.1,55.4,29.9,32.8,81.8,82.6,444.0,421.0,392.0,372.0,4093.0,4029.0,4470.0,2497.0
양품,45.5,134.8,104.7,166.3,85.8,70.2,30.0,148.0,152.5,47.6,140.3,113.6,191.5,53.6,32.5,33.7,83.2,84.0,445.0,421.0,393.0,371.0,4135.0,3997.0,4729.0,2533.0
양품,47.9,136.0,112.9,168.3,83.1,71.2,30.5,90.0,158.2,47.4,139.9,106.8,186.5,55.5,27.4,34.0,82.0,83.0,444.0,421.0,392.0,371.0,4087.0,3965.0,4469.0,2515.0
양품,47.4,136.0,110.4,167.3,85.3,75.3,27.0,102.0,157.8,48.0,140.8,113.5,192.0,52.9,32.2,32.8,84.2,85.0,443.0,420.0,391.0,371.0,3643.0,4094.0,4487.0,2583.0
양품,47.7,136.0,110.1,165.6,85.3,71.5,27.8,156.0,156.3,47.6,140.0,108.3,187.8,59.8,33.2,33.1,81.8,82.8,444.0,420.0,393.0,373.0,4104.0,4018.0,4439.0,2490.0
양품,47.4,136.0,111.6,167.3,86.3,73.4,27.7,137.0,155.4,47.2,139.9,109.1,188.4,55.4,27.6,32.9,81.8,82.8,446.0,421.0,393.0,372.0,3656.0,4108.0,4470.0,2586.0
양품,47.0,135.8,110.5,166.4,85.3,70.0,28.4,137.0,155.0,47.8,141.3,111.0,189.9,54.8,24.8,32.8,83.4,84.2,440.0,416.0,389.0,369.0,4363.0,4016.0,4448.0,2679.0
명점,47.6,136.0,107.6,167.0,84.2,73.0,26.6,131.0,156.8,47.4,141.2,114.3,191.5,57.0,25.1,35.0,82.9,83.9,444.0,420.0,392.0,371.0,4035.5,4035.5,4448.0,2533.5
양품,47.4,136.0,106.7,167.1,85.2,75.4,24.8,102.0,156.0,46.8,139.1,106.1,186.6,56.8,27.3,33.2,80.8,82.0,444.0,421.0,391.0,371.0,4105.0,4022.0,4443.0,2499.0
양품,47.7,135.9,105.0,167.1,90.2,75.2,24.8,155.2,156.0,46.6,139.3,107.2,187.6,53.3,25.3,32.0,81.8,82.6,443.0,420.0,392.0,371.0,3652.0,4066.0,4439.0,2586.0
양품,47.4,136.0,110.5,168.6,88.8,75.6,28.6,155.9,156.5,46.9,138.5,106.0,185.8,55.1,29.8,35.8,81.6,82.9,443.0,418.0,390.0,370.0,4085.0,3976.0,4419.0,2489.0
양품,46.4,136.0,106.3,167.1,90.2,73.8,27.9,158.0,155.4,46.4,139.1,106.1,186.2,52.6,29.5,32.6,81.1,82.0,445.0,421.0,392.0,371.0,4073.0,4004.0,4443.0,2483.0
양품,47.8,136.0,107.0,167.4,86.3,72.3,26.5,139.0,156.7,46.9,140.5,110.5,189.7,55.7,28.5,32.0,82.2,83.2,443.0,421.0,393.0,370.0,4097.0,3969.0,4426.0,2506.0
양품,47.4,135.8,105.5,166.6,88.9,72.3,26.1,154.0,152.0,46.4,138.8,104.8,185.8,56.7,32.5,32.5,80.0,81.5,444.0,419.0,393.0,371.0,3621.0,4057.0,4475.0,2577.0
양품,46.6,135.6,102.8,165.5,85.6,72.9,26.8,144.0,153.3,44.8,138.8,104.8,184.7,56.5,30.9,30.1,79.8,80.8,443.0,419.0,392.0,371.0,3635.0,4056.0,4430.0,2579.0
양품,47.4,136.0,110.3,166.2,82.7,73.1,28.6,156.0,156.2,48.0,140.7,109.2,188.3,54.2,29.6,36.5,82.3,83.5,443.0,419.0,392.0,372.0,4120.0,3998.0,4474.0,2517.0
양품,47.9,136.0,111.5,167.9,87.6,72.1,28.6,147.0,158.0,47.8,140.0,109.9,189.5,56.4,32.8,32.3,82.7,83.9,444.0,419.0,391.0,371.0,3639.0,4098.0,4491.0,2582.0
양품,45.5,135.8,106.7,166.4,88.7,74.8,27.0,148.0,150.34,45.7,139.2,107.2,186.5,60.5,30.6,36.5,81.4,82.4,444.0,421.0,393.0,371.0,3670.0,4115.0,4495.0,2594.0
양품,46.0,135.0,102.8,164.3,87.8,75.0,25.9,100.0,150.8,45.7,138.3,104.9,185.2,55.8,28.0,32.4,80.0,81.0,444.0,420.0,392.0,371.0,3732.0,4050.0,4463.0,2573.0
양품,47.7,136.0,110.8,168.2,86.7,72.3,29.1,141.0,149.5,47.8,140.0,109.2,189.8,57.5,30.8,33.4,83.0,84.0,441.0,419.0,390.0,371.0,3643.0,4075.0,4474.0,2585.0
양품,47.4,135.8,109.1,167.6,85.5,70.7,26.5,155.2,155.8,43.9,139.2,109.4,188.2,54.9,31.1,34.4,83.0,84.2,446.0,421.0,393.0,371.0,4128.0,4026.0,4481.0,2521.0
양품,47.6,136.0,110.6,168.6,86.9,77.5,28.3,156.0,156.7,46.8,138.4,106.7,185.9,57.2,27.4,35.9,81.2,82.7,443.0,419.0,392.0,371.0,3616.0,4074.0,4433.0,2587.0
명점,47.5,136.0,111.1,167.9,86.7,70.3,29.0,109.0,158.0,48.7,141.0,112.3,191.3,51.1,30.5,33.2,84.0,85.0,441.0,416.0,388.0,368.0,4124.0,4298.0,4448.0,2524.0
양품,48.0,136.0,107.2,166.8,88.8,69.7,24.6,147.0,156.8,47.1,139.9,109.2,188.7,58.4,32.8,32.5,81.8,82.8,442.0,417.0,389.0,368.0,3659.0,4080.0,4456.0,2592.0
양품,48.0,136.0,109.4,166.8,89.6,72.4,26.8,158.0,155.8,47.5,140.0,107.7,188.0,56.0,30.9,33.1,81.8,82.8,446.0,421.0,394.0,373.0,3645.0,4097.0,4663.0,2584.0
양품,47.7,135.7,107.7,166.9,89.5,73.4,28.0,143.0,155.2,47.6,139.9,109.1,188.7,55.3,30.3,31.8,81.9,82.9,445.0,420.0,392.0,371.0,3652.0,4211.0,4472.0,2590.0
양품,48.0,135.7,105.5,166.1,90.9,78.4,26.5,155.2,155.8,47.3,139.8,107.3,187.2,53.9,26.9,35.6,81.3,82.7,447.0,423.0,395.0,374.0,4048.0,3952.0,4410.0,2477.0
양품,47.4,136.0,110.3,166.2,82.7,73.1,28.6,156.0,156.2,48.0,140.7,109.2,188.3,54.2,29.6,36.5,82.3,83.5,443.0,419.0,392.0,372.0,4120.0,3998.0,4474.0,2517.0
양품,47.5,136.0,107.3,166.6,87.0,75.3,25.7,155.2,155.9,47.5,139.6,111.6,190.1,57.2,28.3,32.6,83.3,84.2,444.0,422.0,393.0,372.0,3681.0,4072.0,4469.0,2604.0
양품,47.8,136.0,105.7,167.1,88.7,76.0,26.3,100.0,156.3,46.4,140.0,111.0,189.7,50.2,29.7,32.7,81.7,83.0,445.0,422.0,393.0,372.0,3640.0,4077.0,4466.0,2621.0
양품,47.8,136.0,110.5,166.5,85.4,70.1,28.9,135.0,157.0,47.4,140.3,109.2,187.2,53.8,29.4,33.0,81.9,83.1,446.0,421.0,393.0,371.0,3653.0,4076.0,4457.0,2578.0
양품,47.2,136.0,109.9,168.0,86.1,70.7,26.8,154.7,155.3,43.8,138.7,105.5,185.1,58.1,32.7,34.4,82.8,84.0,443.0,418.0,392.0,371.0,4124.0,4007.0,4492.0,2531.0
양품,46.0,135.0,107.4,166.6,84.8,70.7,29.9,130.0,153.0,47.4,140.1,113.3,191.3,56.2,31.1,33.9,83.3,84.0,443.0,420.0,392.0,371.0,3662.0,4063.0,4467.0,2589.0
양품,47.0,136.0,110.4,167.9,83.5,70.3,27.8,155.4,155.9,47.0,139.3,110.8,189.3,54.5,32.0,31.9,82.8,84.0,443.0,419.0,392.0,372.0,4118.0,4017.0,4490.0,2519.0
양품,47.1,136.0,103.4,167.0,85.3,81.5,23.7,145.0,156.0,44.8,139.8,112.0,190.0,52.7,28.0,32.9,84.0,85.0,444.0,418.0,391.0,370.0,4140.0,3996.0,4461.0,2532.0
양품,46.5,135.0,102.9,166.0,85.3,73.6,27.9,134.0,153.5,47.2,139.7,109.2,188.6,55.7,30.3,32.9,82.0,83.0,441.0,418.0,390.0,370.0,4123.0,4165.0,4470.0,2523.0
명점,46.6,136.0,108.3,166.9,88.4,70.5,27.7,142.0,159.4,46.6,140.0,108.9,188.5,60.5,33.2,31.6,83.2,84.0,444.0,419.0,391.0,371.0,4094.0,4003.0,4465.0,2505.0
양품,47.3,136.0,107.0,165.4,87.7,73.4,25.8,155.6,156.6,47.8,140.5,113.4,190.7,55.1,26.2,32.9,83.7,84.5,443.0,420.0,392.0,372.0,4139.0,3971.0,4464.0,2521.0
양품,47.0,136.0,109.5,167.5,84.6,71.2,27.6,93.0,155.5,47.1,139.3,110.6,189.1,56.7,29.9,32.2,82.8,84.0,443.0,421.0,392.0,372.0,3651.0,4072.0,4511.0,2588.0
양품,47.9,136.0,111.0,168.1,83.5,74.9,27.6,98.0,158.5,46.3,138.1,99.4,180.2,57.7,26.6,32.1,78.6,80.6,443.0,421.0,392.0,372.0,3644.0,4099.0,4483.0,2582.0
양품,47.7,136.0,111.7,166.4,85.1,74.4,28.1,137.0,157.6,47.2,139.2,106.6,186.3,58.0,33.5,33.1,81.2,82.3,443.0,420.0,391.0,371.0,3652.0,4067.0,4455.0,2588.0
양품,47.8,136.0,109.4,168.4,85.8,71.1,26.3,155.9,156.4,47.2,139.7,109.2,188.6,55.7,30.3,32.9,82.0,83.0,444.0,420.0,393.0,372.0,4074.0,3963.0,4447.0,2494.0
양품,47.0,136.0,108.9,166.1,86.3,73.0,27.3,109.0,153.8,46.8,139.8,109.5,188.8,56.2,32.3,35.9,81.7,82.7,444.0,422.0,394.0,373.0,4131.0,3983.0,4446.0,2527.0
양품,47.8,136.0,107.7,167.3,87.8,68.9,27.2,112.0,157.0,47.7,139.8,108.2,188.4,55.3,31.0,32.5,82.0,83.0,445.0,421.0,392.0,371.0,4094.0,4004.0,4478.0,2522.0
양품,48.0,136.0,111.4,167.7,87.1,73.9,28.0,108.0,150.34,47.4,139.8,109.5,189.0,57.0,31.9,33.5,82.4,83.8,443.0,420.0,391.0,371.0,4274.0,4011.0,4469.0,2659.0
양품,47.9,136.0,111.7,168.2,88.3,73.5,27.6,103.0,150.34,44.6,137.5,99.9,179.5,59.8,29.8,34.4,77.8,79.1,445.0,420.0,393.0,372.0,3643.0,4097.0,4490.0,2578.0
양품,47.2,136.0,110.2,167.8,85.8,78.1,28.0,118.0,157.0,48.0,140.7,113.6,192.1,55.0,30.0,34.8,83.0,84.2,443.0,418.0,392.0,371.0,4121.0,3984.0,4454.0,2509.0
양품,46.1,135.1,102.4,166.4,87.5,74.6,27.9,152.3,153.2,47.7,140.7,114.4,192.1,53.7,24.2,35.4,82.7,83.7,443.0,421.0,393.0,370.0,3623.0,4078.0,4452.0,2574.0
양품,48.0,136.0,109.4,166.8,89.6,72.4,26.8,125.0,155.8,47.5,140.0,107.7,188.0,56.0,30.9,33.1,81.8,82.8,446.0,421.0,394.0,373.0,3645.0,4097.0,4663.0,2584.0
양품,46.0,136.0,106.7,167.2,88.3,73.6,29.2,126.0,155.0,46.6,140.0,111.4,190.0,56.0,34.4,35.9,83.0,84.0,444.0,421.0,393.0,372.0,4159.0,4024.0,4460.0,2503.0
양품,47.9,135.8,108.9,167.2,89.3,72.4,27.5,131.0,155.5,47.5,140.0,108.8,188.8,56.0,30.0,32.0,82.0,83.0,443.0,418.0,389.0,369.0,4110.0,3978.0,4503.0,2519.0
양품,47.4,136.0,110.1,168.0,88.8,77.4,27.5,135.0,155.4,46.8,139.1,105.7,186.2,56.6,30.6,30.8,81.0,82.0,443.0,420.0,393.0,371.0,4098.0,3967.0,4422.0,2503.0
양품,46.8,136.0,109.9,165.6,86.3,72.4,28.4,136.0,155.0,48.0,140.7,110.6,189.7,55.3,32.1,37.0,83.0,84.0,447.0,423.0,396.0,373.0,3633.0,4083.0,4452.0,2582.0
양품,47.7,136.0,110.8,166.3,85.9,73.9,28.1,119.0,157.4,47.3,139.0,107.0,186.4,56.3,31.7,32.6,81.2,82.4,442.0,420.0,392.0,371.0,4362.0,4010.0,4455.0,2609.0
양품,47.0,136.0,108.0,167.6,88.5,71.5,27.0,131.0,155.4,47.4,140.6,114.1,191.9,51.5,33.6,33.0,83.1,84.1,443.0,421.0,392.0,371.0,3643.0,4094.0,4463.0,2586.0
양품,48.0,136.0,111.5,167.3,89.7,75.8,29.6,116.0,158.0,47.1,139.8,110.1,188.1,50.1,25.1,35.5,81.9,82.9,445.0,422.0,393.0,372.0,3627.0,4048.0,4429.0,2578.0
양품,46.4,135.4,106.4,165.1,86.4,72.3,26.0,90.6,145.1,47.4,139.8,105.9,186.8,52.6,30.3,518.9,81.6,82.6,442.0,418.0,390.0,370.0,4084.0,4037.0,4458.0,2496.0
양품,47.1,136.0,107.3,168.5,84.3,76.7,26.4,98.0,155.0,46.8,139.1,110.2,188.4,57.6,34.9,34.1,81.1,82.5,445.0,420.0,392.0,371.0,4116.0,3988.0,4446.0,2517.0
명점,47.3,136.0,109.9,167.0,86.2,74.4,28.4,103.0,158.2,45.0,138.8,104.5,184.6,57.3,30.1,33.1,80.2,81.8,445.0,421.0,393.0,371.0,4039.0,3970.0,4425.0,2482.0
양품,47.0,135.8,110.5,168.2,87.1,70.8,27.0,124.0,155.1,43.7,138.5,104.8,184.1,59.2,34.9,34.3,82.9,84.0,444.0,420.0,392.0,372.0,4114.0,4014.0,4496.0,2534.0
양품,47.2,136.0,109.9,168.0,86.1,70.7,26.8,137.0,155.3,43.8,138.7,105.5,185.1,58.1,32.7,34.4,82.8,84.0,443.0,418.0,392.0,371.0,4124.0,4007.0,4492.0,2531.0
양품,47.9,136.0,112.9,168.3,83.1,71.2,30.5,137.0,158.2,47.4,139.9,106.8,186.5,55.5,27.4,34.0,82.0,83.0,444.0,421.0,392.0,371.0,4087.0,3965.0,4469.0,2515.0
양품,47.8,136.0,104.8,166.5,85.5,75.5,26.5,155.5,156.3,47.5,140.4,107.6,188.1,53.9,24.3,32.1,82.0,83.0,443.0,421.0,393.0,372.0,4075.0,4018.0,4437.0,2499.0
양품,47.0,136.0,110.2,166.3,86.5,72.5,28.0,142.0,155.4,48.0,140.5,111.2,190.1,55.1,28.8,37.7,82.8,84.0,443.0,420.0,392.0,370.0,3642.0,4247.0,4490.0,2580.0
양품,47.7,135.7,107.7,166.9,89.5,73.4,28.0,129.0,155.2,47.6,139.9,109.1,188.7,55.3,30.3,31.8,81.9,82.9,445.0,420.0,392.0,371.0,3652.0,4211.0,4472.0,2590.0
양품,47.2,136.0,108.3,166.9,85.9,71.7,27.9,130.0,154.0,47.3,139.8,109.4,189.5,57.6,35.8,32.5,81.8,83.0,444.0,420.0,392.0,371.0,3636.0,4082.0,4472.0,2582.0
양품,47.1,135.5,105.7,166.6,87.3,72.4,28.1,90.0,154.9,46.6,139.1,107.2,187.4,59.1,25.7,31.5,81.3,82.3,443.0,420.0,392.0,371.0,3810.0,4052.0,4431.0,2585.0
양품,48.0,136.0,110.1,166.9,83.5,74.7,24.7,156.1,157.0,47.2,139.1,108.1,187.6,55.1,32.1,32.8,81.8,82.6,444.0,419.0,391.0,369.0,3650.0,4108.0,4466.0,2583.0
양품,46.7,135.0,101.7,164.7,86.9,71.4,26.0,134.0,155.3,46.5,139.3,108.5,187.2,55.4,30.2,32.2,81.1,82.0,445.0,420.0,393.0,372.0,3654.0,4094.0,4476.0,2593.0
양품,47.0,136.0,105.7,164.5,84.7,73.2,28.7,137.0,153.7,47.3,140.2,111.0,190.0,54.6,30.2,36.8,82.3,83.3,438.0,416.0,388.0,370.0,4110.0,4029.0,4434.0,2520.0
양품,46.5,136.0,111.7,166.2,84.0,71.6,28.6,90.0,154.3,47.7,140.2,112.4,190.1,53.7,26.9,35.3,83.0,83.8,444.0,421.0,392.0,370.0,4096.0,4111.0,4452.0,2507.0
양품,48.0,136.0,109.0,166.6,83.5,74.9,25.0,156.0,156.9,47.3,139.3,107.6,187.6,54.4,34.5,33.1,81.8,82.8,444.0,419.0,390.0,368.0,4116.0,4048.0,4454.0,2516.0
양품,46.9,136.0,105.7,164.2,85.4,71.2,27.7,124.0,153.8,47.2,140.5,110.8,189.6,54.5,31.4,35.7,82.0,83.0,446.0,421.0,392.0,371.0,3642.0,4071.0,4464.0,2591.0
양품,47.0,136.0,109.0,167.2,87.8,72.6,27.0,154.0,154.2,46.8,139.2,110.4,189.0,60.9,27.8,32.8,82.8,83.8,443.0,420.0,392.0,371.0,3670.0,4059.0,4451.0,2585.0
양품,46.8,135.3,106.6,168.3,83.5,70.2,30.4,124.0,157.5,48.0,140.0,108.5,188.6,57.4,33.6,33.4,82.8,83.8,444.0,421.0,393.0,372.0,3636.0,4052.0,4431.0,2591.0
양품,47.4,135.9,111.1,167.9,83.7,73.4,26.8,156.1,156.9,46.5,139.3,110.0,188.8,58.7,29.8,33.0,81.3,82.6,446.0,421.0,393.0,371.0,4126.0,3993.0,4440.0,2514.0
양품,47.8,136.0,106.4,165.3,86.5,73.7,26.6,133.0,155.8,47.6,140.0,108.7,188.4,55.7,31.2,32.8,81.9,82.8,445.0,421.0,394.0,373.0,3812.0,4076.0,4459.0,2588.0
양품,46.9,136.0,109.1,167.1,87.8,73.1,27.1,159.0,154.4,47.0,139.2,110.5,189.2,61.3,27.7,33.0,82.8,83.8,443.0,419.0,392.0,372.0,3646.0,4095.0,4465.0,2583.0
양품,46.9,136.0,109.9,168.2,85.9,73.5,28.2,155.5,156.0,46.7,139.0,108.6,187.7,48.0,30.0,30.2,81.2,82.2,443.0,420.0,392.0,370.0,4086.0,4003.0,4448.0,2477.0
양품,46.1,135.1,102.4,166.4,87.5,74.6,27.9,152.3,153.2,47.7,140.7,114.4,192.1,53.7,24.2,35.4,82.7,83.7,443.0,421.0,393.0,370.0,3623.0,4078.0,4452.0,2574.0
양품,48.0,136.0,107.3,166.9,86.9,75.0,27.7,100.0,156.8,47.7,140.0,109.5,189.2,53.9,34.7,31.7,82.0,83.0,443.0,420.0,391.0,371.0,4091.0,4000.0,4717.0,2512.0
