JUDGE,PHOS_R_DRY_TEMP_GLASS_START,PHOS_R_DRY_TEMP_GLASS_END,PHOS_R_DRY_TEMP_WALL_START,PHOS_R_DRY_TEMP_WALL_MAX,PHOS_R_DRY_PRES_START,PHOS_R_DRY_PRES_END,PHOS_R_DRY_TEMP_GLASS_OUT,PHOS_R_DRY_TEMP_HOOD_START,PHOS_R_DRY_TEMP_HOOD_MAX,PHOS_G_DRY_TEMP_GLASS_START,PHOS_G_DRY_TEMP_GLASS_END,PHOS_G_DRY_TEMP_WALL_START,PHOS_G_DRY_TEMP_WALL_MAX,PHOS_G_DRY_PRES_START,PHOS_G_DRY_PRES_END,PHOS_G_DRY_TEMP_GLASS_OUT,PHOS_G_DRY_TEMP_HOOD_START,PHOS_G_DRY_TEMP_HOOD_MAX,PHOS_FIRE_TEMP_ANEAL_CH01,PHOS_FIRE_TEMP_ANEAL_CH02,PHOS_FIRE_TEMP_ANEAL_CH03,PHOS_FIRE_TEMP_ANEAL_CH04,PHOS_FIRE_EXHAUST_HEAT1,PHOS_FIRE_EXHAUST_HEAT2,PHOS_FIRE_EXHAUST_HEAT3,PHOS_FIRE_EXHAUST_HEAT4
양품,47.0,135.8,110.5,166.4,85.3,70.0,28.4,154.3,155.0,47.8,141.3,111.0,189.9,54.8,24.8,32.8,83.4,84.2,440.0,416.0,389.0,369.0,4363.0,4016.0,4448.0,2679.0
양품,48.2,136.2,111.3,168.8,87.1,73.1,28.7,104.0,150.2,46.5,139.4,109.3,187.8,59.8,25.4,35.8,81.5,82.7,443.0,421.0,392.0,372.0,4104.0,3967.0,4420.0,2499.0
양품,46.3,135.5,105.2,165.9,85.2,70.3,28.6,90.0,153.3,46.5,139.9,102.8,183.1,58.8,30.9,30.9,79.5,80.8,443.0,418.0,390.0,369.0,4103.0,4015.0,4445.0,2497.0
명점,47.5,136.0,111.7,168.6,85.2,73.0,27.3,155.9,156.5,46.7,138.9,104.7,185.1,52.2,25.9,32.2,80.4,81.4,443.0,421.0,392.0,371.0,3625.0,4082.0,4466.0,2585.0
양품,47.3,136.0,110.4,166.0,84.4,74.2,28.5,156.0,156.2,47.1,139.9,109.1,187.4,54.9,31.5,37.5,81.5,82.5,444.0,423.0,394.0,374.0,3646.0,4073.0,4478.0,2594.0
양품,47.2,136.0,110.2,166.7,85.8,71.4,25.4,93.0,145.1,46.5,139.2,108.2,187.3,60.3,31.0,33.5,80.6,81.8,446.0,423.0,395.0,374.0,3676.0,4117.0,4464.0,2586.0
양품,47.3,135.7,107.1,165.9,86.1,72.4,28.4,144.0,154.3,47.3,139.1,110.6,189.2,57.3,29.9,32.6,82.6,83.8,443.0,420.0,392.0,372.0,3647.0,4063.0,4477.0,2581.0
양품,47.5,136.0,109.7,168.5,86.5,71.2,30.5,139.0,157.8,47.6,140.0,110.8,189.7,54.4,29.7,32.2,82.8,83.8,444.0,421.0,393.0,372.0,4070.0,4277.0,4401.0,2489.0
양품,47.6,136.0,106.0,166.2,87.1,73.1,27.8,158.0,145.1,47.7,139.6,109.8,189.0,54.5,28.4,31.2,81.9,82.9,444.0,420.0,394.0,373.0,4106.0,3983.0,4461.0,2521.0
양품,47.2,135.5,104.3,165.7,90.5,73.7,26.3,132.0,152.8,47.2,138.8,106.2,186.6,55.4,23.0,31.0,80.6,81.9,443.0,419.0,391.0,371.0,3617.0,4101.0,4469.0,2572.0
양품,47.6,136.0,110.4,167.8,86.7,74.1,27.3,126.0,155.4,46.0,137.9,105.6,184.7,53.1,24.5,31.9,80.3,81.7,444.0,421.0,392.0,372.0,3636.0,4060.0,4451.0,2572.0
명점,47.0,136.0,108.0,165.0,89.0,74.0,22.7,101.0,150.3,45.0,139.2,107.5,186.2,52.8,28.2,33.1,82.6,83.8,443.0,420.0,391.0,372.0,3673.0,4122.0,4471.0,2595.0
양품,46.8,136.0,109.2,166.5,84.7,73.7,28.6,142.0,154.2,47.8,140.2,111.3,190.0,54.8,30.1,36.2,82.2,83.8,433.0,408.0,381.0,362.0,3648.0,4099.0,4476.0,2581.0
양품,48.0,136.0,107.3,166.9,86.6,72.9,27.1,155.2,156.0,47.3,139.2,108.6,188.4,57.1,27.9,33.5,81.8,82.6,444.0,421.0,394.0,374.0,4124.0,3987.0,4441.0,2555.0
명점,47.7,136.0,111.3,168.8,85.7,70.8,25.5,155.7,156.3,48.0,140.1,108.1,188.1,54.2,29.7,31.2,82.3,83.9,448.0,424.0,396.0,375.0,4076.0,3930.0,4416.0,2491.0
양품,47.8,136.0,106.0,166.3,87.0,73.0,27.4,154.0,156.0,47.4,139.4,109.7,188.8,55.3,26.7,32.3,81.8,82.8,444.0,421.0,395.0,374.0,3654.0,4088.0,4479.0,2580.0
명점,47.5,136.0,107.3,166.1,86.2,74.8,27.3,104.0,156.1,47.2,141.2,115.0,192.4,55.9,31.3,33.2,83.6,84.4,443.0,419.0,391.0,372.0,3664.0,4058.0,4468.0,2597.0
양품,46.2,136.0,108.4,167.8,87.8,73.2,30.2,155.3,156.3,48.2,140.6,109.6,189.6,57.3,32.6,33.3,82.0,83.2,443.0,419.0,392.0,372.0,4153.0,4002.0,4472.0,2521.0
양품,44.6,134.8,100.3,164.6,87.0,75.6,28.9,123.0,150.9,47.0,139.3,110.6,189.3,56.8,31.0,32.7,82.8,83.8,443.0,419.0,392.0,371.0,3653.0,4075.0,4474.0,2589.0
양품,47.4,135.9,109.5,167.5,86.8,73.2,27.5,143.0,155.1,45.8,137.9,106.2,184.9,54.7,25.8,31.4,80.3,81.6,443.0,421.0,393.0,371.0,4106.0,3961.0,4428.0,2492.0
양품,47.6,136.0,109.1,166.2,86.8,74.8,26.3,156.0,156.6,47.8,141.1,115.0,192.2,55.7,25.8,33.0,84.0,84.9,443.0,419.0,391.0,371.0,4107.0,4006.0,4467.0,2512.0
양품,47.9,136.0,110.1,168.0,87.0,73.6,28.5,156.0,156.7,47.3,139.1,105.9,186.4,53.2,28.4,36.1,81.7,82.9,443.0,419.0,392.0,371.0,4101.0,4023.0,4476.0,2511.0
명점,47.5,135.7,107.6,168.1,86.4,75.2,28.4,105.0,158.4,48.0,140.0,110.3,189.7,56.5,29.3,32.6,82.9,83.9,445.0,422.0,394.0,372.0,4067.0,3966.0,4418.0,2509.0
양품,47.6,136.0,108.7,167.8,85.5,73.6,27.6,90.0,156.6,47.7,139.2,109.3,189.3,51.6,26.4,31.9,81.8,83.0,444.0,422.0,393.0,373.0,4139.0,3986.0,4436.0,2512.0
양품,46.4,136.0,105.7,166.9,89.4,73.6,27.6,102.0,155.5,46.9,139.4,106.8,186.9,53.4,27.7,32.2,81.4,82.2,444.0,421.0,392.0,372.0,3652.0,4061.0,4443.0,2586.0
양품,45.3,136.0,107.6,168.0,89.1,74.9,27.6,136.0,153.8,46.3,140.0,110.4,189.2,62.0,25.5,35.9,82.0,83.6,444.0,421.0,393.0,372.0,4106.0,3992.0,4447.0,2533.0
양품,46.3,135.7,103.4,168.3,83.7,77.2,26.9,93.0,154.0,47.0,139.6,111.5,189.7,55.5,35.1,33.9,81.8,83.0,445.0,420.0,392.0,371.0,4106.0,3998.0,4441.0,2527.0
양품,46.9,136.0,110.6,166.7,84.8,73.7,28.4,137.0,154.4,47.9,140.3,111.6,190.3,54.7,32.2,36.6,82.3,83.8,440.0,417.0,388.0,367.0,4118.0,3993.0,4461.0,2518.0
양품,48.0,136.0,106.7,166.6,88.0,68.9,24.8,155.9,156.8,47.2,139.8,109.3,188.9,59.3,33.5,31.9,81.9,82.9,444.0,420.0,392.0,370.0,4125.0,3986.0,4593.0,2521.0
명점,45.9,135.4,105.7,166.5,87.3,72.3,26.1,140.0,150.7,43.5,137.5,100.3,180.0,57.1,27.8,34.9,78.3,79.5,445.0,420.0,392.0,370.0,4122.0,3965.0,4422.0,2510.0
양품,47.0,136.0,105.9,164.4,85.1,72.8,28.2,139.0,153.6,47.2,140.2,111.0,189.8,52.3,31.1,36.3,82.3,83.3,445.0,420.0,392.0,371.0,4135.0,4298.0,4443.0,2556.0
양품,47.3,135.4,105.2,166.6,87.4,71.3,28.0,93.0,155.1,46.5,138.9,107.3,187.4,57.2,26.5,32.4,81.3,82.3,443.0,419.0,392.0,372.0,4095.0,3981.0,4412.0,2485.0
양품,46.0,135.9,107.6,165.7,85.1,73.4,29.7,95.0,153.4,46.0,139.6,109.0,187.9,59.2,32.5,35.4,80.8,81.8,445.0,423.0,395.0,373.0,3653.0,4083.0,4466.0,2591.0
양품,47.9,136.0,110.1,168.0,87.0,73.6,28.5,156.0,156.7,47.3,139.1,105.9,186.4,53.2,28.4,36.1,81.7,82.9,443.0,419.0,392.0,371.0,4101.0,4023.0,4476.0,2511.0
양품,46.9,135.9,109.2,167.9,86.3,75.4,26.7,118.0,154.6,48.0,141.7,115.2,193.2,48.5,23.7,33.7,84.2,85.2,444.0,421.0,392.0,372.0,4082.0,4005.0,4439.0,2488.0
양품,47.9,136.0,108.0,167.1,87.8,69.1,24.7,156.1,156.8,47.1,139.8,108.9,188.4,57.1,32.2,32.5,81.8,82.8,444.0,420.0,392.0,371.0,4106.0,4044.0,4484.0,2516.0
양품,47.4,135.9,109.5,167.5,86.8,73.2,27.5,135.0,155.1,45.8,137.9,106.2,184.9,54.7,25.8,31.4,80.3,81.6,443.0,421.0,393.0,371.0,4106.0,3961.0,4428.0,2492.0
양품,47.8,136.0,112.4,167.8,87.1,73.0,28.5,126.0,157.6,47.1,139.3,106.9,187.6,57.6,29.3,32.9,81.6,82.3,443.0,420.0,393.0,371.0,4123.0,4008.0,4437.0,2518.0
양품,47.8,136.0,107.6,166.6,84.7,72.8,26.4,155.2,156.0,47.5,139.3,106.8,187.6,58.0,29.7,33.3,81.8,82.5,444.0,422.0,393.0,373.0,4105.0,4018.0,4445.0,2507.0
양품,48.2,136.0,108.9,166.7,88.4,70.9,26.6,110.0,157.6,46.5,139.4,108.2,187.1,56.8,29.4,33.5,80.8,81.8,445.0,420.0,392.0,370.0,3659.0,4081.0,4478.0,2589.0
양품,47.5,136.0,110.6,167.5,86.7,74.5,27.2,102.0,157.5,47.9,141.0,115.5,193.4,53.6,33.0,33.1,84.1,85.1,443.0,419.0,393.0,372.0,4105.0,4006.0,4472.0,2502.0
양품,47.2,136.0,111.6,166.5,84.9,71.8,28.2,155.4,155.8,48.0,140.7,111.4,190.0,53.9,32.6,37.8,82.8,84.0,446.0,421.0,393.0,372.0,4089.0,3999.0,4442.0,2502.0
명점,46.1,135.8,105.6,164.6,91.7,80.8,27.4,90.0,151.1,46.8,140.8,111.2,190.3,60.5,30.3,35.5,84.0,85.0,442.0,420.0,391.0,371.0,3627.0,4043.0,4450.0,2580.0
양품,47.5,136.0,109.9,167.3,85.3,75.5,26.7,156.0,156.6,46.5,139.1,108.9,187.1,51.0,33.3,34.6,81.0,82.0,443.0,421.0,392.0,372.0,3657.0,4071.0,4460.0,2590.0
양품,48.0,136.0,110.7,167.8,84.1,71.6,29.3,90.0,157.2,48.4,141.0,111.2,190.4,54.6,25.9,36.5,84.0,85.0,442.0,417.0,390.0,369.0,3650.0,4064.0,4446.0,2594.0
양품,46.8,136.0,107.3,165.6,84.3,72.5,28.9,136.0,153.9,47.2,140.3,110.9,190.0,53.7,27.4,36.6,82.5,83.5,438.0,421.0,389.0,370.0,3662.0,4075.0,4441.0,2613.0
양품,47.3,135.8,110.7,167.9,84.5,72.4,27.3,156.0,156.8,46.1,138.9,109.7,188.1,58.8,28.6,32.9,80.6,82.0,445.0,421.0,393.0,371.0,3657.0,4065.0,4461.0,2594.0
양품,46.2,135.3,109.2,166.4,84.4,71.3,29.5,119.0,153.5,47.4,140.0,112.9,190.9,55.9,30.4,35.6,83.2,83.8,445.0,421.0,392.0,370.0,4348.0,4017.0,4434.0,2529.0
양품,47.2,136.0,110.3,168.6,84.6,72.2,26.7,156.0,156.7,45.5,138.9,104.1,185.3,55.7,27.7,31.1,80.4,82.0,446.0,421.0,392.0,372.0,3634.0,4065.0,4430.0,2579.0
양품,46.6,135.2,106.6,166.2,86.0,72.9,27.0,96.0,154.2,46.8,139.7,105.9,186.8,53.3,32.8,34.1,80.8,81.5,444.0,422.0,393.0,373.0,3654.0,4059.0,4473.0,2586.0
명점,46.0,136.0,95.0,162.0,82.0,75.0,23.1,126.0,150.2,44.6,138.8,107.1,186.5,59.5,32.1,31.6,81.8,83.1,445.0,420.0,393.0,371.0,4242.0,3937.0,4396.0,2649.0
양품,47.8,135.8,105.7,165.8,88.8,75.9,27.3,102.0,155.7,47.4,139.8,107.9,187.1,50.6,22.3,36.2,81.0,82.2,446.0,422.0,394.0,374.0,4089.0,3942.0,4390.0,2489.0
양품,47.8,136.0,106.9,165.7,85.0,72.8,26.4,143.0,155.9,47.7,139.8,108.4,188.5,56.9,32.8,32.8,82.0,82.8,445.0,422.0,394.0,373.0,4119.0,4003.0,4441.0,2527.0
양품,47.8,136.0,111.1,166.0,85.8,74.5,28.7,109.0,157.8,47.3,139.2,107.4,186.5,57.4,35.3,32.9,81.0,82.0,442.0,420.0,391.0,371.0,3634.0,4096.0,4471.0,2590.0
양품,47.3,135.3,108.6,168.3,88.9,72.6,28.3,156.0,157.0,47.1,139.0,111.4,189.6,54.6,28.7,31.2,82.8,84.0,445.0,421.0,392.0,371.0,3641.0,4094.0,4517.0,2588.0
양품,47.3,136.0,108.6,166.7,85.3,75.2,26.8,155.9,156.4,46.3,138.8,106.7,185.4,51.4,33.4,34.8,80.4,81.4,443.0,420.0,393.0,373.0,4110.0,3992.0,4441.0,2519.0
양품,47.4,136.0,110.7,166.5,87.6,74.8,28.4,156.0,156.8,48.5,141.4,114.4,191.7,63.0,31.8,34.7,83.4,84.3,443.0,421.0,392.0,372.0,3642.0,4065.0,4446.0,2585.0
양품,47.8,136.0,107.9,166.4,84.6,73.1,26.4,155.2,156.0,47.6,139.5,107.6,188.2,57.2,32.9,33.5,82.0,82.8,444.0,422.0,395.0,373.0,3654.0,4105.0,4451.0,2584.0
명점,47.3,135.2,105.0,166.3,87.8,74.3,28.5,121.0,154.9,47.6,139.8,109.0,188.4,56.6,29.6,32.5,81.8,82.8,442.0,418.0,390.0,367.0,3649.0,4070.0,4444.0,2588.0
양품,47.2,135.8,107.7,167.7,85.6,76.0,21.6,137.0,156.0,44.8,139.6,109.7,188.6,51.0,31.3,32.7,83.6,84.5,442.0,417.0,390.0,369.0,3653.0,4064.0,4452.0,2593.0
양품,47.6,136.0,111.5,168.4,90.0,73.6,28.1,139.0,155.9,47.4,140.3,111.1,189.8,49.7,30.9,31.3,83.6,84.0,442.0,419.0,391.0,372.0,3628.0,4040.0,4450.0,2576.0
양품,47.6,136.0,111.8,166.9,85.3,70.1,28.2,147.0,157.0,48.1,141.7,111.8,189.8,55.6,27.9,32.7,83.0,84.0,444.0,421.0,392.0,372.0,3658.0,4060.0,4476.0,2577.0
양품,46.3,135.0,101.1,163.9,85.1,71.8,27.0,110.0,154.0,46.6,139.8,109.0,188.3,56.2,32.0,31.3,81.0,82.0,445.0,423.0,394.0,374.0,3662.0,4103.0,4468.0,2581.0
양품,48.0,136.0,109.9,167.0,84.2,74.6,24.7,156.0,156.9,47.4,139.2,109.1,188.2,55.7,32.1,32.7,81.8,82.6,445.0,419.0,391.0,369.0,4101.0,4004.0,4468.0,2504.0
양품,46.0,136.0,108.6,166.1,84.5,73.2,29.3,129.0,153.6,44.6,136.7,98.5,179.3,56.6,31.8,36.2,77.4,78.8,444.0,422.0,394.0,373.0,3652.0,4075.0,4453.0,2597.0
양품,48.0,136.0,110.8,168.0,88.6,74.0,27.2,124.0,145.1,46.0,139.0,108.0,186.6,55.3,32.9,32.8,80.0,81.0,443.0,419.0,391.0,372.0,3627.0,4065.0,4457.0,2583.0
양품,47.0,136.0,109.1,166.6,87.6,72.5,25.6,159.0,154.3,47.0,140.5,109.8,189.2,54.4,32.5,36.6,82.0,83.0,445.0,421.0,393.0,371.0,3635.0,4093.0,4479.0,2593.0
명점,47.0,135.2,99.2,163.8,87.4,77.1,26.8,158.0,145.1,46.9,139.2,107.3,187.6,54.1,29.5,31.7,81.3,82.3,443.0,418.0,392.0,372.0,4083.0,3960.0,4418.0,2483.0
양품,45.8,135.4,104.9,164.1,87.8,73.5,27.8,90.4,150.34,47.0,140.3,110.5,189.0,54.6,34.6,36.2,82.5,83.5,448.0,422.0,395.0,374.0,3638.0,4109.0,4502.0,2582.0
양품,47.4,136.0,110.3,166.2,82.7,73.1,28.6,156.0,156.2,48.0,140.7,109.2,188.3,54.2,29.6,36.5,82.3,83.5,443.0,419.0,392.0,372.0,4120.0,3998.0,4474.0,2517.0
양품,47.8,136.0,111.1,168.4,87.0,74.0,28.0,122.0,150.34,47.5,139.8,108.8,188.8,56.2,30.6,33.9,82.5,83.8,444.0,419.0,392.0,371.0,3659.0,4088.0,4451.0,2594.0
양품,47.4,136.0,106.7,167.1,85.2,75.4,24.8,155.3,156.0,46.8,139.1,106.1,186.6,56.8,27.3,33.2,80.8,82.0,444.0,421.0,391.0,371.0,4105.0,4022.0,4443.0,2499.0
양품,47.5,136.0,110.2,167.5,87.0,74.5,27.5,131.0,157.3,48.0,141.0,115.0,193.1,55.0,33.1,33.7,83.7,84.7,443.0,420.0,392.0,372.0,4140.0,4021.0,4441.0,2525.0
양품,43.8,134.8,97.8,161.9,86.7,75.5,25.2,143.0,150.0,44.6,139.4,108.0,187.6,55.6,33.9,32.5,83.2,84.0,441.0,418.0,391.0,370.0,4139.0,3997.0,4450.0,2524.0
양품,47.5,136.0,110.5,167.2,86.3,74.5,27.2,135.0,157.7,47.9,141.0,114.8,192.8,53.4,33.0,33.3,84.2,85.2,444.0,419.0,391.0,371.0,3642.0,4071.0,4487.0,2593.0
양품,45.7,135.5,108.0,166.7,87.2,72.8,28.0,102.0,152.3,46.9,138.9,110.6,189.2,53.5,30.2,32.2,82.9,83.9,442.0,420.0,392.0,370.0,4121.0,3992.0,4451.0,2526.0
양품,47.7,136.0,110.3,166.3,86.2,72.8,28.2,147.0,157.2,47.1,139.2,106.9,185.8,55.2,30.2,31.8,81.1,82.3,442.0,419.0,392.0,371.0,3636.0,4092.0,4476.0,2586.0
양품,46.5,135.7,111.2,166.1,83.1,71.1,29.0,121.0,154.0,47.5,140.2,112.3,190.0,53.9,29.3,35.4,83.1,83.8,444.0,419.0,390.0,368.0,3651.0,4089.0,4458.0,2594.0
양품,47.2,136.0,109.6,166.8,86.7,73.4,28.4,131.0,154.5,47.4,139.8,108.8,188.8,55.8,30.8,33.2,82.0,83.2,443.0,419.0,391.0,371.0,4101.0,4126.0,4474.0,2491.0
명점,47.2,135.0,101.7,164.8,84.4,75.5,27.2,90.0,150.2,47.8,140.0,109.4,188.9,53.9,26.2,33.0,82.6,83.8,444.0,421.0,392.0,372.0,4037.0,3950.0,4404.0,2472.0
양품,47.2,135.7,107.6,166.9,87.4,72.7,27.7,104.0,154.7,45.6,137.9,106.2,184.8,54.7,28.3,31.7,80.1,81.4,443.0,421.0,392.0,371.0,3640.0,4120.0,4424.0,2566.0
양품,48.2,136.0,110.2,167.2,85.4,72.5,28.1,148.0,149.5,47.1,139.9,110.9,189.6,57.6,31.2,30.9,82.4,83.9,443.0,421.0,391.0,372.0,4126.0,3980.0,4456.0,2527.0
양품,47.6,136.0,108.7,167.8,85.5,73.6,27.6,98.0,156.6,47.7,139.2,109.3,189.3,51.6,26.4,31.9,81.8,83.0,444.0,422.0,393.0,373.0,4139.0,3986.0,4436.0,2512.0
양품,47.0,136.0,109.0,167.8,86.4,75.7,26.4,130.0,154.8,48.0,141.5,113.3,192.2,53.7,24.9,32.9,84.2,85.0,443.0,420.0,393.0,371.0,4095.0,3982.0,4409.0,2468.0
양품,47.9,136.0,111.2,168.2,82.6,72.1,28.0,123.0,156.9,46.8,139.0,111.0,189.4,55.8,28.7,32.7,82.8,84.0,443.0,420.0,391.0,371.0,3647.0,4106.0,4476.0,2586.0
양품,47.6,136.0,110.6,166.6,85.9,74.3,28.9,97.0,157.3,47.5,139.6,108.7,187.8,55.1,32.7,32.8,81.4,82.4,443.0,420.0,392.0,371.0,4093.0,3987.0,4459.0,2503.0
명점,47.6,136.0,111.8,166.1,85.1,75.1,28.0,137.0,157.8,47.5,139.1,106.1,186.0,56.9,34.0,33.2,81.1,82.1,444.0,421.0,392.0,370.0,4121.0,4034.0,4437.0,2514.0
양품,47.3,136.0,107.0,165.4,87.7,73.4,25.8,155.6,156.6,47.8,140.5,113.4,190.7,55.1,26.2,32.9,83.7,84.5,443.0,420.0,392.0,372.0,4139.0,3971.0,4464.0,2521.0
양품,45.5,135.3,101.5,165.9,84.2,78.6,27.8,119.0,152.9,47.1,139.7,110.7,189.5,57.7,30.5,32.2,82.9,83.9,443.0,419.0,391.0,370.0,4111.0,4026.0,4466.0,2497.0
양품,47.4,136.0,111.5,166.9,86.1,70.4,28.3,111.0,157.0,48.6,142.0,114.9,192.6,57.7,29.5,32.3,84.0,85.0,443.0,420.0,393.0,372.0,4110.0,4033.0,4430.0,2512.0
양품,46.8,136.0,108.1,167.3,89.3,71.3,26.8,134.0,155.6,47.2,140.8,114.4,192.2,53.8,33.0,33.1,83.5,84.3,444.0,420.0,392.0,371.0,4133.0,4109.0,4474.0,2498.0
명점,48.0,136.0,108.8,167.8,84.9,70.0,26.6,156.0,156.8,45.9,138.2,105.4,184.2,52.0,28.0,35.9,79.5,80.5,443.0,420.0,392.0,371.0,3644.0,4079.0,4435.0,2593.0
양품,47.6,136.0,111.8,168.7,87.4,73.5,28.3,137.0,149.5,47.8,139.8,107.8,188.6,55.3,30.3,33.8,82.8,83.8,443.0,419.0,392.0,372.0,4124.0,3988.0,4746.0,2515.0
양품,46.7,135.7,108.1,167.8,85.6,73.5,27.0,98.0,153.9,48.0,141.4,115.0,192.9,48.3,24.5,34.0,83.9,84.9,443.0,421.0,393.0,372.0,3768.0,4064.0,4442.0,2571.0
양품,46.0,136.0,107.8,165.7,84.6,72.7,29.4,136.0,153.4,46.2,139.8,109.2,188.4,59.1,32.2,36.1,81.2,82.2,444.0,422.0,394.0,373.0,4117.0,3999.0,4607.0,2523.0
양품,47.3,136.0,110.9,168.0,84.8,70.0,27.8,124.0,156.0,47.2,139.2,110.4,189.1,53.1,32.3,33.2,82.8,84.0,443.0,419.0,392.0,372.0,3662.0,4096.0,4449.0,2602.0
양품,47.7,136.0,109.6,166.3,84.1,73.3,28.7,156.0,156.5,47.8,140.0,110.3,189.0,59.0,31.8,31.9,81.8,82.8,446.0,421.0,393.0,373.0,4109.0,3977.0,4472.0,2502.0
양품,48.0,136.0,107.3,166.9,86.6,72.9,27.1,104.0,156.0,47.3,139.2,108.6,188.4,57.1,27.9,33.5,81.8,82.6,444.0,421.0,394.0,374.0,4124.0,3987.0,4441.0,2555.0
양품,47.8,136.0,108.2,168.1,92.4,77.2,24.6,155.4,156.1,46.5,139.5,106.7,186.7,52.4,21.6,35.1,80.6,81.6,443.0,420.0,391.0,371.0,3637.0,4072.0,4443.0,2585.0
명점,47.5,136.2,111.1,167.5,88.0,69.5,28.3,131.0,156.0,48.5,139.9,108.3,188.4,55.4,34.7,32.4,82.1,83.4,444.0,420.0,392.0,371.0,4116.0,3997.0,4506.0,2513.0
양품,47.8,136.0,110.9,165.9,87.3,71.8,26.6,156.0,156.2,46.1,137.8,102.7,182.5,55.2,30.6,33.1,79.4,80.4,445.0,420.0,392.0,371.0,3708.0,4089.0,4485.0,2633.0
양품,47.5,136.2,111.2,166.9,86.8,69.9,28.5,96.0,155.7,48.5,140.5,107.7,188.2,57.2,33.2,32.5,82.3,83.6,442.0,418.0,390.0,369.0,3636.0,4097.0,4456.0,2581.0
양품,47.0,136.0,111.5,166.5,86.4,69.1,28.3,119.0,156.0,48.0,141.0,110.8,189.9,52.4,32.8,35.0,83.0,84.0,444.0,420.0,392.0,371.0,4119.0,3994.0,4487.0,2521.0
양품,48.0,135.8,107.2,167.2,90.6,75.9,26.1,131.0,156.4,46.5,140.0,109.2,188.4,56.0,27.6,32.4,82.0,83.1,445.0,421.0,393.0,371.0,4071.0,3974.0,4714.0,2511.0
명점,46.1,135.1,102.4,166.4,87.5,74.6,27.9,130.0,153.2,47.7,140.7,114.4,192.1,53.7,24.2,35.4,82.7,83.7,443.0,421.0,393.0,370.0,3623.0,4078.0,4452.0,2574.0
양품,47.4,136.0,110.1,165.8,82.9,74.5,28.6,156.0,156.2,47.5,140.3,109.1,187.4,53.6,29.1,36.8,81.9,83.1,446.0,423.0,395.0,374.0,4108.0,3985.0,4448.0,2515.0
양품,47.1,136.0,110.7,167.2,86.9,72.1,28.5,94.0,153.9,45.4,137.8,102.9,183.5,57.2,31.5,32.0,78.9,80.2,439.0,415.0,387.0,366.0,3643.0,4106.0,4480.0,2583.0
양품,48.2,136.0,112.3,168.2,82.8,73.1,30.4,96.0,158.0,47.2,139.7,109.2,188.6,55.7,30.3,32.9,82.0,83.0,445.0,421.0,392.0,372.0,3638.0,4065.0,4449.0,2567.0
양품,47.4,136.0,111.5,168.0,85.7,71.5,28.9,134.0,145.1,48.3,141.0,112.2,191.5,54.4,35.3,34.3,84.0,85.0,444.0,419.0,390.0,369.0,4117.0,3972.0,4445.0,2534.0
명점,45.7,135.8,108.2,166.3,88.4,74.4,27.7,135.0,153.5,46.2,139.6,111.0,189.4,52.6,37.3,36.1,82.4,83.6,443.0,419.0,392.0,372.0,4096.0,3973.0,4467.0,2516.0
양품,47.3,136.2,110.5,167.8,89.1,68.7,27.9,102.0,145.1,48.0,139.3,107.6,187.5,51.2,29.9,32.8,82.0,83.0,445.0,420.0,392.0,372.0,3661.0,4219.0,4461.0,2599.0
양품,47.5,135.8,110.4,168.0,85.8,71.2,27.3,94.0,156.7,45.9,138.4,108.1,186.6,59.3,27.4,33.5,79.7,81.2,445.0,422.0,393.0,372.0,3649.0,4083.0,4474.0,2591.0
명점,47.3,136.0,110.2,167.0,85.0,76.5,29.7,108.0,158.0,44.5,137.8,99.0,180.2,60.1,32.9,33.0,77.9,79.1,444.0,421.0,392.0,371.0,3670.0,4097.0,4482.0,2599.0
양품,46.8,136.0,108.6,166.2,84.1,72.8,28.9,110.0,154.0,47.5,140.3,111.2,189.8,57.3,28.5,36.2,82.3,83.6,441.0,413.0,385.0,363.0,4103.0,3999.0,4473.0,2516.0
양품,47.5,136.0,110.2,167.8,85.7,75.7,28.5,156.0,157.0,47.8,140.0,110.1,189.4,56.9,26.4,35.7,82.0,83.3,444.0,421.0,392.0,372.0,4132.0,4004.0,4477.0,2521.0
양품,46.2,135.0,101.7,164.0,84.1,72.2,27.0,134.0,154.3,46.6,139.6,108.3,187.9,58.4,31.6,31.6,80.8,82.0,444.0,422.0,394.0,373.0,4130.0,3979.0,4444.0,2522.0
양품,46.8,136.0,108.1,166.0,83.8,72.2,29.0,94.0,154.0,47.5,140.3,111.0,189.7,55.0,27.4,36.3,82.5,83.5,436.0,413.0,386.0,364.0,4337.0,4002.0,4480.0,2498.0
양품,47.3,136.0,111.9,167.7,85.0,71.4,26.7,136.0,155.4,46.4,139.0,106.7,187.1,60.6,26.6,32.4,80.4,82.0,445.0,421.0,393.0,372.0,4115.0,4017.0,4477.0,2519.0
양품,46.8,135.8,107.4,166.9,83.6,71.0,27.2,131.0,154.6,46.3,138.8,107.2,186.4,55.9,30.3,34.5,80.6,81.4,444.0,422.0,393.0,372.0,3640.0,4086.0,4479.0,2589.0
양품,47.8,136.0,111.1,168.4,87.0,74.0,28.0,109.0,158.6,47.5,139.8,108.8,188.8,56.2,30.6,33.9,82.5,83.8,444.0,419.0,392.0,371.0,3659.0,4088.0,4451.0,2594.0
