JUDGE,BLACK_RTD_TEMP_GLASS_START,BLACK_RTD_TEMP_GLASS_END,BLACK_RTD_TEMP_WALL_START,BLACK_RTD_TEMP_WALL_MAX,BLACK_RTD_PRES_START,BLACK_RTD_PRES_END,BLACK_RTD_TEMP_GLASS_OUT,BLACK_RTD_TEMP_HOOD_START,BLACK_RTD_TEMP_HOOD_MAX,AG_RTD_TEMP_GLASS_START,AG_RTD_TEMP_GLASS_END,AG_RTD_TEMP_WALL_START,AG_RTD_TEMP_WALL_MAX,AG_RTD_PRES_START,AG_RTD_PRES_END,AG_RTD_TEMP_GLASS_OUT,AG_RTD_TEMP_HOOD_START,AG_RTD_TEMP_HOOD_MAX,AG_EXPOSURE_TEMP_MASK,BUS_DEVELOP_TEMP_OVEN1,BUS_DEVELOP_TEMP_OVEN2,BUS_DEVELOP_TEMP_OVEN3,BUS_DEVELOP_TEMP_TANK1,BUS_DEVELOP_TEMP_TANK2,BUS_DEVELOP_TEMP_TANK3,BUS_DEVELOP_PRES2,BUS_DEVELOP_PRES3,BUS_FIRE_TEMP_KEEP_CH01,BUS_FIRE_TEMP_KEEP_CH02,BUS_FIRE_TEMP_KEEP_CH03,BUS_FIRE_TEMP_ANEAL_CH01,BUS_FIRE_TEMP_ANEAL_CH02,BUS_FIRE_TEMP_ANEAL_CH03
양품,44.5,95.1,88.5,114.2,218.7,144.8,58.7,93.2,96.0,45.0,134.0,79.0,101.0,379.0,330.0,39.4,92.0,92.0,23.359,61.775,61.7,60.202,23.395,30.8,35.3,2.028,2.003,574.0,585.0,603.0,567.0,541.0,510.0
양품,44.4,97.5,88.2,114.0,192.0,164.2,58.4,93.0,95.2,45.7,138.0,77.0,100.0,296.1,442.3,46.8,92.7,92.7,23.61,60.109,61.6,61.494,23.41,30.8,35.3,2.026,2.007,573.0,584.0,601.0,572.0,543.0,520.0
양품,45.0,112.7,88.2,114.6,171.3,175.3,58.4,93.2,96.0,46.8,138.0,77.9,103.0,351.4,371.5,44.8,91.0,91.9,23.654,61.7,64.296,63.603,23.382,30.941,33.321,2.031,2.051,562.0,578.0,593.0,576.0,541.0,520.0
양품,44.0,106.3,89.7,116.4,153.1,186.6,60.2,94.0,95.6,46.0,138.0,78.0,100.1,352.8,394.4,47.6,93.0,93.9,23.374,62.005,63.5,62.41,23.384,30.75,35.3,2.026,1.994,571.0,582.0,598.0,573.0,543.0,520.0
양품,44.4,99.7,89.7,115.0,223.9,91.0,58.3,92.4,95.5,45.0,138.0,78.0,102.1,315.4,362.1,45.6,92.0,93.0,23.465,60.7,60.334,64.4,23.5,31.4,34.9,2.021,2.0,573.0,584.0,601.0,569.0,539.0,516.0
양품,45.0,109.0,89.4,115.0,237.6,155.2,58.4,93.0,95.2,44.3,138.0,77.2,102.0,393.0,329.1,46.0,92.0,92.0,23.482,59.866,60.271,60.154,23.5,30.946,34.123,2.027,2.063,577.0,588.0,604.0,576.0,537.0,518.0
양품,44.2,112.7,89.1,114.7,189.5,177.0,58.5,93.4,95.6,45.0,136.2,78.4,103.0,343.8,368.8,46.1,91.8,91.8,23.7,60.234,62.43,60.331,23.483,30.5,33.934,2.03,2.061,567.0,584.0,600.0,575.0,538.0,516.0
양품,43.7,99.0,90.0,116.4,159.2,178.7,58.7,94.0,96.2,45.9,138.0,77.9,101.1,356.9,382.9,45.2,93.0,93.0,23.678,61.354,62.534,61.065,23.385,30.574,34.174,2.023,1.996,572.0,583.0,599.0,573.0,543.0,520.0
양품,44.6,107.9,88.6,114.6,203.7,231.0,59.2,93.2,95.6,46.0,138.0,78.0,102.0,336.7,384.0,43.6,92.0,92.0,23.677,60.873,61.537,60.743,23.402,30.924,33.4,2.032,2.072,567.0,582.0,597.0,573.0,532.0,508.0
양품,42.3,105.0,87.7,115.0,241.6,180.4,59.1,94.0,96.6,43.5,138.0,76.0,102.0,329.6,392.4,43.1,93.0,94.0,23.608,61.784,61.9,61.093,23.401,31.105,34.979,2.036,2.05,574.0,585.0,602.0,576.0,542.0,518.0
양품,46.0,108.6,90.3,115.3,212.3,157.9,59.3,94.3,97.3,46.0,138.0,78.9,103.0,393.1,381.8,43.7,93.0,93.0,23.5,60.408,60.531,60.24,23.2,31.2,34.6,2.034,2.0,572.0,583.0,601.0,573.0,541.0,518.0
양품,45.3,109.2,91.0,115.7,198.8,136.1,59.0,95.0,97.3,46.0,139.0,80.0,102.0,268.3,370.9,43.0,94.0,95.0,23.626,61.783,61.188,64.34,23.136,30.919,33.184,2.03,2.069,574.0,585.0,600.0,569.0,542.0,519.0
양품,44.7,103.4,90.6,115.0,189.8,165.7,58.6,95.0,97.7,46.0,139.0,80.0,102.0,368.9,341.2,45.6,94.0,95.0,23.4,62.345,61.401,64.692,23.143,31.0,32.282,2.025,2.049,573.0,584.0,600.0,570.0,542.0,520.0
명점,44.4,113.5,88.9,115.1,209.4,142.0,59.2,93.8,96.0,45.3,139.0,77.5,102.5,319.5,356.0,46.2,92.0,92.0,23.409,60.65,60.34,60.372,23.5,31.9,34.7,2.03,2.003,562.0,579.0,595.0,572.0,536.0,515.0
양품,44.3,102.2,89.2,115.4,182.8,176.0,60.5,93.4,95.7,45.2,138.0,78.9,101.9,322.7,407.1,46.1,93.0,93.0,23.774,59.922,63.435,63.86,23.5,31.4,34.9,2.024,1.995,570.0,585.0,600.0,574.0,540.0,519.0
양품,44.4,112.8,88.2,114.8,256.9,180.8,58.5,93.6,96.0,45.3,138.0,77.7,101.0,320.7,436.0,44.6,92.0,93.0,23.623,63.965,65.019,65.492,23.402,31.1,34.288,2.031,2.075,577.0,588.0,603.0,566.0,534.0,510.0
양품,43.0,103.2,89.0,114.3,197.0,188.6,58.9,92.7,95.7,45.9,137.0,76.1,101.0,339.3,435.6,44.5,91.0,92.0,23.4,60.258,61.123,60.263,23.401,30.8,35.3,2.024,2.002,572.0,583.0,601.0,577.0,538.0,519.0
양품,45.0,108.5,88.8,115.0,194.6,167.0,58.4,94.0,96.2,45.9,138.0,78.0,103.0,313.1,407.8,45.8,93.0,93.0,23.427,61.2,60.648,61.1,23.5,31.4,34.9,2.027,2.002,571.0,583.0,600.0,574.0,540.0,520.0
양품,44.2,108.8,88.6,115.2,207.4,144.6,58.9,93.6,95.6,44.0,138.0,77.2,102.6,357.2,336.1,46.2,92.0,92.0,23.712,61.3,62.3,66.287,23.5,31.109,33.617,2.03,2.06,565.0,582.0,597.0,573.0,538.0,519.0
양품,45.0,112.7,88.2,114.6,171.3,175.3,58.4,93.2,96.0,46.8,138.0,77.9,103.0,351.4,371.5,44.8,91.0,91.9,23.654,61.7,64.296,63.603,23.382,30.941,33.321,2.031,2.051,562.0,578.0,593.0,576.0,541.0,520.0
양품,44.6,107.9,88.6,114.6,203.7,231.0,59.2,93.2,95.6,46.0,138.0,78.0,102.0,336.7,384.0,43.6,92.0,92.0,23.677,60.873,61.537,60.743,23.402,30.924,33.4,2.032,2.072,567.0,582.0,597.0,573.0,532.0,508.0
양품,44.5,108.9,88.4,115.4,213.4,143.2,59.0,93.6,95.5,46.0,138.0,77.1,101.9,372.5,322.7,45.2,92.0,92.0,23.62,62.147,61.943,63.024,23.5,30.8,35.292,2.03,1.816,575.0,586.0,602.0,569.0,538.0,519.0
양품,43.0,103.2,89.0,114.3,197.0,188.6,58.9,92.7,95.7,45.9,137.0,76.1,101.0,339.3,435.6,44.5,91.0,92.0,23.4,60.258,61.123,60.263,23.401,30.8,35.3,2.024,2.002,572.0,583.0,601.0,577.0,538.0,519.0
양품,45.0,97.7,89.6,114.4,159.7,177.4,57.7,94.0,96.6,45.2,138.0,78.2,102.0,322.2,413.3,45.8,93.0,93.0,23.4,60.5,60.816,60.378,23.405,30.75,34.236,2.03,2.077,566.0,583.0,598.0,572.0,542.0,519.0
양품,41.0,106.5,88.1,115.5,208.7,187.2,59.7,94.0,96.5,43.5,138.0,77.0,101.0,329.5,404.5,44.8,93.5,94.5,23.318,61.728,62.4,61.579,23.402,31.2,35.075,2.04,2.046,567.0,581.0,599.0,572.0,542.0,519.0
양품,45.5,105.7,91.0,115.5,192.9,211.6,59.2,95.0,97.2,46.0,139.0,79.0,102.0,405.4,377.9,43.2,93.0,93.0,23.5,60.786,62.506,62.5,23.2,31.2,34.6,2.032,1.99,572.0,583.0,600.0,571.0,542.0,520.0
양품,44.3,109.5,88.4,115.5,158.5,194.2,58.9,93.0,96.8,47.0,138.0,78.0,101.1,386.7,335.0,44.4,92.0,93.0,23.456,59.937,61.336,60.157,23.488,31.4,34.9,2.024,1.999,565.0,581.0,597.0,575.0,541.0,520.0
양품,44.6,104.9,89.0,115.2,228.3,178.2,59.2,93.0,95.6,46.8,138.0,77.0,102.0,382.3,366.2,46.5,92.0,92.0,23.495,60.023,62.391,60.3,23.5,30.474,34.12,2.03,2.065,570.0,586.0,601.0,572.0,538.0,519.0
양품,44.5,108.9,88.4,115.4,213.4,143.2,59.0,93.6,95.5,46.0,138.0,77.1,101.9,372.5,322.7,45.2,92.0,92.0,23.62,62.147,61.943,63.024,23.5,30.8,35.292,2.03,1.816,575.0,586.0,602.0,569.0,538.0,519.0
명점,42.5,105.7,90.0,115.0,212.0,154.3,56.8,93.0,96.0,46.0,138.0,77.5,102.5,328.7,361.4,48.3,93.0,93.0,23.625,60.161,62.448,60.054,23.3,31.2,34.938,2.03,2.053,576.0,586.0,603.0,570.0,542.0,518.0
양품,44.2,104.0,89.1,115.6,170.0,182.6,59.1,93.0,96.8,46.4,138.0,78.0,102.0,342.6,388.0,40.3,92.0,93.0,23.739,60.512,61.0,60.46,23.485,31.4,34.9,2.025,2.002,571.0,582.0,600.0,573.0,540.0,517.0
양품,45.0,113.2,88.6,114.8,187.6,219.8,57.7,93.6,95.6,46.1,139.0,78.0,101.1,260.4,429.9,44.7,93.0,93.0,23.377,61.885,60.622,61.715,23.405,30.742,34.043,2.026,2.073,565.0,582.0,597.0,575.0,540.0,520.0
명점,45.7,106.7,90.7,116.0,217.5,126.0,58.5,94.4,97.0,48.0,139.0,80.0,101.0,359.6,405.7,47.2,93.0,93.0,24.2,60.872,61.4,61.988,23.302,31.151,35.096,2.03,1.995,575.0,587.0,602.0,577.0,541.0,519.0
양품,40.7,108.6,88.1,114.1,183.5,166.3,57.6,94.3,96.5,45.0,138.0,77.0,100.0,352.5,398.3,44.6,103.5,104.5,23.23,62.633,64.676,63.2,23.5,30.8,35.3,2.026,2.002,572.0,583.0,601.0,570.0,543.0,519.0
양품,44.5,96.7,88.3,114.5,208.7,163.5,59.0,94.0,97.1,45.0,136.1,76.3,100.8,351.3,389.3,43.4,92.0,92.0,23.362,61.004,61.31,61.057,23.406,30.8,35.3,2.021,2.0,572.0,583.0,601.0,574.0,544.0,521.0
양품,44.3,93.3,88.4,114.8,206.5,149.4,58.3,93.8,96.1,45.0,138.0,76.9,102.8,355.4,376.6,45.2,92.0,92.0,23.6,60.431,61.801,62.3,23.409,30.8,35.3,2.022,2.0,568.0,583.0,600.0,574.0,542.0,518.0
양품,45.0,109.0,89.4,114.0,196.7,162.5,58.4,95.0,97.0,46.0,138.0,77.3,102.7,343.3,374.5,40.9,92.0,93.0,23.434,60.007,60.966,61.4,23.503,31.4,34.916,2.029,2.047,574.0,585.0,602.0,571.0,542.0,519.0
양품,44.0,106.5,88.6,116.0,115.9,198.1,59.6,93.6,97.6,46.0,138.0,78.0,102.0,330.0,351.0,40.7,92.0,92.0,23.434,61.606,60.3,61.392,23.47,31.4,34.9,2.029,2.003,564.0,581.0,596.0,574.0,539.0,519.0
양품,44.5,98.5,89.3,115.0,203.6,155.6,58.8,93.0,96.0,45.1,138.0,77.9,103.0,412.7,379.7,43.4,91.0,91.0,23.398,60.982,61.559,61.4,23.5,30.726,34.402,2.032,2.056,572.0,583.0,601.0,570.0,542.0,519.0
양품,44.0,107.2,90.5,115.0,189.1,131.7,58.8,95.0,97.5,46.1,138.0,78.0,102.0,371.6,377.0,45.4,92.9,93.0,23.449,60.499,60.798,61.465,23.49,31.4,34.9,2.026,2.001,573.0,584.0,602.0,573.0,543.0,520.0
명점,44.0,111.0,88.8,114.3,148.1,174.8,59.3,93.8,96.1,43.0,138.0,77.0,98.0,407.0,338.0,48.3,88.0,88.0,23.362,61.368,60.916,60.504,23.3,31.9,34.6,2.03,2.002,573.0,584.0,599.0,573.0,542.0,519.0
양품,44.6,113.7,90.3,115.2,169.6,172.0,58.9,95.0,97.0,45.9,138.0,78.0,101.1,353.6,310.2,43.7,92.0,93.0,23.7,60.716,60.711,62.744,23.5,31.4,34.9,2.025,1.998,568.0,584.0,599.0,570.0,532.0,514.0
양품,44.6,101.0,88.8,115.2,233.9,176.2,59.8,93.4,96.8,46.8,138.0,78.0,100.3,382.1,388.7,44.1,93.0,93.0,23.593,63.531,64.369,62.316,23.397,30.8,35.3,2.026,2.002,573.0,584.0,601.0,573.0,540.0,517.0
양품,45.0,114.3,90.3,115.0,217.4,140.6,58.7,94.0,95.7,45.0,138.0,77.0,102.0,358.0,347.0,43.6,93.0,94.0,23.6,61.415,63.796,63.5,23.139,30.694,33.015,2.033,2.061,573.0,584.0,600.0,575.0,536.0,519.0
양품,44.8,108.3,88.6,114.4,177.9,192.5,59.2,93.6,96.0,45.1,138.0,76.9,100.9,357.2,376.2,46.1,91.9,92.0,23.42,61.457,60.068,62.355,23.419,31.036,34.581,2.032,2.061,576.0,586.0,603.0,570.0,538.0,514.0
양품,44.8,116.0,88.3,114.8,194.0,149.6,58.8,93.0,95.6,46.9,138.0,78.0,101.9,354.8,352.7,43.6,92.0,93.0,23.432,60.582,61.936,62.124,23.5,31.4,34.9,2.03,2.006,572.0,583.0,600.0,572.0,540.0,518.0
양품,44.4,100.5,87.6,114.0,154.4,161.8,60.2,92.0,95.0,46.0,138.0,78.7,102.1,375.4,349.7,45.0,92.0,93.0,23.477,61.852,63.036,62.966,23.483,31.4,34.9,2.027,1.997,566.0,582.0,598.0,573.0,538.0,520.0
양품,45.1,114.1,90.0,115.3,220.1,149.9,58.2,95.0,97.7,44.2,138.0,77.0,101.0,340.8,384.8,44.3,92.0,92.8,23.738,60.8,62.034,62.318,23.5,31.376,34.882,2.024,2.065,566.0,582.0,598.0,575.0,540.0,520.0
양품,44.7,100.6,89.0,114.1,184.0,96.4,57.6,91.6,94.8,45.9,138.0,78.0,101.9,391.8,331.4,44.3,92.0,93.0,23.413,62.446,64.6,65.013,23.5,31.3,34.576,2.025,2.047,575.0,586.0,602.0,574.0,542.0,518.0
양품,44.6,116.4,90.0,115.0,239.6,164.3,58.7,95.0,98.0,47.8,139.0,77.1,100.3,357.6,384.1,45.7,94.0,94.1,23.67,62.302,62.314,65.097,23.5,30.494,33.836,2.031,2.052,573.0,584.0,600.0,572.0,539.0,520.0
양품,44.0,105.1,90.4,115.0,182.7,184.7,59.0,92.9,95.3,46.0,139.0,80.0,103.0,330.2,385.8,44.4,94.0,94.0,23.533,61.9,64.458,63.693,23.114,31.0,32.3,2.03,1.997,573.0,584.0,600.0,570.0,542.0,519.0
양품,42.7,109.8,88.6,114.4,215.7,198.7,59.2,95.8,98.0,44.0,138.0,76.1,101.3,356.2,411.6,46.2,98.9,98.9,23.607,60.858,61.759,60.186,23.496,30.8,35.3,2.028,2.009,569.0,584.0,601.0,573.0,543.0,519.0
양품,44.1,112.3,90.0,116.1,144.7,193.9,58.5,93.9,97.4,44.0,136.0,78.0,101.0,307.0,367.0,39.4,95.0,95.0,23.31,61.447,62.1,61.147,23.267,31.738,35.076,2.028,2.01,564.0,581.0,597.0,578.0,542.0,516.0
양품,44.0,110.8,89.7,114.3,225.6,165.9,57.9,93.2,96.1,46.0,138.0,78.9,101.1,380.0,343.8,45.3,92.0,92.0,23.682,59.894,60.625,62.289,23.5,30.678,35.172,2.03,2.058,573.0,584.0,599.0,568.0,539.0,516.0
명점,45.0,121.8,89.7,115.3,241.7,170.3,59.3,93.4,98.3,46.0,138.0,79.0,102.0,403.0,394.0,45.5,93.0,93.0,23.894,62.013,61.637,62.552,23.31,31.614,34.937,2.035,1.978,579.0,591.0,605.0,576.0,543.0,520.0
양품,44.6,113.2,89.0,114.4,221.0,154.6,59.0,94.0,96.2,45.3,138.0,77.0,100.3,399.1,332.8,46.4,92.0,92.0,23.4,61.183,61.144,65.7,23.4,30.8,35.3,2.03,2.015,573.0,584.0,601.0,574.0,542.0,520.0
양품,44.4,106.3,89.2,114.6,196.8,181.2,58.2,94.0,96.4,46.0,138.0,78.9,102.9,369.8,402.2,42.3,92.1,93.0,23.373,62.0,63.978,61.552,23.377,30.854,33.595,2.023,2.056,561.0,577.0,593.0,571.0,541.0,518.0
양품,44.8,108.3,88.6,114.4,177.9,192.5,59.2,93.6,96.0,45.1,138.0,76.9,100.9,357.2,376.2,47.4,91.9,92.0,23.42,61.457,60.068,62.355,23.419,31.036,34.581,2.032,2.061,576.0,586.0,603.0,570.0,538.0,514.0
양품,42.4,106.7,88.0,114.6,238.5,190.2,58.6,94.0,97.0,43.8,138.0,76.8,102.6,364.4,366.8,41.8,93.0,93.0,23.659,61.484,62.511,61.817,23.401,31.274,35.162,2.038,2.038,566.0,581.0,598.0,574.0,540.0,520.0
양품,41.6,102.4,88.0,114.4,168.1,180.4,58.3,93.6,96.6,45.0,138.0,78.0,101.0,339.0,339.0,40.8,105.0,106.0,23.51,61.6,63.858,64.108,23.5,30.8,35.3,2.024,1.993,574.0,585.0,603.0,573.0,543.0,519.0
양품,43.8,99.0,88.8,115.4,226.9,154.9,59.8,93.8,96.8,46.2,138.0,78.2,102.0,371.8,371.5,44.4,92.8,93.0,23.408,63.1,63.4,60.99,23.394,30.8,35.3,2.024,2.005,572.0,583.0,600.0,570.0,541.0,518.0
양품,44.4,111.1,88.6,115.4,208.2,149.9,58.6,93.3,95.6,44.3,138.0,78.0,101.3,318.3,366.6,47.9,92.0,92.3,23.404,61.682,62.8,66.9,23.5,31.207,33.992,2.03,2.059,572.0,583.0,600.0,575.0,541.0,519.0
양품,44.4,102.9,88.9,115.1,170.1,174.4,58.3,93.0,95.9,46.1,138.0,79.0,102.0,353.4,412.2,45.2,92.0,93.0,23.613,61.695,61.25,65.236,23.41,30.723,33.975,2.029,2.064,564.0,580.0,596.0,572.0,535.0,515.0
양품,39.0,108.3,86.0,113.2,177.1,316.3,59.0,92.2,95.2,43.7,135.0,78.3,102.4,384.0,383.4,40.3,101.1,102.1,23.249,61.867,61.152,60.0,22.807,30.0,30.3,2.018,2.005,570.0,581.0,596.0,570.0,541.0,519.0
양품,44.4,106.2,89.2,115.2,196.0,170.5,58.3,93.4,95.6,45.0,138.0,76.2,102.9,382.8,371.8,46.6,91.0,91.1,23.467,60.283,62.829,60.238,23.5,30.386,33.796,2.03,2.065,573.0,585.0,601.0,568.0,536.0,513.0
양품,45.2,120.5,89.2,114.8,185.7,180.6,59.7,94.0,95.6,45.3,139.0,78.1,102.1,403.8,332.1,46.3,92.1,93.0,23.409,60.653,61.913,62.715,23.49,31.4,34.9,2.03,2.008,572.0,583.0,601.0,575.0,541.0,520.0
양품,44.0,117.3,88.2,114.0,175.7,200.8,58.9,94.0,96.2,47.8,138.0,77.3,102.9,378.3,343.3,44.5,92.0,93.0,23.495,60.744,61.42,60.9,23.5,30.618,34.703,2.027,2.056,574.0,586.0,601.0,570.0,538.0,519.0
명점,45.0,106.0,91.0,116.6,139.2,227.5,59.2,95.0,98.6,48.0,139.0,81.0,104.0,343.4,337.4,47.2,94.0,94.0,24.232,60.0,60.5,60.3,23.338,31.1,34.3,2.029,2.002,568.0,584.0,600.0,572.0,534.0,512.0
양품,44.4,102.9,88.9,115.1,170.1,174.4,58.3,93.0,95.9,46.1,138.0,79.0,102.0,353.4,412.2,45.2,92.0,93.0,23.613,61.695,61.25,65.236,23.41,30.723,33.975,2.029,2.064,564.0,580.0,596.0,572.0,535.0,515.0
양품,40.0,110.7,85.8,112.3,196.5,225.3,58.6,88.4,91.8,46.5,136.0,78.5,108.8,342.0,418.0,45.8,114.5,115.5,23.369,60.703,60.298,60.809,23.5,30.8,35.3,2.024,2.023,572.0,587.0,603.0,572.0,542.0,517.0
양품,43.7,96.3,88.0,114.3,172.5,110.0,59.0,92.7,94.7,43.2,138.0,77.0,100.8,406.7,378.5,46.1,96.0,96.0,23.297,61.4,60.764,60.884,23.223,31.047,34.1,2.031,2.007,575.0,587.0,602.0,578.0,540.0,517.0
양품,41.5,105.6,88.6,114.0,242.0,167.5,58.7,94.5,97.4,44.0,138.0,78.3,103.1,324.1,433.8,46.1,92.3,93.3,23.603,60.2,60.789,61.4,23.29,31.2,34.5,2.024,2.012,571.0,582.0,600.0,570.0,542.0,519.0
양품,45.7,104.2,89.6,115.4,175.9,165.5,58.6,95.0,97.8,45.9,139.0,78.0,101.9,319.4,368.5,44.3,93.0,93.1,23.772,59.797,62.183,60.831,23.5,31.4,34.9,2.025,2.0,572.0,583.0,600.0,572.0,542.0,519.0
양품,44.4,106.3,89.3,115.0,206.3,144.3,58.4,92.0,95.0,46.0,139.0,79.0,103.0,333.8,410.0,43.0,93.0,93.0,23.396,61.286,61.641,61.163,23.416,30.473,32.253,2.026,2.064,566.0,583.0,599.0,575.0,541.0,517.0
양품,42.6,108.7,88.4,114.0,217.5,177.4,59.0,96.0,98.5,44.3,138.0,76.7,102.7,344.6,390.3,44.4,97.7,97.7,23.301,60.4,61.2,60.999,23.495,30.8,35.3,2.031,2.01,567.0,582.0,599.0,574.0,543.0,519.0
양품,43.8,99.0,88.8,115.4,226.9,154.9,59.8,93.8,96.8,46.2,138.0,78.2,102.0,371.8,371.5,41.5,92.8,93.0,23.408,63.1,63.4,60.99,23.394,30.8,35.3,2.024,2.005,572.0,583.0,600.0,570.0,541.0,518.0
양품,44.2,109.1,90.5,115.9,227.1,137.3,59.3,94.6,97.8,46.0,138.0,77.1,102.9,345.0,378.6,46.4,92.1,93.0,23.5,60.207,60.807,60.707,23.433,31.4,34.9,2.029,1.994,574.0,585.0,602.0,571.0,543.0,519.0
양품,44.0,106.8,88.4,114.8,194.9,197.6,58.1,93.0,96.8,45.1,138.0,77.1,101.0,405.2,343.0,45.0,92.0,93.0,23.402,61.027,64.596,64.413,23.406,30.655,32.839,2.03,2.084,572.0,583.0,599.0,575.0,541.0,519.0
양품,44.0,107.1,88.0,115.4,170.8,164.6,60.8,91.6,93.6,46.9,139.0,77.0,102.0,301.5,399.3,44.7,92.0,93.0,23.645,60.186,60.274,60.973,23.485,31.4,34.9,2.033,1.997,572.0,583.0,600.0,573.0,540.0,520.0
양품,44.8,110.1,88.8,115.0,179.2,138.1,59.4,94.2,96.1,46.1,138.0,78.1,102.0,340.6,358.1,45.3,92.0,92.1,23.752,61.032,60.093,61.533,23.5,31.4,34.9,2.021,2.0,565.0,582.0,597.0,571.0,534.0,511.0
양품,44.4,106.9,88.9,114.2,227.3,163.4,59.6,93.2,96.0,46.8,138.0,77.8,101.2,317.6,435.9,41.8,93.0,93.2,23.422,60.052,60.739,59.878,23.5,30.788,35.156,2.024,1.977,568.0,585.0,600.0,577.0,536.0,518.0
명점,44.0,115.1,89.0,114.5,160.1,178.2,59.0,94.4,96.0,45.0,138.0,77.2,103.2,394.7,395.8,48.7,92.8,93.0,23.625,60.4,62.089,61.728,23.3,31.1,33.6,2.029,2.003,566.0,583.0,599.0,574.0,541.0,518.0
양품,44.4,120.4,88.9,114.0,247.0,187.9,58.8,93.0,96.4,46.1,138.0,77.0,101.0,374.5,394.8,44.6,92.0,92.0,23.375,60.576,61.511,62.826,23.401,30.8,35.3,2.026,2.006,567.0,583.0,599.0,574.0,540.0,520.0
양품,43.8,107.2,90.0,115.8,191.3,188.2,58.3,94.0,96.4,45.1,138.0,77.1,102.0,345.0,387.9,45.9,93.0,93.0,23.408,60.702,61.647,60.42,23.38,30.442,33.072,2.024,2.021,563.0,580.0,596.0,576.0,542.0,520.0
명점,43.8,106.8,90.0,115.9,177.9,121.4,59.2,92.3,96.3,46.9,138.0,78.8,102.1,347.9,337.7,49.2,93.0,93.0,23.458,60.6,60.685,61.678,23.5,31.4,34.9,2.024,1.992,569.0,584.0,600.0,571.0,535.0,518.0
양품,43.6,114.6,88.4,114.7,169.8,190.2,58.3,93.3,95.7,46.9,139.0,77.9,100.2,345.8,402.4,45.6,92.0,92.1,23.651,59.931,61.1,62.554,23.355,31.078,34.478,2.025,2.043,569.0,580.0,596.0,571.0,538.0,519.0
양품,44.0,105.9,88.0,114.5,211.8,154.0,58.5,93.0,96.1,45.0,138.0,77.5,101.5,318.5,432.0,46.6,91.5,92.0,23.399,61.266,62.759,61.578,23.4,30.8,35.3,2.026,2.0,566.0,583.0,599.0,573.0,542.0,519.0
양품,44.4,106.3,89.2,114.6,196.8,181.2,58.2,94.0,96.4,46.0,138.0,78.9,102.9,369.8,402.2,42.3,92.1,93.0,23.373,62.0,63.978,61.552,23.377,30.854,33.595,2.023,2.056,561.0,577.0,593.0,571.0,541.0,518.0
양품,44.4,104.3,88.0,114.4,236.7,169.6,58.2,93.0,95.8,45.6,138.0,78.0,101.0,306.7,435.5,45.2,92.0,93.0,23.418,60.4,62.386,62.185,23.4,31.189,34.459,2.034,2.06,562.0,579.0,594.0,576.0,533.0,511.0
양품,44.9,102.3,88.6,114.6,228.4,153.5,59.2,93.3,96.0,45.4,138.0,78.0,103.3,323.6,440.5,40.0,92.2,92.2,23.655,59.847,61.139,60.284,23.5,30.765,35.035,2.027,2.054,566.0,583.0,598.0,573.0,537.0,518.0
양품,44.8,110.3,88.8,114.2,179.3,148.2,59.3,93.8,96.0,46.0,138.0,78.0,101.0,288.0,422.0,40.1,92.0,93.0,23.672,62.4,61.274,63.159,23.482,31.4,34.9,2.027,1.999,571.0,583.0,599.0,572.0,542.0,519.0
양품,43.7,99.0,90.0,116.4,159.2,178.7,58.7,94.0,96.2,45.9,138.0,77.9,101.1,356.9,382.9,45.2,93.0,93.0,23.678,61.354,62.534,61.065,23.385,30.574,34.174,2.023,1.996,572.0,583.0,599.0,573.0,543.0,520.0
양품,44.6,105.4,89.3,114.9,212.8,150.7,58.2,94.0,96.3,46.9,139.0,78.0,100.0,400.5,337.9,43.1,92.0,92.1,23.64,60.572,60.161,61.233,23.382,30.998,33.06,2.029,2.06,562.0,578.0,594.0,574.0,540.0,517.0
양품,45.2,109.6,89.2,115.8,184.8,174.5,59.0,94.0,96.6,45.0,138.0,77.6,103.0,329.8,346.7,43.9,92.0,93.0,23.729,60.315,60.853,62.465,23.5,30.936,33.792,2.029,2.057,572.0,583.0,600.0,572.0,543.0,517.0
양품,44.8,110.3,88.8,114.2,179.3,148.2,59.3,93.8,96.0,46.0,138.0,78.0,101.0,288.0,422.0,40.1,92.0,93.0,23.672,62.4,61.274,63.159,23.482,31.4,34.9,2.027,1.999,571.0,583.0,599.0,572.0,542.0,519.0
양품,44.0,106.8,88.4,114.8,194.9,197.6,58.1,93.0,96.8,45.1,138.0,77.1,101.0,405.2,343.0,45.0,92.0,93.0,23.402,61.027,64.596,64.413,23.406,30.655,32.839,2.03,2.084,572.0,583.0,599.0,575.0,541.0,519.0
양품,44.6,101.6,88.7,114.3,216.9,155.9,59.0,93.9,96.0,46.0,139.0,77.9,101.0,398.8,339.8,44.3,93.0,93.0,23.34,61.528,60.228,63.139,23.42,30.8,35.3,2.032,2.01,569.0,584.0,600.0,574.0,541.0,520.0
양품,42.8,112.2,87.8,114.4,164.2,173.8,59.4,91.1,93.1,46.0,136.0,79.0,102.0,337.0,335.0,40.4,92.0,93.0,23.6,61.156,61.14,64.011,23.2,31.2,34.6,2.03,2.003,564.0,581.0,597.0,573.0,541.0,519.0
