JUDGE,LOT_ID,TAT_4DIELEC_FIRE,mean,gap
0,LOT-117,6447,6501.3,-0.842252210330389
0,LOT-117,6507,6501.3,0.087597971415396
0,LOT-117,6567,6501.3,1.0004568296025556
0,LOT-117,6453,6501.3,-0.7484890748489104
0,LOT-117,6420,6501.3,-1.2663551401869189
0,LOT-117,6453,6501.3,-0.7484890748489104
0,LOT-117,6573,6501.3,1.090826106800545
0,LOT-117,6480,6501.3,-0.32870370370370655
0,LOT-117,6420,6501.3,-1.2663551401869189
0,LOT-117,6447,6501.3,-0.842252210330389
0,LOT-117,6513,6501.3,0.17964071856287145
0,LOT-117,6420,6501.3,-1.2663551401869189
