LOT,JUDGE,BLACK_RTD_TEMP_GLASS_START,BLACK_RTD_TEMP_GLASS_END,BLACK_RTD_TEMP_WALL_START,BLACK_RTD_TEMP_WALL_MAX,BLACK_RTD_PRES_START,BLACK_RTD_PRES_END,BLACK_RTD_TEMP_GLASS_OUT,BLACK_RTD_TEMP_HOOD_START,BLACK_RTD_TEMP_HOOD_MAX,AG_RTD_TEMP_GLASS_START,AG_RTD_TEMP_GLASS_END,AG_RTD_TEMP_WALL_START,AG_RTD_TEMP_WALL_MAX,AG_RTD_PRES_START,AG_RTD_PRES_END,AG_RTD_TEMP_GLASS_OUT,AG_RTD_TEMP_HOOD_START,AG_RTD_TEMP_HOOD_MAX,AG_EXPOSURE_TEMP_MASK,BUS_DEVELOP_TEMP_OVEN1,BUS_DEVELOP_TEMP_OVEN2,BUS_DEVELOP_TEMP_OVEN3,BUS_DEVELOP_TEMP_TANK1,BUS_DEVELOP_TEMP_TANK2,BUS_DEVELOP_TEMP_TANK3,BUS_DEVELOP_PRES2,BUS_DEVELOP_PRES3,BUS_FIRE_TEMP_KEEP_CH01,BUS_FIRE_TEMP_KEEP_CH02,BUS_FIRE_TEMP_KEEP_CH03,BUS_FIRE_TEMP_ANEAL_CH01,BUS_FIRE_TEMP_ANEAL_CH02,BUS_FIRE_TEMP_ANEAL_CH03,DIELEC_FIRE_TEMP_KEEP_CH01,DIELEC_FIRE_TEMP_ANEAL_CH01,DIELEC_FIRE_TEMP_ANEAL_CH02,DIELEC_FIRE_TEMP_ANEAL_CH03,DIELEC_FIRE_EXHAUST_HEAT1,DIELEC_FIRE_EXHAUST_HEAT2,DIELEC_FIRE_EXHAUST_HEAT3,DIELEC_FIRE_EXHAUST_HEAT4,DIELEC_FIRE_EXHAUST_HEAT5,DIELEC_FIRE_EXHAUST_HEAT6,DIELEC_FIRE_EXHAUST_HEAT7,PHOS_R_DRY_TEMP_GLASS_START,PHOS_R_DRY_TEMP_GLASS_END,PHOS_R_DRY_TEMP_WALL_START,PHOS_R_DRY_TEMP_WALL_MAX,PHOS_R_DRY_PRES_START,PHOS_R_DRY_PRES_END,PHOS_R_DRY_TEMP_GLASS_OUT,PHOS_R_DRY_TEMP_HOOD_START,PHOS_R_DRY_TEMP_HOOD_MAX,PHOS_G_DRY_TEMP_GLASS_START,PHOS_G_DRY_TEMP_GLASS_END,PHOS_G_DRY_TEMP_WALL_START,PHOS_G_DRY_TEMP_WALL_MAX,PHOS_G_DRY_PRES_START,PHOS_G_DRY_PRES_END,PHOS_G_DRY_TEMP_GLASS_OUT,PHOS_G_DRY_TEMP_HOOD_START,PHOS_G_DRY_TEMP_HOOD_MAX,PHOS_FIRE_TEMP_ANEAL_CH01,PHOS_FIRE_TEMP_ANEAL_CH02,PHOS_FIRE_TEMP_ANEAL_CH03,PHOS_FIRE_TEMP_ANEAL_CH04,PHOS_FIRE_EXHAUST_HEAT1,PHOS_FIRE_EXHAUST_HEAT2,PHOS_FIRE_EXHAUST_HEAT3,PHOS_FIRE_EXHAUST_HEAT4
193,0.1,44.5,108.87,89.07499999999999,114.99000000000001,200.38,166.25999999999993,58.81,93.53,96.05499999999999,45.940000000000005,138.4,77.855,101.86,321.14,388.055,44.010000000000005,93.0,93.29999999999998,23.500350000000005,60.86715,61.087099999999985,61.9394,23.421149999999997,31.127349999999996,34.44279999999999,2.0302499999999997,2.0242,570.45,583.0,598.9,572.05,540.1,517.8,571.25,573.0,553.8,533.5,2067.85,2194.75,2908.2,3434.5,3487.3,3152.2,3141.65,47.03499999999999,135.82500000000002,108.1,166.475,87.23999999999998,72.575,27.190000000000005,130.98499999999999,154.25199999999998,46.989999999999995,139.72500000000002,109.23000000000002,188.305,56.254999999999995,30.910000000000004,33.485,81.82000000000001,82.9,443.85,420.3,392.2,371.35,3925.25,4050.2,4478.45,2542.3
194,0.05,44.334999999999994,108.62000000000003,89.05499999999999,114.87500000000003,194.76,175.125,59.075,93.61,96.3,45.54,138.25,77.525,101.505,333.98499999999996,389.38499999999993,44.614999999999995,92.57000000000001,93.115,23.548499999999997,61.10965,61.84245,61.742599999999996,23.438599999999997,31.023800000000005,34.359899999999996,2.02545,2.03975,569.8,583.1,598.55,572.75,540.8,518.7,571.75,573.15,553.3,533.45,2096.05,2174.25,2862.35,3410.65,3576.6,3146.75,3123.55,47.16,135.76,107.63499999999999,166.8,86.735,73.47,27.46,126.715,153.71399999999997,46.935,139.625,109.59,188.805,54.894999999999996,28.985000000000003,33.03999999999999,82.375,83.33000000000001,444.25,420.5,392.4,371.35,3875.4,4050.55,4454.05,2544.9
195,0.1,44.265,109.535,89.035,115.025,209.33499999999995,154.965,58.90499999999999,93.635,96.32999999999998,45.72500000000001,138.4,77.455,102.14000000000001,354.1649999999999,380.83500000000004,44.355,92.75,93.045,23.530799999999992,60.73455000000001,61.85424999999999,61.79245000000001,23.366600000000002,30.867699999999996,33.717499999999994,2.0291,2.0238,566.75,581.65,597.1,573.75,539.15,517.35,572.0,572.55,553.2,533.1,2088.15,2173.25,2847.25,3392.7,3531.25,3145.9,3088.2,47.230000000000004,135.84499999999997,108.59,167.095,87.13,73.125,27.595,128.39000000000001,154.01500000000001,46.945,139.47000000000003,108.495,188.045,56.129999999999995,29.93999999999999,33.115,81.93999999999997,83.01999999999998,444.0,420.35,392.05,371.2,3882.9,4059.3,4503.1,2568.0
196,0.2,44.230000000000004,108.48000000000002,88.81000000000002,114.61000000000001,191.92499999999998,176.23999999999995,58.86,93.635,96.34500000000001,45.94500000000001,138.45,77.6,101.87500000000003,348.58,384.475,45.60000000000001,92.38000000000001,92.735,23.525399999999998,60.705799999999996,61.41714999999999,61.61845000000001,23.4235,30.96655,34.651199999999996,2.02835,2.02345,570.65,583.3,598.8,572.8,540.45,518.7,570.75,571.75,552.5,533.35,2042.9,2196.1,3032.5,3447.75,3419.15,3167.2,3177.4,47.095,135.63000000000002,106.73499999999999,166.185,85.94500000000002,72.315,27.155,125.95,154.712,46.864999999999995,139.44000000000003,108.225,187.67000000000002,54.294999999999995,31.180000000000007,33.545,81.58999999999999,82.60999999999999,443.65,420.65,392.35,371.95,3950.0,4040.1,4470.75,2537.7
197,0.15,43.805,106.94000000000001,88.805,114.5,195.25000000000003,173.525,58.914999999999985,92.915,95.785,45.385000000000005,138.29500000000002,77.825,101.86,355.445,378.15000000000003,44.445,93.45000000000002,93.745,23.50365,61.15725000000001,62.00379999999999,62.65060000000001,23.336,30.847099999999994,33.668249999999986,2.0297500000000004,2.0331,568.25,582.4,598.15,572.2,539.65,518.45,570.85,572.6,554.05,534.55,2054.55,2195.4,2915.0,3421.45,3478.15,3125.35,3104.5,47.355000000000004,135.8,108.51500000000001,167.005,86.845,72.24,27.05,125.78,154.38,46.805,139.45499999999998,108.215,187.66500000000002,54.88500000000001,30.170000000000005,33.55500000000001,81.47999999999999,82.67,443.95,420.1,392.05,371.15,3917.4,4025.5,4460.65,2536.55
198,0.05,44.15999999999999,105.675,89.04,114.82000000000001,192.33999999999997,175.00499999999994,58.89000000000001,93.51,96.20500000000001,45.81,138.4,78.205,101.62500000000001,358.97999999999996,380.58000000000004,43.115,93.65,94.30999999999999,23.60055,61.05159999999999,61.78224999999999,62.39969999999998,23.401600000000002,30.951,34.54514999999999,2.0280499999999995,2.0298499999999997,569.5,582.9,599.0,572.1,539.9,518.0,571.5,572.85,553.35,533.6,2069.4,2187.5,2932.75,3452.2,3527.1,3139.85,3086.25,47.1,135.85500000000002,107.91,166.865,87.08500000000001,72.75999999999999,27.059999999999995,134.04,154.557,46.955,139.36,108.60999999999999,187.96999999999997,56.10999999999999,29.369999999999997,32.93999999999999,81.74499999999999,82.82999999999998,444.4,420.4,392.7,372.0,3814.2,4054.7,4474.05,2572.55
199,0.1,44.11,105.50999999999999,88.89,114.95,196.09999999999997,157.95999999999998,58.875,93.525,96.35000000000001,45.86,138.1,77.725,101.505,360.43,363.855,43.37,92.46,92.945,23.528,60.878099999999996,61.21845,61.66575,23.40185,30.948050000000002,34.29909999999999,2.0284500000000003,2.0364,570.15,582.85,598.95,572.8,540.65,518.1,571.9,573.25,554.6,534.45,2079.55,2164.05,2788.1,3390.975,3601.15,3125.25,3094.1,47.345,135.8,107.88500000000002,166.975,86.17999999999999,72.96499999999999,27.399999999999995,124.13,153.544,47.075,139.925,109.46,188.57999999999998,54.955000000000005,30.744999999999997,33.334999999999994,81.925,82.96000000000001,443.4,419.75,391.55,371.1,3876.3,4055.7,4451.4,2545.35
200,0.1,44.30499999999999,107.50000000000003,88.785,115.02499999999998,206.84999999999997,174.675,59.03499999999999,93.56,96.015,45.93,138.2,77.64500000000001,101.7,337.96000000000004,390.0,44.545,92.29499999999999,92.875,23.590650000000004,61.202099999999994,61.688749999999985,62.61045,23.449199999999998,30.988350000000004,34.42780000000001,2.0292000000000003,2.0296000000000003,569.95,583.2,599.2,572.3,539.55,517.35,572.15,573.2,553.7,533.9,2078.25,2170.2,2774.45,3395.7,3608.8,3136.3,3101.4,47.21999999999999,135.855,108.84500000000003,167.15000000000003,86.52000000000001,72.92499999999998,27.645000000000003,122.67999999999999,153.59499999999997,46.714999999999996,139.36499999999998,108.13000000000002,187.535,56.085,29.574999999999996,33.34,81.85499999999999,82.92499999999998,443.45,420.35,392.25,371.3,3839.55,4065.05,4474.6,2559.95
201,0.15,44.154999999999994,104.70500000000001,89.05000000000001,114.89500000000001,192.9,158.82999999999998,58.675,93.33,96.12999999999998,45.900000000000006,138.25,77.83999999999999,101.80499999999999,349.88,371.67999999999995,44.49499999999999,93.525,93.91999999999999,23.522199999999994,60.72455000000001,61.85635,62.01285,23.43625,30.794599999999996,34.26295,2.0291500000000005,2.0415000000000005,569.7,582.95,599.2,572.85,541.1,518.6,571.75,572.7,553.6,534.05,2092.25,2159.9,2844.1,3442.0,3533.4,3141.1,3069.0,47.324999999999996,135.875,107.85499999999999,166.435,85.975,72.405,27.369999999999997,129.935,154.575,46.934999999999995,139.55500000000004,109.16,188.405,55.69,30.074999999999996,32.760000000000005,82.11999999999998,83.185,443.5,419.5,391.85,371.45,3910.25,4042.8,4458.3,2553.7
202,0.15,44.28499999999998,104.35499999999999,88.795,114.88,200.285,164.07,58.795,93.515,96.265,45.74499999999999,138.1,77.45000000000002,101.615,344.73000000000013,385.86,44.08999999999999,92.505,92.99499999999999,23.50165,61.017399999999995,61.9736,62.290150000000004,23.4255,31.018750000000004,34.29345,2.0265,2.0374500000000006,569.8,582.5,598.25,572.6,541.1,518.85,571.65,573.55,554.0,533.5,2073.85,2181.1,2820.55,3397.3,3617.6,3163.45,3084.05,47.06,135.8,108.17999999999999,166.7,86.58999999999999,72.26999999999998,27.620000000000005,125.5,154.15699999999998,46.800000000000004,139.43,108.58000000000001,187.64499999999998,56.754999999999995,31.089999999999996,33.52499999999999,81.72999999999999,82.75,443.6,420.2,391.8,370.8,3874.2,4059.05,4471.25,2558.2
203,0.15,43.985,106.6425,88.80000000000001,114.65000000000002,200.21249999999998,177.07250000000005,58.629999999999995,93.45,96.32000000000002,45.51500000000001,137.85,78.19500000000001,101.925,352.4,380.05,43.739999999999995,93.225,93.63,23.495799999999996,60.851699999999994,61.89404999999999,61.9576,23.360349999999997,30.892300000000006,33.9987,2.02835,2.02725,570.4,583.0,599.0,572.6,539.4,517.15,571.0,572.75,553.8,534.45,2064.55,2169.95,2872.5,3414.45,3543.55,3137.65,3067.0,47.224999999999994,135.815,107.69500000000002,166.73,86.56000000000002,73.14999999999999,27.25,123.81500000000001,154.76999999999998,47.13,139.83500000000004,109.72500000000002,188.82,55.635000000000005,30.244999999999997,33.464999999999996,82.22500000000001,83.26499999999999,443.6,420.15,392.1,371.3,3789.25,4052.5,4456.25,2563.05
204,0.05,44.08999999999999,107.57499999999997,88.905,114.67,198.34999999999997,180.55,58.875000000000014,93.54499999999999,96.335,45.46,138.15,78.17,101.95000000000002,341.10499999999996,382.245,44.265,92.70500000000001,93.225,23.5973,60.66155000000001,61.64989999999999,62.47395,23.460949999999997,31.126149999999996,34.66175,2.029,2.011,569.6,583.05,599.5,572.9,541.5,518.3,572.05,573.45,554.25,533.85,2087.1,2162.9,2815.4,3401.625,3591.8,3120.5,3102.8,47.015,135.725,107.75999999999999,166.405,86.53,73.23500000000001,27.769999999999992,122.13,154.27999999999997,47.125,139.70499999999998,108.835,188.24499999999995,55.79999999999999,30.054999999999996,33.82,81.95500000000001,82.92999999999999,444.15,420.85,392.6,371.85,3870.95,4044.55,4460.6,2551.85
205,0.05,43.769999999999996,107.335,88.555,114.415,182.435,165.075,58.955000000000005,93.025,95.64,45.50500000000001,138.0,77.95500000000001,102.035,339.065,374.05000000000007,44.01499999999999,93.59,93.84,23.50705,60.853449999999995,61.549549999999996,61.90334999999999,23.378750000000004,31.011349999999993,34.27905,2.0274,2.0248000000000004,568.3,582.2,598.6,572.55,539.55,517.65,571.65,573.35,554.45,534.4,2071.75,2165.75,2853.0,3393.9,3635.95,3145.8,3101.1,47.08,135.825,107.675,167.10500000000002,86.33500000000001,73.12,27.774999999999995,129.73999999999998,154.52,47.095000000000006,139.715,108.76499999999999,188.37,55.23499999999999,29.595,33.475,82.09,83.14500000000001,442.85,419.4,391.25,370.4,3931.55,4032.15,4459.25,2536.65
206,0.1,44.29,108.9,89.35,115.00999999999996,187.5,168.42499999999998,58.675,93.88499999999999,96.545,45.895,138.3,78.085,101.695,346.5,379.285,43.550000000000004,92.97500000000001,93.28999999999999,23.546449999999997,60.872699999999995,61.549,62.2121,23.4241,31.06555,34.3552,2.0291,2.0304500000000005,570.3,583.0,598.85,572.05,540.2,517.7,570.7,573.75,553.15,533.7,2077.0,2176.4,2950.85,3413.775,3463.4,3152.3,3105.6,47.41,135.855,108.24000000000001,166.77500000000003,86.7,72.655,27.105,123.205,154.197,46.47,139.32500000000002,107.74000000000001,187.06,56.42,30.604999999999997,34.03,81.43499999999999,82.52,443.6,420.2,392.3,371.2,3834.15,4050.25,4458.2,2557.8
207,0.2,43.815,106.75500000000002,88.77499999999998,114.73999999999998,197.32999999999998,156.47,59.06500000000001,93.16499999999999,95.975,45.730000000000004,138.2,78.44500000000001,102.01500000000001,337.70000000000005,389.325,43.425,94.01,94.52,23.5349,61.05005,61.70275,62.305600000000005,23.3857,30.918550000000003,34.129900000000006,2.0256999999999996,2.0237000000000003,570.25,583.1,599.45,572.9,540.2,518.15,572.0,573.3,555.3,534.85,2111.1,2156.2,2710.45,3401.925,3613.9,3115.5,3063.65,46.97,135.735,107.93999999999998,166.725,86.24500000000003,72.425,27.984999999999996,126.68999999999998,154.41000000000003,47.28500000000001,139.82500000000002,110.46999999999998,189.23999999999995,54.745000000000005,30.270000000000003,33.644999999999996,82.41499999999999,83.405,443.5,420.25,392.05,371.25,3915.25,4039.9,4485.3,2553.1
208,0.1,43.865,107.69999999999997,88.58000000000001,114.74000000000001,203.76000000000002,180.68,58.955,93.375,96.05000000000001,45.650000000000006,137.95,78.24000000000001,102.03,349.19,391.725,44.67,93.575,94.16,23.510949999999994,60.84165,61.9114,62.29714999999999,23.338699999999996,30.8202,33.20639999999999,2.02765,2.0433499999999993,566.8,580.85,596.25,573.15,539.65,518.25,572.95,573.15,554.7,533.95,2108.65,2173.1,2623.8,3376.25,3706.45,3112.35,3070.95,47.235,135.77,108.22,166.96499999999997,87.35000000000001,73.61,27.24,123.86500000000001,154.89999999999998,46.86,139.835,109.38500000000002,188.59,55.46999999999999,30.440000000000005,33.04,82.12500000000003,83.175,443.6,420.0,392.3,371.5,3969.8,4033.35,4485.8,2558.8
209,0.1,44.165000000000006,108.835,88.94500000000001,114.96000000000001,204.99499999999998,164.62499999999997,59.03000000000001,93.905,96.34,45.545,137.85,77.71,101.57499999999999,344.43,377.01500000000004,43.355000000000004,92.30000000000001,92.81500000000001,23.517599999999998,60.993200000000016,61.919799999999995,62.4884,23.424699999999998,30.895849999999996,34.17164999999999,2.0289,2.0412999999999997,567.9,581.65,597.8,572.85,539.65,517.85,570.6,573.55,553.95,534.45,2065.95,2177.95,2909.1,3398.9,3501.6,3150.7,3102.15,47.120000000000005,135.75500000000002,107.665,166.87,86.83,73.21000000000001,27.494999999999997,123.62,153.81,46.61999999999999,139.205,108.025,187.27999999999997,56.20000000000001,29.475000000000005,32.730000000000004,81.675,82.785,443.45,419.85,391.75,370.85,3851.75,4047.1,4456.5,2557.4
210,0.1,43.885,109.30500000000002,88.62500000000001,114.73000000000002,192.29,176.43500000000003,58.62000000000002,93.0,95.66,45.635,137.95,78.32,101.66,341.0950000000001,389.39500000000004,44.41000000000001,93.465,94.08999999999999,23.5002,60.73265,62.136400000000016,62.20125,23.350199999999997,30.9683,33.869299999999996,2.0283499999999997,2.0282,569.4,582.1,597.9,573.15,540.1,518.75,572.5,572.95,552.85,533.15,2066.45,2181.75,2844.4,3433.825,3571.95,3137.1,3074.4,47.32500000000002,135.795,108.48499999999999,166.88500000000005,85.58500000000001,73.41,27.48999999999999,125.245,153.339,47.07,139.73000000000002,109.15500000000002,188.49000000000004,54.635000000000005,29.564999999999998,32.695,82.17999999999998,83.32500000000002,443.35,420.1,392.05,371.25,3878.8,4043.6,4481.7,2541.75
211,0.1,43.835,108.87,88.945,114.75,193.94500000000002,160.98999999999998,59.06499999999998,93.025,95.85499999999999,45.64,138.05,78.20000000000002,101.86999999999999,343.81,396.66999999999996,44.4,93.25999999999999,93.81500000000003,23.539949999999997,61.0472,61.450599999999994,62.1408,23.35075,30.789899999999996,33.923700000000004,2.0280999999999993,2.02815,568.9,582.4,598.5,572.4,539.3,518.0,571.65,571.95,552.75,533.1,2072.15,2173.25,2961.15,3415.65,3493.7,3152.8,3143.0,47.349999999999994,135.95999999999998,109.30499999999998,166.98499999999999,86.52,72.725,27.545000000000005,132.55,155.76999999999998,47.339999999999996,139.85000000000002,109.56499999999998,188.645,55.230000000000004,30.105,33.405,82.12999999999998,83.15499999999999,443.6,420.1,392.15,371.4,3959.45,4033.95,4494.45,2541.8
212,0.1,43.135000000000005,106.63500000000002,88.43000000000002,114.27000000000002,191.26999999999998,174.265,58.825,92.97999999999999,95.69499999999998,45.11999999999999,137.95,77.955,101.475,343.825,380.50500000000005,44.71,94.87499999999999,95.29499999999999,23.58625,61.14045000000001,62.334849999999996,62.431349999999995,23.35925,30.93075,33.99655,2.0281499999999992,2.0281999999999996,569.4,582.5,598.65,572.2,540.15,518.25,571.45,573.4,554.1,534.55,2080.7,2193.9,2886.25,3424.9,3556.0,3140.0,3111.7,46.99,135.81000000000003,106.64500000000001,166.47,85.83500000000001,73.255,27.515000000000004,123.16,153.412,47.00499999999999,139.725,109.48499999999999,188.72000000000003,54.495000000000005,30.580000000000002,33.64,82.13000000000001,83.18499999999999,444.3,420.45,392.5,371.35,3890.25,4052.0,4454.0,2556.6
213,0.15,44.46499999999999,105.75000000000003,88.805,114.79999999999998,193.65999999999997,162.165,58.61499999999999,93.16499999999999,95.88,45.81999999999999,138.1,77.675,101.84,345.58500000000004,383.345,44.845000000000006,92.155,92.625,23.50294999999999,60.86895,61.61900000000001,61.54825000000001,23.42995,31.0108,34.36094999999999,2.0286500000000003,2.012200000000001,569.85,582.55,599.1,572.25,540.5,517.95,572.15,573.2,554.9,534.7,2080.35,2181.05,2795.65,3424.8,3632.65,3116.45,3058.8,47.14999999999999,135.835,108.07000000000001,166.725,85.485,73.065,27.78,129.0,154.772,46.95,139.34,107.91999999999999,187.57999999999998,56.81500000000001,29.995000000000005,33.735,81.41999999999999,82.58999999999999,443.3,419.55,391.85,370.65,3950.05,4036.55,4465.55,2541.5
214,0.1,44.25,108.00500000000002,89.02000000000001,114.845,200.315,165.585,58.915,93.91,96.775,45.8,138.1,77.45000000000002,101.48499999999999,347.15,388.07000000000005,43.50499999999999,92.89500000000001,93.22999999999999,23.4975,60.64050000000001,61.48929999999999,62.154399999999995,23.384099999999997,31.039049999999992,34.1825,2.0282000000000004,2.0291500000000005,569.65,583.0,599.05,572.6,540.45,517.7,571.85,573.05,553.3,533.7,2071.45,2187.2,2786.25,3416.3,3579.4,3121.1,3041.2,47.08,135.9,109.11499999999997,167.04,86.685,72.4,27.44000000000001,135.075,154.36999999999998,46.584999999999994,139.26,107.16,186.835,56.295,30.705000000000002,33.615,81.32000000000001,82.43999999999998,444.1,420.5,392.15,371.45,3742.25,4067.2,4470.0,2573.3
215,0.1,44.35999999999999,109.50999999999996,88.905,114.82000000000001,205.14000000000001,172.115,58.654999999999994,93.475,96.18999999999998,45.51499999999999,137.7,77.39500000000001,101.47999999999999,344.54499999999996,381.1,43.42000000000001,93.455,93.7,23.536500000000004,60.91095,61.62265,62.21894999999999,23.39825,30.97809999999999,34.13124999999999,2.02885,2.036,569.1,582.3,598.5,573.15,541.0,518.45,570.3,573.05,553.05,533.7,2058.95,2171.25,2947.75,3438.55,3536.15,3185.0,3099.3,46.870000000000005,135.70499999999998,107.15,166.69,86.89,72.79,27.650000000000006,131.0,153.75,46.644999999999996,139.21499999999997,107.61500000000001,187.28500000000003,56.43000000000001,30.774999999999995,33.02499999999999,81.37499999999999,82.51499999999999,443.9,420.3,392.4,371.45,3929.25,4043.7,4484.65,2543.75
216,0.15,44.14999999999999,107.60500000000002,89.07500000000002,114.725,195.875,160.685,58.904999999999994,93.52000000000001,96.135,45.515,137.81,77.91499999999999,101.85499999999999,353.2000000000001,372.82000000000005,43.89,92.39500000000001,92.66,23.5259,61.1866,62.56534999999999,62.48729999999999,23.400250000000003,31.007300000000004,34.357499999999995,2.0268,2.031,570.6,584.05,600.05,572.55,540.5,517.6,571.7,572.1,554.05,534.45,2072.5,2169.0,2848.0,3403.25,3574.15,3120.65,3101.3,46.980000000000004,135.735,107.52499999999998,166.525,86.18499999999999,72.65,27.725000000000005,125.795,154.402,46.809999999999995,139.44,107.78000000000002,187.31,55.94999999999999,30.99500000000001,32.91000000000001,81.57000000000001,82.66499999999999,444.05,420.45,392.65,371.9,3939.4,4038.95,4470.65,2538.9
217,0.15,44.16,107.69499999999998,88.92499999999998,114.93000000000002,205.57,171.34999999999997,58.80499999999999,93.15,95.815,45.495,138.05,77.84,101.67500000000001,331.095,384.59000000000003,45.315000000000005,93.19,93.72,23.51695,60.929000000000016,62.03549999999999,62.429799999999986,23.39595,30.971899999999998,34.08254999999999,2.02925,2.0278,569.1,582.5,598.55,572.3,538.4,517.75,571.25,573.85,554.55,534.15,2084.45,2161.45,2772.4,3447.15,3582.6,3149.3,3091.55,46.864999999999995,135.725,107.24000000000001,166.39500000000004,86.705,73.12,27.345,133.875,154.965,46.425,139.37000000000003,108.54,187.79500000000002,56.11,30.245000000000005,33.965,81.675,82.825,443.7,420.35,392.15,371.1,3786.95,4058.75,4465.4,2559.15
218,0.25,44.08999999999999,107.00999999999999,89.08500000000001,114.99000000000001,187.40500000000003,156.26000000000002,58.894999999999996,93.60499999999999,96.275,45.46,138.4,78.065,101.995,332.3349999999999,396.21500000000003,45.18,93.74,94.265,23.567700000000002,61.174699999999994,62.37315000000001,62.8091,23.386550000000003,31.066899999999997,34.112849999999995,2.0287499999999996,2.02925,569.35,582.75,598.6,572.95,540.5,518.1,571.0,573.25,553.2,533.9,2056.85,2172.3,2939.65,3412.475,3525.55,3139.1,3096.5,47.105000000000004,135.88,108.25999999999999,166.82999999999998,87.21000000000001,73.22,27.189999999999998,133.57500000000002,153.347,46.62,139.19,107.0675,186.88,55.395,29.867499999999996,33.269999999999996,81.28499999999998,82.385,443.55,420.1,391.8,371.0,3890.7,4045.85,4478.7,2535.15
219,0.15,43.99,108.11500000000001,89.28500000000001,114.86999999999998,190.69500000000002,162.105,58.6,93.775,96.76499999999999,45.105000000000004,137.8,76.89,101.18,351.515,376.1550000000001,43.52,93.19500000000001,93.57500000000002,23.52475,60.888,61.773849999999996,62.245999999999995,23.392150000000004,31.069349999999996,34.127849999999995,2.0284500000000003,2.0379499999999995,571.5,583.9,600.15,573.2,539.75,517.7,571.75,573.2,553.65,532.95,2056.1,2201.6,2813.45,3427.25,3581.3,3126.2,3042.35,47.425,135.88,108.61999999999998,167.035,86.83500000000001,72.77,27.595000000000006,131.055,154.28,47.214999999999996,139.72999999999996,108.73000000000002,188.00500000000002,55.230000000000004,30.65,33.565000000000005,81.83,82.89,444.0,420.6,392.35,371.35,3848.85,4058.55,4460.6,2558.4
220,0.1,43.83,105.575,88.83000000000001,114.87,192.67000000000002,172.055,58.83999999999999,93.785,96.455,45.809999999999995,138.2,78.09,101.91499999999999,334.6450000000001,383.335,43.75000000000001,93.825,94.28,23.56395,60.8241,61.745000000000005,61.8239,23.37465,30.919950000000007,34.01239999999999,2.0284,2.0168999999999997,568.05,582.05,598.35,573.6,540.2,518.35,571.45,573.5,554.35,534.45,2070.6,2180.75,2802.75,3401.05,3580.05,3126.9,3102.6,47.10999999999999,135.79999999999998,107.15,166.47000000000003,86.445,73.61500000000001,26.85,123.73499999999999,154.352,46.465,139.49499999999995,108.67499999999998,188.02500000000003,56.014999999999986,29.895,32.935,81.96,83.06500000000001,443.6,419.75,391.75,371.35,3878.7,4039.0,4450.7,2545.65
221,0.1,44.0,106.795,89.08500000000001,114.86000000000001,193.59,177.74000000000004,58.71500000000001,93.58000000000001,96.38,45.415,138.25,78.025,102.01000000000002,343.68,378.0,43.980000000000004,93.41999999999999,93.75499999999998,23.520300000000002,60.932550000000006,61.82130000000001,62.560149999999986,23.33465,30.855900000000002,33.88994999999999,2.02815,2.02825,569.35,583.0,599.1,572.35,539.75,517.45,571.65,573.0,554.5,534.7,2070.8,2165.85,2853.95,3428.525,3543.35,3146.4,3084.45,47.30499999999999,135.865,108.48499999999999,167.04499999999996,86.98999999999998,73.3,27.494999999999997,137.46,155.31500000000003,47.37999999999999,139.8,109.49499999999998,188.875,55.654999999999994,30.360000000000003,33.209999999999994,82.24999999999999,83.32499999999997,444.0,420.45,392.15,371.2,3872.15,4046.1,4449.65,2563.45
222,0.1,43.795,106.335,88.91000000000001,114.96499999999999,213.205,164.395,58.925,93.75000000000001,96.39500000000001,45.529999999999994,137.75,77.255,101.32499999999997,329.18500000000006,393.95,44.05,93.33500000000001,93.97500000000001,23.56055,60.9865,61.94739999999998,62.22545,23.398650000000004,30.889249999999997,34.2535,2.0296999999999996,2.02665,569.85,582.75,599.25,572.2,541.25,517.65,571.0,572.0,551.6,532.75,2044.7,2177.75,3069.05,3445.45,3472.95,3173.9,3129.0,47.374999999999986,135.79500000000002,108.025,167.11,86.68500000000002,72.78,26.915,125.675,155.05200000000002,46.980000000000004,139.41500000000002,108.09500000000003,187.58499999999998,55.045000000000016,30.029999999999994,32.86999999999999,81.43,82.52000000000001,444.55,420.75,392.6,371.7,3900.25,4038.85,4455.85,2551.7
223,0.15,44.295,107.125,88.59,114.60999999999999,197.03,167.85500000000002,59.05,92.91,95.625,45.525000000000006,138.05,78.29999999999998,101.95,350.625,381.09000000000003,44.28000000000001,93.345,93.81000000000002,23.54085,60.85240000000001,61.45505000000001,62.0135,23.398949999999996,31.0305,34.407,2.02905,2.0246500000000003,568.6,582.4,598.7,573.55,540.35,518.4,571.65,573.55,553.8,533.55,2082.15,2180.5,2898.9,3407.675,3525.1,3128.55,3113.25,47.19499999999999,135.76999999999998,107.53500000000001,166.565,86.505,72.57,27.220000000000006,124.295,154.80500000000004,46.87499999999999,139.52500000000003,107.85999999999999,187.5,56.3,29.525000000000006,32.975,81.735,82.79999999999998,443.35,420.3,392.3,371.8,3861.5,4039.95,4458.15,2549.35
