LOT,JUDGE,BLACK_RTD_TEMP_GLASS_START,BLACK_RTD_TEMP_GLASS_END,BLACK_RTD_TEMP_WALL_START,BLACK_RTD_TEMP_WALL_MAX,BLACK_RTD_PRES_START,BLACK_RTD_PRES_END,BLACK_RTD_TEMP_GLASS_OUT,BLACK_RTD_TEMP_HOOD_START,BLACK_RTD_TEMP_HOOD_MAX,AG_RTD_TEMP_GLASS_START,AG_RTD_TEMP_GLASS_END,AG_RTD_TEMP_WALL_START,AG_RTD_TEMP_WALL_MAX,AG_RTD_PRES_START,AG_RTD_PRES_END,AG_RTD_TEMP_GLASS_OUT,AG_RTD_TEMP_HOOD_START,AG_RTD_TEMP_HOOD_MAX,AG_EXPOSURE_TEMP_MASK,BUS_DEVELOP_TEMP_OVEN1,BUS_DEVELOP_TEMP_OVEN2,BUS_DEVELOP_TEMP_OVEN3,BUS_DEVELOP_TEMP_TANK1,BUS_DEVELOP_TEMP_TANK2,BUS_DEVELOP_TEMP_TANK3,BUS_DEVELOP_PRES2,BUS_DEVELOP_PRES3,BUS_FIRE_TEMP_KEEP_CH01,BUS_FIRE_TEMP_KEEP_CH02,BUS_FIRE_TEMP_KEEP_CH03,BUS_FIRE_TEMP_ANEAL_CH01,BUS_FIRE_TEMP_ANEAL_CH02,BUS_FIRE_TEMP_ANEAL_CH03,DIELEC_FIRE_TEMP_KEEP_CH01,DIELEC_FIRE_TEMP_ANEAL_CH01,DIELEC_FIRE_TEMP_ANEAL_CH02,DIELEC_FIRE_TEMP_ANEAL_CH03,DIELEC_FIRE_EXHAUST_HEAT1,DIELEC_FIRE_EXHAUST_HEAT2,DIELEC_FIRE_EXHAUST_HEAT3,DIELEC_FIRE_EXHAUST_HEAT4,DIELEC_FIRE_EXHAUST_HEAT5,DIELEC_FIRE_EXHAUST_HEAT6,DIELEC_FIRE_EXHAUST_HEAT7,PHOS_R_DRY_TEMP_GLASS_START,PHOS_R_DRY_TEMP_GLASS_END,PHOS_R_DRY_TEMP_WALL_START,PHOS_R_DRY_TEMP_WALL_MAX,PHOS_R_DRY_PRES_START,PHOS_R_DRY_PRES_END,PHOS_R_DRY_TEMP_GLASS_OUT,PHOS_R_DRY_TEMP_HOOD_START,PHOS_R_DRY_TEMP_HOOD_MAX,PHOS_G_DRY_TEMP_GLASS_START,PHOS_G_DRY_TEMP_GLASS_END,PHOS_G_DRY_TEMP_WALL_START,PHOS_G_DRY_TEMP_WALL_MAX,PHOS_G_DRY_PRES_START,PHOS_G_DRY_PRES_END,PHOS_G_DRY_TEMP_GLASS_OUT,PHOS_G_DRY_TEMP_HOOD_START,PHOS_G_DRY_TEMP_HOOD_MAX,PHOS_FIRE_TEMP_ANEAL_CH01,PHOS_FIRE_TEMP_ANEAL_CH02,PHOS_FIRE_TEMP_ANEAL_CH03,PHOS_FIRE_TEMP_ANEAL_CH04,PHOS_FIRE_EXHAUST_HEAT1,PHOS_FIRE_EXHAUST_HEAT2,PHOS_FIRE_EXHAUST_HEAT3,PHOS_FIRE_EXHAUST_HEAT4
224,0.15,43.92999999999999,108.41,88.9,114.50000000000003,199.54,185.25999999999996,58.68000000000001,93.63499999999999,96.33999999999999,45.54,138.2,77.95500000000001,101.81999999999998,366.73,367.39,44.85499999999999,93.095,93.66,23.5366,60.7805,61.31645000000001,62.38824999999999,23.401400000000002,30.907250000000005,34.069399999999995,2.0286,2.0297,569.0,582.75,599.1,572.95,540.45,518.15,572.5,573.2,554.5,534.2,2084.55,2162.55,2723.9,3375.225,3582.4,3130.65,3035.45,47.095,135.78500000000003,107.375,166.70999999999998,85.47499999999998,73.895,27.02,137.20999999999998,155.42000000000002,46.714999999999996,139.72000000000003,109.06000000000002,188.27000000000004,54.69,29.330000000000005,33.55,81.83000000000001,82.92500000000001,444.05,420.5,392.55,371.7,3890.65,4028.9,4450.4,2539.65
225,0.2,43.99,108.11000000000001,88.93500000000002,114.67999999999999,197.945,172.685,58.8,93.155,96.13000000000001,45.655,138.145,77.85,101.675,353.8349999999999,366.08500000000004,44.265,93.365,93.795,23.477799999999995,60.88185,61.8685,62.21704999999999,23.296100000000003,31.017299999999995,33.74634999999999,2.029,2.01275,567.8,581.7,597.2,572.15,539.5,518.15,571.7,573.05,553.7,533.75,2080.05,2159.9,2895.55,3449.2,3559.0,3189.95,3086.65,47.364999999999995,135.86999999999998,107.93999999999998,166.785,86.94,72.73000000000002,27.54,132.05,154.57,47.05,139.57999999999998,108.22999999999999,187.77499999999998,55.81500000000001,28.985000000000003,32.68999999999999,81.69499999999998,82.84999999999998,443.4,419.8,392.2,371.3,3859.6,4044.85,4462.3,2545.15
226,0.15,44.470000000000006,108.045,88.9,114.92499999999998,197.94500000000002,174.385,58.96500000000002,93.29499999999999,95.93,45.825,138.25,77.845,101.72999999999999,349.56500000000005,375.27000000000004,45.275000000000006,92.76,93.245,23.556750000000005,60.94404999999999,62.091049999999996,61.678999999999995,23.37215,31.011400000000002,34.15829999999999,2.0261500000000003,2.0341,568.25,581.95,597.8,573.4,539.15,517.45,572.1,572.85,554.25,533.75,2088.8,2168.35,2717.45,3403.95,3638.7,3107.75,3080.05,47.129999999999995,135.89000000000001,109.09500000000003,167.12,86.73,73.02499999999999,27.645,138.805,155.05700000000002,46.97,139.585,108.17999999999999,187.71499999999997,56.15999999999999,30.764999999999997,33.7,82.075,83.25999999999999,443.8,420.2,392.35,371.6,3923.8,4025.3,4459.6,2544.0
227,0.15,44.475,108.93500000000002,88.89,114.73999999999998,206.03500000000003,163.06,58.81,93.45,96.26500000000001,45.73,138.355,77.99499999999999,101.69000000000001,356.45500000000004,376.56000000000006,45.239999999999995,92.97,93.55999999999999,23.514900000000004,60.9261,61.59400000000001,62.86105000000001,23.38375,31.1479,34.04325,2.0281,2.0347500000000003,570.5,583.55,599.55,572.65,539.5,517.4,572.05,573.7,553.35,533.15,2065.45,2162.6,2793.6,3381.45,3552.75,3128.1,3057.6,47.440000000000005,135.85999999999999,108.425,167.14999999999998,86.77000000000001,72.73,27.240000000000002,131.775,154.895,46.795,139.535,108.02000000000001,187.57,55.620000000000005,29.805000000000007,33.044999999999995,81.715,82.79999999999998,443.85,420.2,392.2,371.25,3882.9,4049.05,4454.25,2548.4
228,0.15,44.205,105.03,89.07,115.04499999999999,186.74000000000004,170.40499999999997,58.65999999999999,93.595,96.08499999999998,45.78,138.05,77.74999999999999,101.64999999999999,347.5350000000001,378.7,44.545,93.03999999999999,93.4,23.5217,61.028650000000006,61.521800000000006,62.3159,23.43045,31.03985,34.46294999999999,2.0288999999999993,2.0352000000000006,572.05,584.15,600.25,572.5,540.8,517.75,571.5,573.55,554.75,534.7,2101.8,2177.35,2778.3,3390.85,3585.1,3136.7,3124.55,47.230000000000004,135.85000000000002,108.71999999999998,166.82999999999998,86.375,73.23,27.630000000000003,129.35999999999999,155.21499999999997,46.91,139.60000000000002,109.38,188.265,56.15,30.685000000000002,33.575,81.70499999999998,82.80499999999999,443.4,419.7,391.7,371.0,3910.15,4035.1,4475.5,2549.7
229,0.05,44.36000000000001,108.19500000000002,88.74499999999998,114.90500000000002,206.47000000000003,165.03499999999997,58.64500000000002,93.19500000000002,95.85499999999999,45.94,137.95999999999998,77.72,101.85000000000001,335.555,390.545,44.675000000000004,92.59,93.02,23.5706,61.189649999999986,61.73320000000001,62.06570000000001,23.43835,30.85115,34.10985,2.028,2.0386999999999995,569.6,582.55,598.7,573.05,539.95,518.65,572.15,573.2,554.4,533.8,2104.75,2190.55,2719.35,3381.6,3625.8,3132.75,3099.6,47.28,135.825,108.69500000000001,166.92000000000002,86.43,72.31,27.95,125.15,154.762,47.074999999999996,139.44,108.15500000000002,187.36999999999998,56.96500000000001,29.954999999999995,33.10000000000001,81.575,82.74499999999998,443.55,420.4,391.9,371.4,3891.45,4049.15,4462.8,2557.45
230,0.15,44.25,107.66499999999999,88.84,114.78500000000001,194.63500000000002,167.85500000000002,59.00500000000001,93.38499999999999,96.195,45.705000000000005,138.1,77.99,101.85000000000001,343.65500000000003,379.65999999999997,44.794999999999995,93.24,93.69,23.499399999999994,60.808800000000005,61.49904999999999,62.248599999999996,23.3919,31.0419,34.21805,2.02825,2.0263,570.1,583.75,599.8,573.15,540.3,517.85,572.4,572.8,555.6,535.45,2083.15,2161.35,2685.95,3400.725,3704.15,3158.4,3039.2,47.47999999999999,135.95499999999998,109.50499999999997,167.21500000000003,85.905,72.80999999999999,28.060000000000002,128.465,155.05,46.905,139.445,108.51500000000001,187.675,56.0,29.809999999999995,33.58999999999999,81.645,82.8,443.1,419.75,391.6,371.15,3859.7,4041.4,4467.45,2557.85
231,0.05,43.98,107.97499999999998,88.885,114.72,195.695,173.10500000000002,58.91000000000001,93.36500000000001,96.005,45.67,138.1,77.88,101.53999999999999,340.13,396.80000000000007,44.80499999999999,93.035,93.52000000000001,23.585649999999994,60.859899999999996,61.97885000000002,61.765849999999986,23.40775,30.937549999999998,34.353,2.0251,2.0332999999999997,569.65,582.75,599.15,573.15,541.05,519.1,572.0,573.05,554.3,534.0,2102.7,2164.3,2783.5,3455.45,3636.95,3163.1,3052.7,47.260000000000005,135.785,107.97,166.46999999999997,86.06499999999998,72.78999999999999,27.415000000000003,130.83499999999998,154.64,46.995,139.64500000000004,108.955,188.22000000000003,56.339999999999996,31.375,33.33,81.89999999999999,82.91,443.8,420.1,392.05,371.45,3850.5,4039.9,4477.45,2549.75
232,0.1,43.83,106.18499999999999,88.71999999999998,114.63000000000002,188.685,169.21499999999997,59.029999999999994,93.22500000000001,96.035,45.81499999999999,137.95,78.465,101.65,336.2000000000001,385.71000000000004,44.475,93.3,93.81000000000002,23.490949999999998,61.03190000000001,62.08695,62.489149999999995,23.38165,31.000849999999996,34.18524999999999,2.0277499999999997,2.0234,568.45,582.7,598.65,573.55,540.0,517.85,571.2,572.9,554.5,535.0,2084.05,2178.9,2887.95,3393.225,3564.35,3200.55,3083.4,47.135000000000005,135.84,107.85,166.42999999999995,87.02,72.87,27.875,130.3,154.38000000000002,47.075,139.67,108.83999999999999,188.02,57.14,30.01000000000001,32.76499999999999,81.705,82.78999999999999,444.05,420.65,392.65,371.55,3821.4,4045.7,4474.75,2564.4
233,0.05,44.435,108.95500000000001,89.01,115.05499999999999,199.71999999999997,172.94,58.78000000000001,93.47,96.22999999999999,45.724999999999994,138.15,77.74999999999999,101.81500000000003,350.86,380.43500000000006,44.415000000000006,92.3,92.74999999999999,23.52285,60.636849999999995,61.6709,62.21204999999999,23.435549999999992,31.046249999999997,34.52995,2.0293,2.03535,569.2,582.55,598.7,572.25,539.25,517.65,571.5,573.1,553.5,533.75,2074.9,2172.7,2932.85,3447.65,3522.45,3163.05,3126.55,47.50000000000001,135.85,109.01000000000002,166.975,87.04499999999999,72.72,27.279999999999994,130.22,154.324,47.34,139.965,109.89500000000001,188.99,54.970000000000006,30.265000000000004,32.885,82.22999999999999,83.21,443.4,419.7,391.7,370.7,4030.35,4024.2,4463.1,2532.25
234,0.15,43.58,108.595,88.72,114.72,192.555,167.185,58.975,92.85,95.56999999999998,45.675,138.05,77.95,102.115,355.15500000000003,370.715,44.540000000000006,93.77000000000001,94.27999999999999,23.54575,61.285099999999986,61.9962,62.46794999999999,23.40345,30.9135,34.3377,2.0284999999999997,2.02095,569.45,583.3,599.05,572.25,540.4,518.35,572.3,573.15,553.0,533.05,2074.55,2168.8,2762.25,3394.475,3608.3,3144.0,3054.2,47.300000000000004,135.885,108.41,166.60000000000002,87.215,73.47,27.514999999999997,121.14500000000001,154.85899999999998,46.775,139.455,108.30500000000002,187.53500000000003,55.77000000000002,29.909999999999997,33.49,81.99,83.00500000000001,443.6,420.15,392.15,371.7,3937.0,4034.4,4458.7,2557.35
235,0.15,44.400000000000006,107.65,88.99,114.93499999999999,187.62000000000006,171.19,58.69499999999998,93.595,96.285,45.93,138.25,78.05499999999999,101.63499999999999,342.945,377.02000000000004,44.504999999999995,92.65,93.08000000000001,23.5359,60.849450000000004,61.761,62.11985000000001,23.427999999999997,30.9985,34.29145,2.0271,2.0249999999999995,567.55,582.25,598.15,573.35,540.4,518.35,572.9,573.85,555.6,535.25,2103.15,2181.8,2586.85,3357.75,3694.7,3083.05,3057.4,47.540000000000006,135.85999999999999,108.39999999999998,167.01,86.55499999999999,72.76499999999999,27.064999999999998,133.54999999999998,154.15,47.195,139.815,109.585,188.91499999999996,56.294999999999995,31.409999999999997,33.11,82.17999999999998,83.205,443.75,420.1,392.45,371.4,3884.65,4052.2,4479.15,2541.6
236,0.1,44.05499999999999,108.85499999999999,88.76000000000002,114.82999999999997,206.33,169.75500000000002,58.995000000000005,93.29499999999999,96.08999999999999,45.43,138.05,77.65,101.535,345.99999999999994,383.825,45.4,92.78999999999999,93.175,23.516600000000004,61.11280000000001,61.9645,62.351200000000006,23.37085,30.906949999999995,33.9587,2.0280499999999995,2.04345,568.55,582.9,598.65,573.1,538.8,516.85,572.0,573.4,554.1,533.9,2089.4,2185.45,2709.6,3410.9,3648.85,3118.5,3099.25,46.99,135.78,107.58999999999999,166.945,86.13000000000001,73.13000000000001,27.515000000000004,131.42499999999998,154.27000000000004,46.79,139.75000000000003,109.66000000000001,188.685,54.96500000000001,30.359999999999996,33.260000000000005,82.04500000000002,83.05000000000001,443.35,419.7,392.1,371.3,3926.4,4042.95,4458.05,2541.1
237,0.1,43.574999999999996,110.47500000000002,88.76500000000001,114.525,189.32499999999996,168.245,59.025,93.29499999999999,96.02,45.775,138.25,77.86999999999999,101.42500000000001,351.84000000000003,388.4300000000001,43.80500000000001,93.39500000000001,94.03500000000001,23.533750000000005,61.188,62.1323,62.59799999999999,23.3776,30.956899999999997,34.11625,2.02915,2.02865,567.9,581.65,598.15,573.0,540.15,518.7,572.25,573.1,554.2,534.2,2077.4,2187.05,2767.9,3370.675,3591.55,3104.9,3092.65,47.17,135.87,107.73499999999999,166.92000000000002,86.71999999999998,73.58,26.834999999999997,130.76,153.536,46.910000000000004,139.88500000000002,109.61499999999998,188.825,54.815,29.334999999999997,33.2,82.155,83.24499999999999,444.25,420.75,392.6,371.8,3969.2,4036.85,4452.8,2537.15
238,0.25,43.980000000000004,108.53,88.85,114.69500000000002,189.03000000000003,168.835,58.825,93.48999999999998,96.205,45.64999999999999,138.0,77.9,101.67999999999999,335.42500000000007,392.14000000000004,44.919999999999995,93.09,93.66499999999999,23.54545,60.61719999999999,61.70700000000001,62.133900000000004,23.42005,31.079449999999998,34.34415,2.0269499999999994,2.0232,570.75,583.75,600.15,572.8,540.05,517.4,571.2,573.25,554.45,534.35,2060.3,2170.05,2859.8,3393.0,3502.75,3140.65,3085.75,47.245,135.73,108.31999999999998,166.87499999999997,86.675,73.285,27.54,131.525,154.045,47.08499999999999,139.45999999999998,108.85499999999999,188.04000000000002,55.19499999999999,29.645000000000003,33.480000000000004,81.73499999999999,82.80999999999997,443.7,420.0,391.8,371.1,3911.3,4058.7,4464.25,2546.05
239,0.1,44.225,107.025,88.91,114.88999999999996,189.41000000000003,161.78,58.864999999999995,93.585,96.23,45.894999999999996,138.15,77.835,101.675,350.635,388.64000000000004,44.20499999999999,93.33500000000001,93.93,23.5501,61.188550000000006,62.14885,63.01384999999999,23.363750000000003,30.951600000000003,33.80089999999999,2.0285,2.0345999999999997,567.8,581.45,597.0,572.6,540.55,518.55,571.6,573.05,552.15,532.4,2062.7,2185.4,2960.2,3449.4,3491.5,3148.8,3096.65,47.404999999999994,135.90500000000003,109.35500000000002,167.41500000000002,86.58500000000001,73.26,27.354999999999997,124.17999999999999,153.59700000000004,47.07000000000001,139.8,109.415,188.425,55.52499999999999,29.975,33.515,81.935,83.005,443.55,420.2,392.0,371.35,3834.25,4055.8,4469.65,2556.2
240,0.05,44.269999999999996,107.925,89.04,115.03999999999999,190.20999999999998,165.73499999999999,58.92,93.30000000000001,96.05000000000001,45.879999999999995,138.15,77.885,101.625,350.025,374.69,44.065,92.95,93.33500000000001,23.598650000000006,60.78264999999999,62.13710000000001,62.25020000000001,23.370800000000003,30.988899999999994,33.931799999999996,2.028,2.0292,566.9,581.2,596.95,573.4,540.65,518.9,571.15,573.2,554.45,534.95,2068.1,2179.05,2844.3,3411.075,3548.3,3158.75,3088.95,47.195000000000014,135.82,108.475,166.97,87.44999999999999,73.615,27.605,128.775,155.24500000000003,46.65500000000001,139.26,108.13,187.28500000000003,55.73,31.144999999999992,33.36,81.32999999999998,82.41,443.4,420.1,392.35,371.45,3811.35,4044.15,4470.85,2556.15
241,0.05,44.06000000000001,109.505,89.0,114.80000000000003,199.01,175.33999999999997,58.58,93.675,96.235,45.595000000000006,137.9,77.4,101.66499999999999,349.145,375.92500000000007,44.495000000000005,93.06500000000001,93.495,23.48865,60.85905,61.6804,61.722849999999994,23.4267,30.933299999999996,34.270599999999995,2.0273999999999996,2.0281,568.5,581.95,598.55,573.25,539.95,517.75,571.45,573.1,553.45,533.5,2092.5,2179.5,2823.9,3432.6,3578.95,3146.4,3079.85,47.22,135.945,107.085,166.58499999999998,86.2,73.42999999999999,27.25,126.43499999999999,155.337,46.86,139.41500000000002,108.63,188.01500000000001,55.90999999999999,30.475,33.220000000000006,81.94999999999997,83.00999999999998,443.4,420.05,391.9,371.0,3948.1,4046.8,4466.6,2548.75
242,0.1,44.35999999999999,107.785,88.96000000000001,114.74500000000005,193.27999999999997,178.175,59.095000000000006,93.41,96.07000000000001,45.54,138.3,77.845,101.81499999999998,358.86000000000007,379.08000000000004,43.8,92.455,92.86999999999999,23.567150000000005,60.7146,61.68765,61.57505,23.4266,31.01599999999999,34.436899999999994,2.0271999999999997,2.03245,569.05,582.5,598.85,572.9,541.8,518.7,572.2,573.75,555.5,535.05,2114.45,2155.2,2697.85,3379.175,3674.5,3135.45,3066.5,47.44,135.925,109.15749999999998,167.16,86.495,72.85499999999999,27.625,132.67000000000002,153.7765,47.07000000000001,139.38500000000002,107.955,187.48000000000005,55.485,29.740000000000002,33.22500000000001,81.66999999999999,82.67999999999999,443.9,420.45,392.3,371.4,3882.55,4040.95,4475.0,2548.35
243,0.25,44.504999999999995,105.91,89.21000000000001,115.13499999999999,198.195,158.97499999999997,58.88499999999999,93.785,96.645,45.760000000000005,138.05,77.81,101.74499999999999,364.935,368.41499999999996,43.90500000000001,92.575,92.80499999999999,23.55335,60.892700000000005,61.139599999999994,61.20490000000001,23.402299999999997,31.065099999999994,34.390800000000006,2.02705,2.0321000000000007,569.4,582.55,598.95,572.9,540.2,517.65,571.9,573.15,554.15,533.95,2088.65,2170.8,2814.75,3408.85,3561.55,3167.5,3104.05,47.22,135.81,107.98999999999998,167.055,86.87500000000001,73.465,27.734999999999996,126.245,154.925,46.97,139.65000000000003,109.41,188.56000000000003,56.105000000000004,30.454999999999995,33.375,82.005,83.15,443.65,420.05,392.4,371.4,3831.4,4063.65,4460.75,2562.3
244,0.15,43.815,108.80999999999999,88.75,114.83000000000001,185.73,180.22999999999996,59.065,93.19,95.74499999999998,45.445,138.15,77.995,102.025,337.87499999999994,382.885,44.94500000000001,93.24499999999999,93.73999999999998,23.500200000000007,60.98614999999999,61.80285,62.09100000000001,23.3583,31.069049999999997,33.892999999999994,2.0269500000000003,2.0167500000000005,568.55,582.0,597.85,572.3,540.05,518.25,571.95,573.4,553.35,533.8,2076.85,2170.7,2850.25,3389.35,3531.85,3149.05,3089.35,47.38499999999999,135.92499999999998,109.42,167.04999999999998,86.655,72.355,28.31499999999999,118.52000000000001,154.03199999999998,47.32,139.84000000000003,109.53500000000001,188.58499999999998,55.075,28.584999999999997,32.8,82.21000000000001,83.31500000000001,442.55,419.2,391.05,370.55,3882.3,4032.85,4455.75,2545.75
245,0.0,44.36,107.03000000000002,88.98,114.95,192.66000000000003,175.65,58.89999999999999,93.70500000000001,96.58000000000001,46.14,138.2,77.71499999999999,101.56,352.31500000000005,381.74000000000007,44.925000000000004,92.395,92.94500000000001,23.4933,60.9452,62.36040000000001,62.36015,23.41115,31.000500000000006,34.25949999999999,2.0272499999999996,2.0374000000000003,569.0,581.75,597.7,572.25,541.05,518.35,571.7,573.8,553.75,534.05,2073.85,2203.05,2834.0,3382.5,3562.15,3164.8,3074.6,47.339999999999996,135.975,109.845,167.355,86.80499999999999,72.835,27.245000000000005,131.815,154.735,47.09000000000001,139.63500000000002,108.77000000000001,188.345,56.27,30.380000000000006,33.730000000000004,82.12,83.16499999999999,444.2,420.5,392.55,371.3,3882.05,4042.35,4478.05,2550.2
246,0.15,44.47500000000001,107.045,89.015,114.85499999999999,203.10000000000002,173.35499999999996,59.03499999999999,93.21499999999999,96.02499999999999,45.675,138.3,77.94,101.77999999999999,348.34499999999997,384.00500000000005,43.655,92.66,92.96000000000001,23.5187,61.158249999999995,61.90145000000001,61.773450000000004,23.38035,31.011599999999998,34.17629999999999,2.02615,2.0355000000000003,567.75,582.0,598.15,572.95,539.75,518.05,571.35,572.85,554.15,534.3,2078.9,2175.1,2889.05,3385.3,3558.95,3157.05,3109.65,47.18999999999999,135.76500000000001,107.925,167.02499999999998,86.07,73.30499999999998,27.22,122.46,154.85,46.655,139.33,107.9775,187.395,55.13000000000001,31.6125,33.34,81.28999999999999,82.45000000000002,444.9,420.55,392.45,371.4,3802.35,4048.35,4463.2,2558.05
247,0.0,43.795,108.07000000000001,88.84500000000001,114.68499999999999,210.065,166.695,58.915,93.27,95.875,45.49499999999999,137.9,77.81500000000001,101.70500000000001,337.48999999999995,385.37,43.45,93.07000000000001,93.455,23.487299999999998,61.112749999999984,61.67604999999999,62.4418,23.346600000000002,30.83755,33.688199999999995,2.02925,2.0334,568.8,582.2,598.05,572.9,540.0,517.95,571.95,573.35,553.6,533.9,2094.6,2168.9,2814.95,3391.75,3618.5,3137.55,3091.4,47.26,135.81,108.70500000000001,167.17499999999998,86.17,72.95,27.299999999999994,130.135,154.81699999999998,46.94,139.57999999999998,109.00500000000002,188.11999999999998,55.55499999999999,29.194999999999993,33.305,82.08999999999999,83.13999999999999,443.8,420.4,392.35,371.3,3832.75,4041.15,4473.8,2555.4
248,0.25,43.815,110.04499999999999,89.00000000000001,114.89000000000001,184.005,177.42000000000002,58.96,93.725,96.41499999999999,45.720000000000006,138.15,78.38999999999999,102.035,346.945,376.1350000000001,44.809999999999995,93.095,93.68000000000002,23.55375,61.05650000000001,61.55915,61.57294999999999,23.3504,31.0762,33.85884999999999,2.0293,2.0185500000000003,569.55,583.2,598.8,573.45,540.4,518.15,571.25,572.8,553.5,534.1,2058.0,2172.2,2952.75,3465.3,3518.95,3132.05,3108.1,47.255,135.835,107.90749999999998,166.55,86.83000000000001,72.72999999999999,27.829999999999995,139.185,153.08950000000002,46.995000000000005,139.60500000000005,108.62,187.88500000000005,55.404999999999994,30.26000000000001,33.269999999999996,81.70500000000001,82.775,443.85,420.1,392.4,371.4,3899.2,4037.8,4463.35,2533.8
249,0.2,43.660000000000004,108.28,88.655,114.55499999999999,192.195,177.2,58.75,93.36,96.135,45.255,138.0,78.145,102.03,348.02500000000003,382.02000000000004,44.65,93.91999999999999,94.39,23.50065,60.91015,61.77315,62.18884999999999,23.3363,31.012549999999997,33.51539999999999,2.0284499999999994,2.02,568.1,581.9,598.1,573.3,540.8,518.5,572.7,573.2,555.15,535.2,2100.1,2158.7,2696.35,3417.1,3637.35,3148.45,3055.1,46.89999999999999,135.83499999999998,107.35000000000002,166.45999999999998,86.61999999999999,73.49,27.520000000000003,129.895,154.74,46.915000000000006,139.87,109.75,188.94,54.86999999999999,29.0,33.685,82.385,83.41999999999999,443.5,420.45,392.25,371.2,3948.5,4048.0,4472.95,2543.55
250,0.15,43.725,108.01500000000001,88.85999999999999,114.47999999999999,196.83999999999997,177.295,58.74000000000001,93.485,96.20000000000002,45.239999999999995,138.0,78.165,101.985,353.98,382.96999999999997,44.980000000000004,94.0,94.60499999999999,23.47445,60.840199999999996,61.30965000000001,62.17065000000001,23.320849999999997,30.971049999999998,33.787299999999995,2.0277499999999997,2.0206500000000003,568.05,581.9,597.75,572.65,540.55,517.95,571.45,573.25,552.8,533.75,2088.1,2170.15,2941.1,3418.625,3510.2,3170.0,3112.85,47.21999999999999,135.81,107.995,166.53999999999996,86.725,73.04499999999999,27.355,133.475,155.10499999999996,46.865,139.69000000000003,108.785,188.13500000000002,55.81,29.765000000000004,33.7,81.825,82.845,443.45,419.75,392.0,371.2,3900.0,4044.25,4469.35,2545.1
251,0.1,43.41000000000001,109.07500000000002,88.62499999999999,114.545,199.09,176.705,58.915000000000006,93.49,96.12999999999998,45.22499999999999,137.95,78.28999999999999,101.93499999999999,347.745,374.085,43.914999999999985,94.15,94.7,23.506149999999998,60.93695,61.934850000000004,62.00580000000001,23.400750000000006,30.946799999999996,34.140049999999995,2.0287000000000006,2.0394499999999995,570.7,583.4,599.55,572.3,541.0,518.05,571.55,572.75,554.45,534.45,2084.4,2174.0,2841.25,3425.875,3641.0,3130.25,3104.4,47.175,135.85999999999999,109.5,167.225,86.24,72.47,27.814999999999998,131.74,154.67700000000002,47.274999999999984,139.89500000000004,110.17,189.175,54.955000000000005,30.294999999999995,34.345000000000006,82.49499999999998,83.465,443.4,420.2,391.9,370.95,3786.7,4062.75,4463.75,2560.25
252,0.05,43.91,110.95,89.43999999999998,114.9,192.845,174.65500000000003,59.05500000000001,93.78,96.35,45.839999999999996,138.2,78.065,101.78999999999999,344.28499999999997,390.1650000000001,43.76499999999999,93.05,93.52000000000001,23.486899999999988,61.14564999999999,61.75425,62.137850000000014,23.346449999999997,30.923399999999997,33.749449999999996,2.0285,2.0317500000000006,568.95,582.5,598.5,573.0,540.4,518.45,571.2,573.15,554.55,534.4,2072.75,2173.8,2807.8,3412.525,3564.2,3128.95,3065.4,47.059999999999995,135.94,108.82000000000001,167.145,85.895,72.965,27.440000000000005,133.74,153.89399999999998,46.715,139.66500000000002,108.66,187.87500000000003,56.114999999999995,28.865,33.165,81.52000000000001,82.605,443.6,420.3,392.2,371.4,3843.4,4040.95,4462.2,2566.45
253,0.2,43.53,107.68500000000002,88.80999999999999,114.725,201.56499999999997,174.96,58.67999999999999,93.18499999999999,95.89999999999999,45.06999999999999,138.1,78.36,101.68,347.83000000000004,391.82,44.42,93.55999999999999,93.88999999999999,23.45865,61.00105000000002,61.30890000000001,62.03679999999999,23.34265,30.760550000000002,33.45875,2.0284,2.0397999999999996,568.7,582.45,598.6,572.8,540.1,518.15,571.7,573.75,555.0,534.6,2066.55,2183.0,2811.55,3399.35,3588.75,3138.05,3090.6,47.129999999999995,135.86499999999998,107.42999999999998,166.95499999999998,86.89000000000001,73.77,27.409999999999997,130.745,154.595,47.114999999999995,139.515,109.46,188.535,55.21,28.22,32.904999999999994,82.06,83.215,443.35,419.9,392.1,371.65,3897.6,4041.8,4452.0,2545.25
254,0.1,44.115,108.58999999999999,88.735,114.81499999999998,188.375,170.82500000000002,59.01500000000001,93.35,96.02499999999998,45.519999999999996,138.0,77.815,102.09,356.175,374.37500000000006,43.95499999999999,93.405,93.91999999999999,23.506749999999997,60.77685,61.64685000000001,61.78835,23.38495,31.121349999999996,34.19144999999999,2.02715,2.013,568.85,582.85,598.8,572.7,539.35,517.65,571.65,572.95,553.7,534.0,2060.6,2171.4,2943.1,3446.6,3530.25,3156.8,3114.5,47.269999999999996,135.90500000000003,108.68999999999998,166.76500000000001,86.365,72.975,27.454999999999995,130.08,155.36499999999998,46.925,139.73000000000002,109.27000000000001,188.44,55.589999999999996,29.660000000000004,34.394999999999996,81.90499999999999,82.965,443.35,420.1,391.95,370.95,3948.85,4038.45,4457.8,2538.85
